,index,#,Name,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Variant,Varieties,sprite_url
933,942,779,Bruxish,7,Common,,False,Water,Psychic,475,68,105,70,70,70,92,,"[{'is_default': True, 'pokemon': {'name': 'bruxish', 'url': 'https://pokeapi.co/api/v2/pokemon/779/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
934,943,780,Drampa,7,Common,,False,Normal,Dragon,485,78,60,85,135,91,36,,"[{'is_default': True, 'pokemon': {'name': 'drampa', 'url': 'https://pokeapi.co/api/v2/pokemon/780/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
935,944,781,Dhelmise,7,Common,,False,Ghost,Grass,517,70,131,100,86,90,40,,"[{'is_default': True, 'pokemon': {'name': 'dhelmise', 'url': 'https://pokeapi.co/api/v2/pokemon/781/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
936,945,782,Jangmo-o,7,Common,,False,Dragon,,300,45,55,65,45,45,45,,"[{'is_default': True, 'pokemon': {'name': 'jangmo-o', 'url': 'https://pokeapi.co/api/v2/pokemon/782/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
937,946,783,Hakamo-o,7,Common,Jangmo-o,False,Dragon,Fighting,420,55,75,90,65,70,65,,"[{'is_default': True, 'pokemon': {'name': 'hakamo-o', 'url': 'https://pokeapi.co/api/v2/pokemon/783/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
938,947,784,Kommo-o,7,Common,Hakamo-o,False,Dragon,Fighting,600,75,110,125,100,105,85,,"[{'is_default': True, 'pokemon': {'name': 'kommo-o', 'url': 'https://pokeapi.co/api/v2/pokemon/784/'}}, {'is_default': False, 'pokemon': {'name': 'kommo-o-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10146/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
939,948,785,Tapu,7,Legendary,,False,Electric,Fairy,570,70,115,85,95,75,130,Koko,"[{'is_default': True, 'pokemon': {'name': 'tapu-koko', 'url': 'https://pokeapi.co/api/v2/pokemon/785/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
940,949,786,Tapu,7,Legendary,,False,Psychic,Fairy,570,70,85,75,130,115,95,Lele,"[{'is_default': True, 'pokemon': {'name': 'tapu-lele', 'url': 'https://pokeapi.co/api/v2/pokemon/786/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
941,950,787,Tapu,7,Legendary,,False,Grass,Fairy,570,70,130,115,85,95,75,Bulu,"[{'is_default': True, 'pokemon': {'name': 'tapu-bulu', 'url': 'https://pokeapi.co/api/v2/pokemon/787/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
942,951,788,Tapu,7,Legendary,,False,Water,Fairy,570,70,75,115,95,130,85,Fini,"[{'is_default': True, 'pokemon': {'name': 'tapu-fini', 'url': 'https://pokeapi.co/api/v2/pokemon/788/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
943,952,789,Cosmog,7,Legendary,,False,Psychic,,200,43,29,31,29,31,37,,"[{'is_default': True, 'pokemon': {'name': 'cosmog', 'url': 'https://pokeapi.co/api/v2/pokemon/789/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
944,953,790,Cosmoem,7,Legendary,Cosmog,False,Psychic,,400,43,29,131,29,131,37,,"[{'is_default': True, 'pokemon': {'name': 'cosmoem', 'url': 'https://pokeapi.co/api/v2/pokemon/790/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
945,954,791,Solgaleo,7,Legendary,Cosmoem,False,Psychic,Steel,680,137,137,107,113,89,97,,"[{'is_default': True, 'pokemon': {'name': 'solgaleo', 'url': 'https://pokeapi.co/api/v2/pokemon/791/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
946,955,792,Lunala,7,Legendary,Cosmoem,False,Psychic,Ghost,680,137,113,89,137,107,97,,"[{'is_default': True, 'pokemon': {'name': 'lunala', 'url': 'https://pokeapi.co/api/v2/pokemon/792/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
947,956,793,Nihilego,7,Common,,False,Rock,Poison,570,109,53,47,127,131,103,,"[{'is_default': True, 'pokemon': {'name': 'nihilego', 'url': 'https://pokeapi.co/api/v2/pokemon/793/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
948,957,794,Buzzwole,7,Common,,False,Bug,Fighting,570,107,139,139,53,53,79,,"[{'is_default': True, 'pokemon': {'name': 'buzzwole', 'url': 'https://pokeapi.co/api/v2/pokemon/794/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
949,958,795,Pheromosa,7,Common,,False,Bug,Fighting,570,71,137,37,137,37,151,,"[{'is_default': True, 'pokemon': {'name': 'pheromosa', 'url': 'https://pokeapi.co/api/v2/pokemon/795/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
950,959,796,Xurkitree,7,Common,,False,Electric,,570,83,89,71,173,71,83,,"[{'is_default': True, 'pokemon': {'name': 'xurkitree', 'url': 'https://pokeapi.co/api/v2/pokemon/796/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
951,960,797,Celesteela,7,Common,,False,Steel,Flying,570,97,101,103,107,101,61,,"[{'is_default': True, 'pokemon': {'name': 'celesteela', 'url': 'https://pokeapi.co/api/v2/pokemon/797/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
952,961,798,Kartana,7,Common,,False,Grass,Steel,570,59,181,131,59,31,109,,"[{'is_default': True, 'pokemon': {'name': 'kartana', 'url': 'https://pokeapi.co/api/v2/pokemon/798/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
953,962,799,Guzzlord,7,Common,,False,Dark,Dragon,570,223,101,53,97,53,43,,"[{'is_default': True, 'pokemon': {'name': 'guzzlord', 'url': 'https://pokeapi.co/api/v2/pokemon/799/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
954,963,800,Necrozma,7,Legendary,,False,Psychic,,600,97,107,101,127,89,79,,"[{'is_default': True, 'pokemon': {'name': 'necrozma', 'url': 'https://pokeapi.co/api/v2/pokemon/800/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dusk', 'url': 'https://pokeapi.co/api/v2/pokemon/10155/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dawn', 'url': 'https://pokeapi.co/api/v2/pokemon/10156/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-ultra', 'url': 'https://pokeapi.co/api/v2/pokemon/10157/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
955,964,800,Necrozma,7,Legendary,,False,Psychic,Steel,680,97,157,127,113,109,77,Dusk Mane Necrozma,"[{'is_default': True, 'pokemon': {'name': 'necrozma', 'url': 'https://pokeapi.co/api/v2/pokemon/800/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dusk', 'url': 'https://pokeapi.co/api/v2/pokemon/10155/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dawn', 'url': 'https://pokeapi.co/api/v2/pokemon/10156/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-ultra', 'url': 'https://pokeapi.co/api/v2/pokemon/10157/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
956,965,800,Necrozma,7,Legendary,,False,Psychic,Ghost,680,97,113,109,157,127,77,Dawn Wings Necrozma,"[{'is_default': True, 'pokemon': {'name': 'necrozma', 'url': 'https://pokeapi.co/api/v2/pokemon/800/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dusk', 'url': 'https://pokeapi.co/api/v2/pokemon/10155/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dawn', 'url': 'https://pokeapi.co/api/v2/pokemon/10156/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-ultra', 'url': 'https://pokeapi.co/api/v2/pokemon/10157/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
957,966,800,Necrozma,7,Legendary,,False,Psychic,Dragon,754,97,167,97,167,97,129,Ultra Necrozma,"[{'is_default': True, 'pokemon': {'name': 'necrozma', 'url': 'https://pokeapi.co/api/v2/pokemon/800/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dusk', 'url': 'https://pokeapi.co/api/v2/pokemon/10155/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-dawn', 'url': 'https://pokeapi.co/api/v2/pokemon/10156/'}}, {'is_default': False, 'pokemon': {'name': 'necrozma-ultra', 'url': 'https://pokeapi.co/api/v2/pokemon/10157/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
958,967,801,Magearna,7,Mythical,,False,Steel,Fairy,600,80,95,115,130,115,65,,"[{'is_default': True, 'pokemon': {'name': 'magearna', 'url': 'https://pokeapi.co/api/v2/pokemon/801/'}}, {'is_default': False, 'pokemon': {'name': 'magearna-original', 'url': 'https://pokeapi.co/api/v2/pokemon/10147/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
959,968,802,Marshadow,7,Mythical,,False,Fighting,Ghost,600,90,125,80,90,90,125,,"[{'is_default': True, 'pokemon': {'name': 'marshadow', 'url': 'https://pokeapi.co/api/v2/pokemon/802/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
960,969,803,Poipole,7,Common,,False,Poison,,420,67,73,67,73,67,73,,"[{'is_default': True, 'pokemon': {'name': 'poipole', 'url': 'https://pokeapi.co/api/v2/pokemon/803/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
961,970,804,Naganadel,7,Common,Poipole,False,Poison,Dragon,540,73,73,73,127,73,121,,"[{'is_default': True, 'pokemon': {'name': 'naganadel', 'url': 'https://pokeapi.co/api/v2/pokemon/804/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
962,971,805,Stakataka,7,Common,,False,Rock,Steel,570,61,131,211,53,101,13,,"[{'is_default': True, 'pokemon': {'name': 'stakataka', 'url': 'https://pokeapi.co/api/v2/pokemon/805/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
963,972,806,Blacephalon,7,Common,,False,Fire,Ghost,570,53,127,53,151,79,107,,"[{'is_default': True, 'pokemon': {'name': 'blacephalon', 'url': 'https://pokeapi.co/api/v2/pokemon/806/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
964,973,807,Zeraora,7,Mythical,,False,Electric,,600,88,112,75,102,80,143,,"[{'is_default': True, 'pokemon': {'name': 'zeraora', 'url': 'https://pokeapi.co/api/v2/pokemon/807/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
965,974,808,Meltan,7,Mythical,,False,Steel,,300,46,65,65,55,35,34,,"[{'is_default': True, 'pokemon': {'name': 'meltan', 'url': 'https://pokeapi.co/api/v2/pokemon/808/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
966,975,809,Melmetal,7,Mythical,,False,Steel,,600,135,143,143,80,65,34,,"[{'is_default': True, 'pokemon': {'name': 'melmetal', 'url': 'https://pokeapi.co/api/v2/pokemon/809/'}}, {'is_default': False, 'pokemon': {'name': 'melmetal-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10208/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
967,976,810,Grookey,8,Common,,False,Grass,,310,50,65,50,40,40,65,,"[{'is_default': True, 'pokemon': {'name': 'grookey', 'url': 'https://pokeapi.co/api/v2/pokemon/810/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
968,977,811,Thwackey,8,Common,Grookey,False,Grass,,420,70,85,70,55,60,80,,"[{'is_default': True, 'pokemon': {'name': 'thwackey', 'url': 'https://pokeapi.co/api/v2/pokemon/811/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
969,978,812,Rillaboom,8,Common,Thwackey,False,Grass,,530,100,125,90,60,70,85,,"[{'is_default': True, 'pokemon': {'name': 'rillaboom', 'url': 'https://pokeapi.co/api/v2/pokemon/812/'}}, {'is_default': False, 'pokemon': {'name': 'rillaboom-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10209/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
970,979,813,Scorbunny,8,Common,,False,Fire,,310,50,71,40,40,40,69,,"[{'is_default': True, 'pokemon': {'name': 'scorbunny', 'url': 'https://pokeapi.co/api/v2/pokemon/813/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
971,980,814,Raboot,8,Common,Scorbunny,False,Fire,,420,65,86,60,55,60,94,,"[{'is_default': True, 'pokemon': {'name': 'raboot', 'url': 'https://pokeapi.co/api/v2/pokemon/814/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
972,981,815,Cinderace,8,Common,Raboot,False,Fire,,530,80,116,75,65,75,119,,"[{'is_default': True, 'pokemon': {'name': 'cinderace', 'url': 'https://pokeapi.co/api/v2/pokemon/815/'}}, {'is_default': False, 'pokemon': {'name': 'cinderace-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10210/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
973,982,816,Sobble,8,Common,,False,Water,,310,50,40,40,70,40,70,,"[{'is_default': True, 'pokemon': {'name': 'sobble', 'url': 'https://pokeapi.co/api/v2/pokemon/816/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
974,983,817,Drizzile,8,Common,Sobble,False,Water,,420,65,60,55,95,55,90,,"[{'is_default': True, 'pokemon': {'name': 'drizzile', 'url': 'https://pokeapi.co/api/v2/pokemon/817/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
975,984,818,Inteleon,8,Common,Drizzile,False,Water,,530,70,85,65,125,65,120,,"[{'is_default': True, 'pokemon': {'name': 'inteleon', 'url': 'https://pokeapi.co/api/v2/pokemon/818/'}}, {'is_default': False, 'pokemon': {'name': 'inteleon-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10211/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
976,985,819,Skwovet,8,Common,,False,Normal,,275,70,55,55,35,35,25,,"[{'is_default': True, 'pokemon': {'name': 'skwovet', 'url': 'https://pokeapi.co/api/v2/pokemon/819/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
977,986,820,Greedent,8,Common,Skwovet,False,Normal,,460,120,95,95,55,75,20,,"[{'is_default': True, 'pokemon': {'name': 'greedent', 'url': 'https://pokeapi.co/api/v2/pokemon/820/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
978,987,821,Rookidee,8,Common,,False,Flying,,245,38,47,35,33,35,57,,"[{'is_default': True, 'pokemon': {'name': 'rookidee', 'url': 'https://pokeapi.co/api/v2/pokemon/821/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
979,988,822,Corvisquire,8,Common,Rookidee,False,Flying,,365,68,67,55,43,55,77,,"[{'is_default': True, 'pokemon': {'name': 'corvisquire', 'url': 'https://pokeapi.co/api/v2/pokemon/822/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
980,989,823,Corviknight,8,Common,Corvisquire,False,Flying,Steel,495,98,87,105,53,85,67,,"[{'is_default': True, 'pokemon': {'name': 'corviknight', 'url': 'https://pokeapi.co/api/v2/pokemon/823/'}}, {'is_default': False, 'pokemon': {'name': 'corviknight-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10212/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
981,990,824,Blipbug,8,Common,,False,Bug,,180,25,20,20,25,45,45,,"[{'is_default': True, 'pokemon': {'name': 'blipbug', 'url': 'https://pokeapi.co/api/v2/pokemon/824/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
982,991,825,Dottler,8,Common,Blipbug,False,Bug,Psychic,335,50,35,80,50,90,30,,"[{'is_default': True, 'pokemon': {'name': 'dottler', 'url': 'https://pokeapi.co/api/v2/pokemon/825/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
983,992,826,Orbeetle,8,Common,Dottler,False,Bug,Psychic,505,60,45,110,80,120,90,,"[{'is_default': True, 'pokemon': {'name': 'orbeetle', 'url': 'https://pokeapi.co/api/v2/pokemon/826/'}}, {'is_default': False, 'pokemon': {'name': 'orbeetle-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10213/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
984,993,827,Nickit,8,Common,,False,Dark,,245,40,28,28,47,52,50,,"[{'is_default': True, 'pokemon': {'name': 'nickit', 'url': 'https://pokeapi.co/api/v2/pokemon/827/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
985,994,828,Thievul,8,Common,Nickit,False,Dark,,455,70,58,58,87,92,90,,"[{'is_default': True, 'pokemon': {'name': 'thievul', 'url': 'https://pokeapi.co/api/v2/pokemon/828/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
986,995,829,Gossifleur,8,Common,,False,Grass,,250,40,40,60,40,60,10,,"[{'is_default': True, 'pokemon': {'name': 'gossifleur', 'url': 'https://pokeapi.co/api/v2/pokemon/829/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
987,996,830,Eldegoss,8,Common,Gossifleur,False,Grass,,460,60,50,90,80,120,60,,"[{'is_default': True, 'pokemon': {'name': 'eldegoss', 'url': 'https://pokeapi.co/api/v2/pokemon/830/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
988,997,831,Wooloo,8,Common,,False,Normal,,270,42,40,55,40,45,48,,"[{'is_default': True, 'pokemon': {'name': 'wooloo', 'url': 'https://pokeapi.co/api/v2/pokemon/831/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
989,998,832,Dubwool,8,Common,Wooloo,False,Normal,,490,72,80,100,60,90,88,,"[{'is_default': True, 'pokemon': {'name': 'dubwool', 'url': 'https://pokeapi.co/api/v2/pokemon/832/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
990,999,833,Chewtle,8,Common,,False,Water,,284,50,64,50,38,38,44,,"[{'is_default': True, 'pokemon': {'name': 'chewtle', 'url': 'https://pokeapi.co/api/v2/pokemon/833/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
991,1000,834,Drednaw,8,Common,Chewtle,False,Water,Rock,485,90,115,90,48,68,74,,"[{'is_default': True, 'pokemon': {'name': 'drednaw', 'url': 'https://pokeapi.co/api/v2/pokemon/834/'}}, {'is_default': False, 'pokemon': {'name': 'drednaw-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10214/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
992,1001,835,Yamper,8,Common,,False,Electric,,270,59,45,50,40,50,26,,"[{'is_default': True, 'pokemon': {'name': 'yamper', 'url': 'https://pokeapi.co/api/v2/pokemon/835/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
993,1002,836,Boltund,8,Common,Yamper,False,Electric,,490,69,90,60,90,60,121,,"[{'is_default': True, 'pokemon': {'name': 'boltund', 'url': 'https://pokeapi.co/api/v2/pokemon/836/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
994,1003,837,Rolycoly,8,Common,,False,Rock,,240,30,40,50,40,50,30,,"[{'is_default': True, 'pokemon': {'name': 'rolycoly', 'url': 'https://pokeapi.co/api/v2/pokemon/837/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
995,1004,838,Carkol,8,Common,Rolycoly,False,Rock,Fire,410,80,60,90,60,70,50,,"[{'is_default': True, 'pokemon': {'name': 'carkol', 'url': 'https://pokeapi.co/api/v2/pokemon/838/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
996,1005,839,Coalossal,8,Common,Carkol,False,Rock,Fire,510,110,80,120,80,90,30,,"[{'is_default': True, 'pokemon': {'name': 'coalossal', 'url': 'https://pokeapi.co/api/v2/pokemon/839/'}}, {'is_default': False, 'pokemon': {'name': 'coalossal-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10215/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
997,1006,840,Applin,8,Common,,False,Grass,Dragon,260,40,40,80,40,40,20,,"[{'is_default': True, 'pokemon': {'name': 'applin', 'url': 'https://pokeapi.co/api/v2/pokemon/840/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
998,1007,841,Flapple,8,Common,Applin,False,Grass,Dragon,485,70,110,80,95,60,70,,"[{'is_default': True, 'pokemon': {'name': 'flapple', 'url': 'https://pokeapi.co/api/v2/pokemon/841/'}}, {'is_default': False, 'pokemon': {'name': 'flapple-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10216/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
999,1008,842,Appletun,8,Common,Applin,False,Grass,Dragon,485,110,85,80,100,80,30,,"[{'is_default': True, 'pokemon': {'name': 'appletun', 'url': 'https://pokeapi.co/api/v2/pokemon/842/'}}, {'is_default': False, 'pokemon': {'name': 'appletun-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10217/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
1000,1009,843,Silicobra,8,Common,,False,Ground,,315,52,57,75,35,50,46,,"[{'is_default': True, 'pokemon': {'name': 'silicobra', 'url': 'https://pokeapi.co/api/v2/pokemon/843/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
1001,1010,844,Sandaconda,8,Common,Silicobra,False,Ground,,510,72,107,125,65,70,71,,"[{'is_default': True, 'pokemon': {'name': 'sandaconda', 'url': 'https://pokeapi.co/api/v2/pokemon/844/'}}, {'is_default': False, 'pokemon': {'name': 'sandaconda-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10218/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
1002,1011,845,Cramorant,8,Common,,False,Flying,Water,475,70,85,55,85,95,85,,"[{'is_default': True, 'pokemon': {'name': 'cramorant', 'url': 'https://pokeapi.co/api/v2/pokemon/845/'}}, {'is_default': False, 'pokemon': {'name': 'cramorant-gulping', 'url': 'https://pokeapi.co/api/v2/pokemon/10182/'}}, {'is_default': False, 'pokemon': {'name': 'cramorant-gorging', 'url': 'https://pokeapi.co/api/v2/pokemon/10183/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
