Id,Label,timeset,index,nationalpokedexnumber,species,variant,generation,rarity,type1,type2,total,hp,attack,defense,spatk,spdef,speed,image_url,vgc2022rules,monthlyusagemarch2022,usagepercentmarch2022,monthlyrankmarch2022,introductedin,type,power,acc,pp,damageclass,effect,probpercentage,increases,decreases,likesberrie,dislikesberrie,alternativeeffect,usageattributes,specificcategory,generalcategory,description,indegree,outdegree,degree,clustering
Occa Berry,Occa Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/occa-berry.png,,,,,,,,,,,Weakens a supereffective Fire-type attack against the holding Pokémon.,,,,,,Held: Consumed when struck by a super-effective Fire-type attack to halve the damage.,holdable-active,Type Protection,Berries,,7,0,7,0.119048
Odd Incense,Odd Incense,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/odd-incense.png,,,,,,,,,,,Increases the power of Psychic-type moves. Breeding Mr. Mime produces Mime Jr. when held.,,,,,,Held: Psychic-Type moves from holder do 20% more damage. Breeding: Mr. Mime begets a Mime Jr. Egg.,holdable; holdable-active,Type Enhancement,Hold items,,0,0,0,0
Odd Keystone,Odd Keystone,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/odd-keystone.png,,,,,,,,,,,A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.,,,,,,Use on the tower on Route 209 to encounter Spiritomb if you have at least 32 Underground greetings.,underground,Dex Completion,General items,,0,0,0,0
Old Amber,Old Amber,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/old-amber.png,,,,,,,,,,,A piece of amber that contains the genetic material of an ancient Pokémon. It is clear with a reddish tint.,,,,,,Can be revived into an Aerodactyl.,underground,Dex Completion,General items,,0,0,0,0
Old Gateau,Old Gateau,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/old-gateau.png,,,,,,,,,,,Heals all major status conditions.,,,,,,Cures any status ailment and confusion.,countable; consumable; usable-overworld; usable-in-battle; holdable,Status Cures,Medicine,,0,0,0,0
Oran Berry,Oran Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/oran-berry.png,,,,,,,,,,,"If held by a Pokémon, it heals the user by just 10 HP.",,,,,,Held: Consumed at 1/2 max HP to recover 10 HP.,holdable-active,Medicine,Berries,,0,0,0,0
Oval Charm,Oval Charm,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/oval-charm.png,,,,,,,,,,,An oval charm said to increase the chance of Pokémon Eggs being found at the Day Care.,,,,,,Doubles the chance of two Pokémon producing an egg at the daycare every 255 steps.,,Gameplay,General items,,0,0,0,0
Oval Stone,Oval Stone,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/oval-stone.png,,,,,,,,,,,Evolves Happiny when held.,,,,,,Level-up during Day on a Happiny: Holder evolves into Chansey.,underground,Evolution,General items,,0,0,0,0
Pack Of Potatoes,Pack Of Potatoes,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,"One of the many ingredients that can be used for cooking at your camp. Potatoes help mellow out a spicy taste, to make a dish more mild.",,,,,,,,Curry Ingredients,General items,,0,0,0,0
Packaged Curry,Packaged Curry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,One of the many ingredients that can be used for cooking at your camp. Using packaged curry helps make sure there are no slipups when cooking.,,,,,,,,Curry Ingredients,General items,,0,0,0,0
Pamtre Berry,Pamtre Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pamtre-berry.png,,,,,,,,,,,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,,,,,,Used for creating PokéBlocks and Poffins.,,Baking Only,Berries,,0,0,0,0
Paralyze Heal,Paralyze Heal,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/paralyze-heal.png,,,,,,,,,,,A spray-type medicine. It eliminates paralysis from a single Pokémon.,,,,,,Cures paralysis.,countable; consumable; usable-overworld; usable-in-battle; holdable,Status Cures,Medicine,,0,0,0,0
Park Ball,Park Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/park-ball.png,,,,,,,,,,,A special Poké Ball for the Pal Park.,,,,,,Catches Pokémon in the Pal Park every time.,,Standard Balls,Pokeballs,,0,0,0,0
Pass Orb,Pass Orb,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pass-orb.png,,,,,,,,,,,"A mysterious orb containing the power of the Unova region, to be used when generating Pass Power.",,,,,,Activates Pass Powers.,,Held Items,Hold items,,0,0,0,0
Passho Berry,Passho Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/passho-berry.png,,,,,,,,,,,Weakens a supereffective Water-type attack against the holding Pokémon.,,,,,,Held: Consumed when struck by a super-effective Water-type attack to halve the damage.,holdable-active,Type Protection,Berries,,1,0,1,0
Pasta,Pasta,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,One of the many ingredients that can be used for cooking at your camp. These flour noodles make for a surprisingly good match with curry.,,,,,,,,Curry Ingredients,General items,,0,0,0,0
Payapa Berry,Payapa Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/payapa-berry.png,,,,,,,,,,,Weakens a supereffective Psychic-type attack against the holding Pokémon.,,,,,,Held: Consumed when struck by a super-effective Psychic-type attack to halve the damage.,holdable-active,Type Protection,Berries,,1,0,1,0
Pearl,Pearl,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pearl.png,,,,,,,,,,,A somewhat-small pearl that sparkles in a pretty silver color. It can be sold cheaply to shops.,,,,,,"Sell for 700 Pokédollars, or to Ore Collector for 1400 Pokédollars.",,Loot,General items,,0,0,0,0
Pearl String,Pearl String,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pearl-string.png,,,,,,,,,,,Very large pearls that sparkle in a pretty silver color. A maniac will buy them for a high price.,,,,,,Sell to Ore Collector for 25000 Pokédollars.,,Loot,General items,,0,0,0,0
Pecha Berry,Pecha Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pecha-berry.png,,,,,,,,,,,"If held by a Pokémon, it recovers from poison.",,,,,,Held: Consumed when poisoned to cure poison.,holdable-active,Medicine,Berries,,0,0,0,0
Permit,Permit,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/permit.png,,,,,,,,,,,A permit that is needed to enter the Nature Preserve. Not many know about it.,,,,,,Grants access to the Nature Preserve.,,Gameplay,General items,,0,0,0,0
Persim Berry,Persim Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/persim-berry.png,,,,,,,,,,,"If held by a Pokémon, it recovers from confusion.",,,,,,Held: Consumed when confused to cure confusion.,holdable-active,Medicine,Berries,,0,0,0,0
Petaya Berry,Petaya Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/petaya-berry.png,,,,,,,,,,,Raises Special Attack when HP is low.,,,,,,Held: Consumed at 1/4 max HP to boost Special Attack.,holdable-active,In A Pinch,Berries,,0,0,0,0
Pewter Crunchies,Pewter Crunchies,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,Heals all major status conditions.,,,,,,,,Status Cures,Medicine,,0,0,0,0
Pidgeotite,Pidgeotite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pidgeotite.png,,,,,,,,,,,Enables Pidgeot to Mega Evolve during battle.,,,,,,Held: Allows Pidgeot to Mega Evolve into Mega Pidgeot.,,Mega Stones,Hold items,,0,0,0,0
Pinap Berry,Pinap Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pinap-berry.png,,,,,,,,,,,"A Berry to be used in cooking. Increases chances of getting items when a Pokémon is caught, in Pokémon Let's Go.",,,,,,Used for creating PokéBlocks and Poffins.,,Baking Only,Berries,,0,0,0,0
Pink Apricorn,Pink Apricorn,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pink-apricorn.png,,,,,,,,,,,"A pink Apricorn. It has a nice, sweet scent.",,,,,,Used to make a Love Ball.,,Apricorn Box,General items,,0,0,0,0
Pink Nectar,Pink Nectar,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pink-nectar.png,,,,,,,,,,,The flower nectar obtained at the flowering shrubs on Royal Avenue. It changes the form of certain species of Pokémon.,,,,,,Changes Oricorio to Pa’u Style.,,Species Specific,Hold items,,0,0,0,0
Pink Scarf,Pink Scarf,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pink-scarf.png,,,,,,,,,,,Raises holder's Cute aspect in a Contest.,,,,,,Raises the holder's Cuteness while in a contest.,holdable-active,Scarves,General items,,0,0,0,0
Pinsirite,Pinsirite,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pinsirite.png,,,,,,,,,,,Enables Pinsir to Mega Evolve during battle.,,,,,,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.,,Mega Stones,Hold items,,0,0,0,0
Pixie Plate,Pixie Plate,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pixie-plate.png,,,,,,,,,,,Increases power of Fairy-type moves. Changes Arceus' type to Fairy.,,,,,,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Fairy.,,Plates,Hold items,,2,0,2,0
Plasma Card,Plasma Card,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/plasma-card.png,,,,,,,,,,,A card key needed to enter the password inside the Plasma Frigate.,,,,,,Required to progress in the Plasma Frigate.,,Plot Advancement,Hold items,,0,0,0,0
Plume Fossil,Plume Fossil,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/plume-fossil.png,,,,,,,,,,,A fossil of an ancient Pokémon that flew in the sky in ancient times. It appears to be part of its wing.,,,,,,Can be revived into a archen.,,Dex Completion,General items,,0,0,0,0
Poison Barb,Poison Barb,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/poison-barb.png,,,,,,,,,,,Increases the power of Poison-type moves.,,,,,,Held: Poison-Type moves from holder do 20% more damage.,holdable; holdable-active,Type Enhancement,Hold items,,1,0,1,0
Poison Gem,Poison Gem,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/poison-gem.png,,,,,,,,,,,Increases the power of a Poison-type move only once.,,,,,,"Held: When the holder uses a damaging poison-type move, the move has 1.5× power and this item is consumed.",,Jewels,Hold items,,0,0,0,0
Poison Memory,Poison Memory,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/poison-memory.png,,,,,,,,,,,Changes Silvally and its move Multi-Attack to Poison type.,,,,,,Held: Changes Silvally to its Poison form.  Changes Multi-Attack's type to Poison.,,Memories,Hold items,,0,0,0,0
Polished Mud Ball,Polished Mud Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,,,,,,,,,Loot,General items,,0,0,0,0
Pomeg Berry,Pomeg Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pomeg-berry.png,,,,,,,,,,,Increases Friendship but lowers HP EVs.,,,,,,Drops HP Effort Values by 10 and raises happiness.,,Effort Drop,Berries,,0,0,0,0
Potion,Potion,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/potion.png,,,,,,,,,,,Restores 20 HP.,,,,,,Restores 20 HP.,countable; consumable; usable-overworld; usable-in-battle; holdable,Healing,Medicine,,0,0,0,0
Power Anklet,Power Anklet,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-anklet.png,,,,,,,,,,,"A Pokémon held item that promotes Speed gain on leveling, but reduces the Speed stat.",,,,,,"Held: Holder gains 4 Speed effort values, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,1,0,1,0
Power Band,Power Band,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-band.png,,,,,,,,,,,"A Pokémon held item that promotes Sp. Def gain on leveling, but reduces the Speed stat.",,,,,,"Held: Holder gains 4 Special Defense effort values, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,0,0,0,0
Power Belt,Power Belt,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-belt.png,,,,,,,,,,,"A Pokémon held item that promotes Defense gain on leveling, but reduces the Speed stat.",,,,,,"Held: Holder gains 4 Defense effort values, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,0,0,0,0
Power Bracer,Power Bracer,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-bracer.png,,,,,,,,,,,"A Pokémon held item that promotes Attack gain on leveling, but reduces the Speed stat.",,,,,,"Held: Holder gains 4 Attack effort values, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,0,0,0,0
Power Herb,Power Herb,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-herb.png,,,,,,,,,,,A single-use item to be held by a Pokémon. It allows the immediate use of a move that charges on the first turn.,,,,,,Held: Both turns of a two-turn charge move happen at once. Consumed upon use.,holdable; holdable-active,Held Items,Hold items,,12,0,12,0.015152
Power Lens,Power Lens,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-lens.png,,,,,,,,,,,"A Pokémon held item that promotes Sp. Atk gain on leveling, but reduces the Speed stat.",,,,,,"Held: Holder gains 4 Special Attack effort values, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,1,0,1,0
Power Plant Pass,Power Plant Pass,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-plant-pass.png,,,,,,,,,,,This pass serves as an ID card for gaining access to the power plant that lies along Route 13.,,,,,,Permits entry to the Kalos Power Plant.,,Plot Advancement,Hold items,,0,0,0,0
Power Weight,Power Weight,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/power-weight.png,,,,,,,,,,,"A Pokémon held item that promotes HP gain on leveling, but reduces the Speed stat.",,,,,,"Held: Holder gains 4 HP effort values, but has halved Speed in battle.",holdable; holdable-active,Effort Training,Hold items,,0,0,0,0
Pp Max,Pp Max,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pp-max.png,,,,,,,,,,,It maximally raises the top PP of a selected move that has been learned by the target Pokémon.,,,,,,Raises a move's max PP by 60%.,countable; consumable; usable-overworld; usable-in-battle; holdable,Vitamins,Medicine,,0,0,0,0
Pp Up,Pp Up,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pp-up.png,,,,,,,,,,,It slightly raises the maximum PP of a selected move that has been learned by the target Pokémon.,,,,,,Raises a move's max PP by 20%.,countable; consumable; usable-overworld; usable-in-battle; holdable,Vitamins,Medicine,,0,0,0,0
Precooked Burger,Precooked Burger,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,"One of the many ingredients that can be used for cooking at your camp. If you’re unsure about what to cook, you can’t go wrong with some burger.",,,,,,,,Curry Ingredients,General items,,0,0,0,0
Premier Ball,Premier Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/premier-ball.png,,,,,,,,,,,A somewhat rare Poké Ball that has been specially made to commemorate an event of some sort.,,,,,,Tries to catch a wild Pokémon.,countable; consumable; usable-in-battle; holdable,Special Balls,Pokeballs,,0,0,0,0
Pretty Wing,Pretty Wing,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pretty-wing.png,,,,,,,,,,,"Though this feather is beautiful, it's just a regular feather and has no effect on Pokémon.",,,,,,Sell for 100 Pokédollars.,,Loot,General items,,0,0,0,0
Prism Scale,Prism Scale,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/prism-scale.png,,,,,,,,,,,Evolves Feebas when traded holding the item.,,,,,,Traded on a Feebas: Holder evolves into Milotic.,,Evolution,General items,,0,0,0,0
Prison Bottle,Prison Bottle,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/prison-bottle.png,,,,,,,,,,,Transforms Hoopa Confined to Hoopa Unbound.,,,,,,Transforms Hoopa into its Unbound form for up to three days.,,Gameplay,Hold items,,0,0,0,0
Protective Pads,Protective Pads,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/protective-pads.png,,,,,,,,,,,An item to be held by a Pokémon. These pads protect the holder from effects caused by making direct contact with the target.,,,,,,Held: Prevents side effects of contact moves used on the holder.,,Held Items,Hold items,,1,0,1,0
Protector,Protector,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/protector.png,,,,,,,,,,,Evolves Rhydon when traded holding the item.,,,,,,Traded on a Rhydon: Holder evolves into Rhyperior.,,Evolution,General items,,0,0,0,0
Protein,Protein,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/protein.png,,,,,,,,,,,Increases Attack EVs by 10.,,,,,,Raises Attack effort and happiness.,countable; consumable; usable-overworld; usable-in-battle; holdable,Vitamins,Medicine,,0,0,0,0
Psychic Gem,Psychic Gem,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/psychic-gem.png,,,,,,,,,,,Increases the power of a Psychic-type move only once.,,,,,,"Held: When the holder uses a damaging psychic-type move, the move has 1.5× power and this item is consumed.",,Jewels,Hold items,,0,0,0,0
Psychic Memory,Psychic Memory,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/psychic-memory.png,,,,,,,,,,,Changes Silvally and its move Multi-Attack to Psychic type.,,,,,,Held: Changes Silvally to its Psychic form.  Changes Multi-Attack's type to Psychic.,,Memories,Hold items,,0,0,0,0
Psychic Seed,Psychic Seed,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/psychic-seed.png,,,,,,,,,,,An item to be held by a Pokémon. It boosts Sp. Def on Psychic Terrain. It can only be used once.,,,,,,Held: Consumed on Psychic Terrain and raises the holder's Special Defense by one stage.,,Held Items,Hold items,,23,0,23,0.059289
Pungent Root,Pungent Root,,,,,,,,,,,,,,,,,https://img.pokemondb.net/s.png,,,,,,,,,,,"One of the many ingredients that can be used for cooking at your camp. Though carelessly picked, these herbs can add a fragrant accent to a dish.",,,,,,,,Curry Ingredients,General items,,0,0,0,0
Pure Incense,Pure Incense,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/pure-incense.png,,,,,,,,,,,Descreases the likelihood of meeting wild Pokémon. Breeding Chimecho produces Chingling when held.,,,,,,Prevents wild encounters of level lower than your party's lead Pokémon. Breeding: Chimecho begets a Chingling Egg.,holdable,Training,Hold items,,0,0,0,0
Purple Nectar,Purple Nectar,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/purple-nectar.png,,,,,,,,,,,A flower nectar obtained at Poni Meadow. It changes the form of certain species of Pokémon.,,,,,,Changes Oricorio to Sensu Style.,,Species Specific,Hold items,,0,0,0,0
Qualot Berry,Qualot Berry,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/qualot-berry.png,,,,,,,,,,,Increases Friendship but lowers Defense EVs.,,,,,,Drops Defense Effort Values by 10 and raises happiness.,,Effort Drop,Berries,,0,0,0,0
Quick Ball,Quick Ball,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/quick-ball.png,,,,,,,,,,,A somewhat different Poké Ball that provides a better catch rate if it is used at the start of a wild encounter.,,,,,,"Tries to catch a wild Pokémon. Success rate is 4× (Gen V: 5×), but only on the first turn.",countable; consumable; usable-in-battle; holdable,Special Balls,Pokeballs,,0,0,0,0
Quick Candy,Quick Candy,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/quick-candy.png,,,,,,,,,,,Increases a Pokémon's Speed stat by 1.,,,,,,,,Vitamins,Medicine,,0,0,0,0
Quick Candy L,Quick Candy L,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/quick-candy-l.png,,,,,,,,,,,Increases a Pokémon's Speed stat.,,,,,,,,Vitamins,Medicine,,0,0,0,0
Quick Candy Xl,Quick Candy Xl,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/quick-candy-xl.png,,,,,,,,,,,Increases a Pokémon's Speed stat.,,,,,,,,Vitamins,Medicine,,0,0,0,0
Quick Claw,Quick Claw,,,,,,,,,,,,,,,,,https://img.pokemondb.net/sprites/items/quick-claw.png,,,,,,,,,,,"An item to be held by a Pokémon. A light, sharp claw that lets the bearer move first occasionally.",,,,,,Held: Holder has a 3/16 (18.75%) chance to move first.,holdable; holdable-active,Held Items,Hold items,,3,0,3,0
