,index,Name,Generation,Description,Pokemon
229,226,Swarm,3,Powers up Bug-type moves in a pinch.,"[{'is_hidden': False, 'pokemon': {'name': 'beedrill', 'url': 'https://pokeapi.co/api/v2/pokemon/15/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'scyther', 'url': 'https://pokeapi.co/api/v2/pokemon/123/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ledyba', 'url': 'https://pokeapi.co/api/v2/pokemon/165/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ledian', 'url': 'https://pokeapi.co/api/v2/pokemon/166/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'spinarak', 'url': 'https://pokeapi.co/api/v2/pokemon/167/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ariados', 'url': 'https://pokeapi.co/api/v2/pokemon/168/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'scizor', 'url': 'https://pokeapi.co/api/v2/pokemon/212/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'heracross', 'url': 'https://pokeapi.co/api/v2/pokemon/214/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'beautifly', 'url': 'https://pokeapi.co/api/v2/pokemon/267/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'volbeat', 'url': 'https://pokeapi.co/api/v2/pokemon/313/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'kricketune', 'url': 'https://pokeapi.co/api/v2/pokemon/402/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mothim', 'url': 'https://pokeapi.co/api/v2/pokemon/414/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sewaddle', 'url': 'https://pokeapi.co/api/v2/pokemon/540/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'leavanny', 'url': 'https://pokeapi.co/api/v2/pokemon/542/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'venipede', 'url': 'https://pokeapi.co/api/v2/pokemon/543/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'whirlipede', 'url': 'https://pokeapi.co/api/v2/pokemon/544/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'scolipede', 'url': 'https://pokeapi.co/api/v2/pokemon/545/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'karrablast', 'url': 'https://pokeapi.co/api/v2/pokemon/588/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'escavalier', 'url': 'https://pokeapi.co/api/v2/pokemon/589/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'joltik', 'url': 'https://pokeapi.co/api/v2/pokemon/595/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'galvantula', 'url': 'https://pokeapi.co/api/v2/pokemon/596/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'durant', 'url': 'https://pokeapi.co/api/v2/pokemon/632/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'larvesta', 'url': 'https://pokeapi.co/api/v2/pokemon/636/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'volcarona', 'url': 'https://pokeapi.co/api/v2/pokemon/637/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'grubbin', 'url': 'https://pokeapi.co/api/v2/pokemon/736/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'blipbug', 'url': 'https://pokeapi.co/api/v2/pokemon/824/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dottler', 'url': 'https://pokeapi.co/api/v2/pokemon/825/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'orbeetle', 'url': 'https://pokeapi.co/api/v2/pokemon/826/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'orbeetle-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10213/'}, 'slot': 1}]"
230,227,Sweet Veil,6,Prevents the Pokémon and allies from falling asleep.,"[{'is_hidden': False, 'pokemon': {'name': 'swirlix', 'url': 'https://pokeapi.co/api/v2/pokemon/684/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'slurpuff', 'url': 'https://pokeapi.co/api/v2/pokemon/685/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'cutiefly', 'url': 'https://pokeapi.co/api/v2/pokemon/742/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'ribombee', 'url': 'https://pokeapi.co/api/v2/pokemon/743/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'bounsweet', 'url': 'https://pokeapi.co/api/v2/pokemon/761/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'steenee', 'url': 'https://pokeapi.co/api/v2/pokemon/762/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tsareena', 'url': 'https://pokeapi.co/api/v2/pokemon/763/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'milcery', 'url': 'https://pokeapi.co/api/v2/pokemon/868/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'alcremie', 'url': 'https://pokeapi.co/api/v2/pokemon/869/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'ribombee-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10150/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'alcremie-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10223/'}, 'slot': 1}]"
231,228,Swift Swim,3,Boosts the Pokémon's Speed in rain.,"[{'is_hidden': True, 'pokemon': {'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon/54/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'golduck', 'url': 'https://pokeapi.co/api/v2/pokemon/55/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'poliwag', 'url': 'https://pokeapi.co/api/v2/pokemon/60/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'poliwhirl', 'url': 'https://pokeapi.co/api/v2/pokemon/61/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'poliwrath', 'url': 'https://pokeapi.co/api/v2/pokemon/62/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'horsea', 'url': 'https://pokeapi.co/api/v2/pokemon/116/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'goldeen', 'url': 'https://pokeapi.co/api/v2/pokemon/118/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'seaking', 'url': 'https://pokeapi.co/api/v2/pokemon/119/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'magikarp', 'url': 'https://pokeapi.co/api/v2/pokemon/129/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'omanyte', 'url': 'https://pokeapi.co/api/v2/pokemon/138/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'omastar', 'url': 'https://pokeapi.co/api/v2/pokemon/139/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'kabuto', 'url': 'https://pokeapi.co/api/v2/pokemon/140/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'kabutops', 'url': 'https://pokeapi.co/api/v2/pokemon/141/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'qwilfish', 'url': 'https://pokeapi.co/api/v2/pokemon/211/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'mantine', 'url': 'https://pokeapi.co/api/v2/pokemon/226/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'kingdra', 'url': 'https://pokeapi.co/api/v2/pokemon/230/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lotad', 'url': 'https://pokeapi.co/api/v2/pokemon/270/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lombre', 'url': 'https://pokeapi.co/api/v2/pokemon/271/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ludicolo', 'url': 'https://pokeapi.co/api/v2/pokemon/272/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'surskit', 'url': 'https://pokeapi.co/api/v2/pokemon/283/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'anorith', 'url': 'https://pokeapi.co/api/v2/pokemon/347/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'armaldo', 'url': 'https://pokeapi.co/api/v2/pokemon/348/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'feebas', 'url': 'https://pokeapi.co/api/v2/pokemon/349/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'huntail', 'url': 'https://pokeapi.co/api/v2/pokemon/367/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gorebyss', 'url': 'https://pokeapi.co/api/v2/pokemon/368/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'relicanth', 'url': 'https://pokeapi.co/api/v2/pokemon/369/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'luvdisc', 'url': 'https://pokeapi.co/api/v2/pokemon/370/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'buizel', 'url': 'https://pokeapi.co/api/v2/pokemon/418/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'floatzel', 'url': 'https://pokeapi.co/api/v2/pokemon/419/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'finneon', 'url': 'https://pokeapi.co/api/v2/pokemon/456/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lumineon', 'url': 'https://pokeapi.co/api/v2/pokemon/457/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mantyke', 'url': 'https://pokeapi.co/api/v2/pokemon/458/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'tympole', 'url': 'https://pokeapi.co/api/v2/pokemon/535/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'palpitoad', 'url': 'https://pokeapi.co/api/v2/pokemon/536/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'seismitoad', 'url': 'https://pokeapi.co/api/v2/pokemon/537/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'tirtouga', 'url': 'https://pokeapi.co/api/v2/pokemon/564/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'carracosta', 'url': 'https://pokeapi.co/api/v2/pokemon/565/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'beartic', 'url': 'https://pokeapi.co/api/v2/pokemon/614/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'chewtle', 'url': 'https://pokeapi.co/api/v2/pokemon/833/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'drednaw', 'url': 'https://pokeapi.co/api/v2/pokemon/834/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'arrokuda', 'url': 'https://pokeapi.co/api/v2/pokemon/846/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'barraskewda', 'url': 'https://pokeapi.co/api/v2/pokemon/847/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'swampert-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10064/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'drednaw-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10214/'}, 'slot': 3}]"
232,229,Symbiosis,6,The Pokémon can pass an item to an ally.,"[{'is_hidden': True, 'pokemon': {'name': 'flabebe', 'url': 'https://pokeapi.co/api/v2/pokemon/669/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'floette', 'url': 'https://pokeapi.co/api/v2/pokemon/670/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'florges', 'url': 'https://pokeapi.co/api/v2/pokemon/671/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'oranguru', 'url': 'https://pokeapi.co/api/v2/pokemon/765/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'floette-eternal', 'url': 'https://pokeapi.co/api/v2/pokemon/10061/'}, 'slot': 3}]"
233,230,Synchronize,3,"Passes a burn, poison, or paralysis to the foe.","[{'is_hidden': False, 'pokemon': {'name': 'abra', 'url': 'https://pokeapi.co/api/v2/pokemon/63/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'kadabra', 'url': 'https://pokeapi.co/api/v2/pokemon/64/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'alakazam', 'url': 'https://pokeapi.co/api/v2/pokemon/65/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'mew', 'url': 'https://pokeapi.co/api/v2/pokemon/151/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'natu', 'url': 'https://pokeapi.co/api/v2/pokemon/177/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'xatu', 'url': 'https://pokeapi.co/api/v2/pokemon/178/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'espeon', 'url': 'https://pokeapi.co/api/v2/pokemon/196/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'umbreon', 'url': 'https://pokeapi.co/api/v2/pokemon/197/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ralts', 'url': 'https://pokeapi.co/api/v2/pokemon/280/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'kirlia', 'url': 'https://pokeapi.co/api/v2/pokemon/281/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gardevoir', 'url': 'https://pokeapi.co/api/v2/pokemon/282/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'munna', 'url': 'https://pokeapi.co/api/v2/pokemon/517/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'musharna', 'url': 'https://pokeapi.co/api/v2/pokemon/518/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'elgyem', 'url': 'https://pokeapi.co/api/v2/pokemon/605/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'beheeyem', 'url': 'https://pokeapi.co/api/v2/pokemon/606/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'indeedee-male', 'url': 'https://pokeapi.co/api/v2/pokemon/876/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'indeedee-female', 'url': 'https://pokeapi.co/api/v2/pokemon/10186/'}, 'slot': 2}]"
234,231,Tangled Feet,4,Raises evasion if the Pokémon is confused.,"[{'is_hidden': False, 'pokemon': {'name': 'pidgey', 'url': 'https://pokeapi.co/api/v2/pokemon/16/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'pidgeotto', 'url': 'https://pokeapi.co/api/v2/pokemon/17/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'pidgeot', 'url': 'https://pokeapi.co/api/v2/pokemon/18/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'doduo', 'url': 'https://pokeapi.co/api/v2/pokemon/84/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dodrio', 'url': 'https://pokeapi.co/api/v2/pokemon/85/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'spinda', 'url': 'https://pokeapi.co/api/v2/pokemon/327/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'chatot', 'url': 'https://pokeapi.co/api/v2/pokemon/441/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'mr-rime', 'url': 'https://pokeapi.co/api/v2/pokemon/866/'}, 'slot': 1}]"
235,232,Tangling Hair,7,Contact with the Pokémon lowers the attacker's Speed stat.,"[{'is_hidden': False, 'pokemon': {'name': 'diglett-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10105/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'dugtrio-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10106/'}, 'slot': 2}]"
236,233,Technician,4,Powers up the Pokémon's weaker moves.,"[{'is_hidden': False, 'pokemon': {'name': 'meowth', 'url': 'https://pokeapi.co/api/v2/pokemon/52/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'persian', 'url': 'https://pokeapi.co/api/v2/pokemon/53/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'mr-mime', 'url': 'https://pokeapi.co/api/v2/pokemon/122/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'scyther', 'url': 'https://pokeapi.co/api/v2/pokemon/123/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'scizor', 'url': 'https://pokeapi.co/api/v2/pokemon/212/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'smeargle', 'url': 'https://pokeapi.co/api/v2/pokemon/235/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'hitmontop', 'url': 'https://pokeapi.co/api/v2/pokemon/237/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'breloom', 'url': 'https://pokeapi.co/api/v2/pokemon/286/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'kricketune', 'url': 'https://pokeapi.co/api/v2/pokemon/402/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'roserade', 'url': 'https://pokeapi.co/api/v2/pokemon/407/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'ambipom', 'url': 'https://pokeapi.co/api/v2/pokemon/424/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'mime-jr', 'url': 'https://pokeapi.co/api/v2/pokemon/439/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'minccino', 'url': 'https://pokeapi.co/api/v2/pokemon/572/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'cinccino', 'url': 'https://pokeapi.co/api/v2/pokemon/573/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'marshadow', 'url': 'https://pokeapi.co/api/v2/pokemon/802/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'toxtricity-amped', 'url': 'https://pokeapi.co/api/v2/pokemon/849/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'clobbopus', 'url': 'https://pokeapi.co/api/v2/pokemon/852/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'grapploct', 'url': 'https://pokeapi.co/api/v2/pokemon/853/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'scizor-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10046/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'meowth-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10107/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'persian-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10108/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'toxtricity-low-key', 'url': 'https://pokeapi.co/api/v2/pokemon/10184/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'meowth-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10200/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'toxtricity-amped-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10219/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'toxtricity-low-key-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10228/'}, 'slot': 3}]"
237,234,Telepathy,5,Anticipates an ally's attack and dodges it.,"[{'is_hidden': True, 'pokemon': {'name': 'wobbuffet', 'url': 'https://pokeapi.co/api/v2/pokemon/202/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'ralts', 'url': 'https://pokeapi.co/api/v2/pokemon/280/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'kirlia', 'url': 'https://pokeapi.co/api/v2/pokemon/281/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'gardevoir', 'url': 'https://pokeapi.co/api/v2/pokemon/282/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'meditite', 'url': 'https://pokeapi.co/api/v2/pokemon/307/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'medicham', 'url': 'https://pokeapi.co/api/v2/pokemon/308/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'wynaut', 'url': 'https://pokeapi.co/api/v2/pokemon/360/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dialga', 'url': 'https://pokeapi.co/api/v2/pokemon/483/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'palkia', 'url': 'https://pokeapi.co/api/v2/pokemon/484/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'giratina-altered', 'url': 'https://pokeapi.co/api/v2/pokemon/487/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'munna', 'url': 'https://pokeapi.co/api/v2/pokemon/517/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'musharna', 'url': 'https://pokeapi.co/api/v2/pokemon/518/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'elgyem', 'url': 'https://pokeapi.co/api/v2/pokemon/605/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'beheeyem', 'url': 'https://pokeapi.co/api/v2/pokemon/606/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'noibat', 'url': 'https://pokeapi.co/api/v2/pokemon/714/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'noivern', 'url': 'https://pokeapi.co/api/v2/pokemon/715/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'oranguru', 'url': 'https://pokeapi.co/api/v2/pokemon/765/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'tapu-koko', 'url': 'https://pokeapi.co/api/v2/pokemon/785/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tapu-lele', 'url': 'https://pokeapi.co/api/v2/pokemon/786/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tapu-bulu', 'url': 'https://pokeapi.co/api/v2/pokemon/787/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tapu-fini', 'url': 'https://pokeapi.co/api/v2/pokemon/788/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'blipbug', 'url': 'https://pokeapi.co/api/v2/pokemon/824/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dottler', 'url': 'https://pokeapi.co/api/v2/pokemon/825/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'orbeetle', 'url': 'https://pokeapi.co/api/v2/pokemon/826/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'orbeetle-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10213/'}, 'slot': 3}]"
238,235,Teravolt,5,Moves can be used regardless of Abilities.,"[{'is_hidden': False, 'pokemon': {'name': 'zekrom', 'url': 'https://pokeapi.co/api/v2/pokemon/644/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'kyurem-black', 'url': 'https://pokeapi.co/api/v2/pokemon/10022/'}, 'slot': 1}]"
239,236,Thick Fat,3,Ups resistance to Fire- and Ice-type moves.,"[{'is_hidden': False, 'pokemon': {'name': 'seel', 'url': 'https://pokeapi.co/api/v2/pokemon/86/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dewgong', 'url': 'https://pokeapi.co/api/v2/pokemon/87/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'snorlax', 'url': 'https://pokeapi.co/api/v2/pokemon/143/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'marill', 'url': 'https://pokeapi.co/api/v2/pokemon/183/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'azumarill', 'url': 'https://pokeapi.co/api/v2/pokemon/184/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'swinub', 'url': 'https://pokeapi.co/api/v2/pokemon/220/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'piloswine', 'url': 'https://pokeapi.co/api/v2/pokemon/221/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'miltank', 'url': 'https://pokeapi.co/api/v2/pokemon/241/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'makuhita', 'url': 'https://pokeapi.co/api/v2/pokemon/296/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hariyama', 'url': 'https://pokeapi.co/api/v2/pokemon/297/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'azurill', 'url': 'https://pokeapi.co/api/v2/pokemon/298/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon/325/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'grumpig', 'url': 'https://pokeapi.co/api/v2/pokemon/326/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'spheal', 'url': 'https://pokeapi.co/api/v2/pokemon/363/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sealeo', 'url': 'https://pokeapi.co/api/v2/pokemon/364/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'walrein', 'url': 'https://pokeapi.co/api/v2/pokemon/365/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'purugly', 'url': 'https://pokeapi.co/api/v2/pokemon/432/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'munchlax', 'url': 'https://pokeapi.co/api/v2/pokemon/446/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'mamoswine', 'url': 'https://pokeapi.co/api/v2/pokemon/473/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tepig', 'url': 'https://pokeapi.co/api/v2/pokemon/498/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pignite', 'url': 'https://pokeapi.co/api/v2/pokemon/499/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'appletun', 'url': 'https://pokeapi.co/api/v2/pokemon/842/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'venusaur-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10033/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'rattata-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10091/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'raticate-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10092/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'raticate-totem-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10093/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'snorlax-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10206/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'appletun-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10217/'}, 'slot': 3}]"
