,level_0,level_1,Name_x,Exact,Score,Name_y,Attributes,Category_x,Effect_x,Name,Category_y,Effect_y,sprite_url
727,1449,827,1.0,1,2.0,Tr30,[],All Machines,,Tr30,Machines,Teaches the move Encore.,https://img.pokemondb.net/s.png
728,1450,828,1.0,1,2.0,Tr31,[],All Machines,,Tr31,Machines,Teaches the move Iron Tail.,https://img.pokemondb.net/s.png
729,1451,829,1.0,1,2.0,Tr32,[],All Machines,,Tr32,Machines,Teaches the move Crunch.,https://img.pokemondb.net/s.png
730,1452,830,1.0,1,2.0,Tr33,[],All Machines,,Tr33,Machines,Teaches the move Shadow Ball.,https://img.pokemondb.net/s.png
731,1453,831,1.0,1,2.0,Tr34,[],All Machines,,Tr34,Machines,Teaches the move Future Sight.,https://img.pokemondb.net/s.png
732,1454,832,1.0,1,2.0,Tr35,[],All Machines,,Tr35,Machines,Teaches the move Uproar.,https://img.pokemondb.net/s.png
733,1455,833,1.0,1,2.0,Tr36,[],All Machines,,Tr36,Machines,Teaches the move Heat Wave.,https://img.pokemondb.net/s.png
734,1456,834,1.0,1,2.0,Tr37,[],All Machines,,Tr37,Machines,Teaches the move Taunt.,https://img.pokemondb.net/s.png
735,1457,835,1.0,1,2.0,Tr38,[],All Machines,,Tr38,Machines,Teaches the move Trick.,https://img.pokemondb.net/s.png
736,1458,836,1.0,1,2.0,Tr39,[],All Machines,,Tr39,Machines,Teaches the move Superpower.,https://img.pokemondb.net/s.png
737,1459,837,1.0,1,2.0,Tr40,[],All Machines,,Tr40,Machines,Teaches the move Skill Swap.,https://img.pokemondb.net/s.png
738,1460,838,1.0,1,2.0,Tr41,[],All Machines,,Tr41,Machines,Teaches the move Blaze Kick.,https://img.pokemondb.net/s.png
739,1461,839,1.0,1,2.0,Tr42,[],All Machines,,Tr42,Machines,Teaches the move Hyper Voice.,https://img.pokemondb.net/s.png
740,1462,840,1.0,1,2.0,Tr43,[],All Machines,,Tr43,Machines,Teaches the move Overheat.,https://img.pokemondb.net/s.png
741,1463,841,1.0,1,2.0,Tr44,[],All Machines,,Tr44,Machines,Teaches the move Cosmic Power.,https://img.pokemondb.net/s.png
742,1464,842,1.0,1,2.0,Tr45,[],All Machines,,Tr45,Machines,Teaches the move Muddy Water.,https://img.pokemondb.net/s.png
743,1465,843,1.0,1,2.0,Tr46,[],All Machines,,Tr46,Machines,Teaches the move Iron Defense.,https://img.pokemondb.net/s.png
744,1466,844,1.0,1,2.0,Tr47,[],All Machines,,Tr47,Machines,Teaches the move Dragon Claw.,https://img.pokemondb.net/s.png
745,1467,845,1.0,1,2.0,Tr48,[],All Machines,,Tr48,Machines,Teaches the move Bulk Up.,https://img.pokemondb.net/s.png
746,1468,846,1.0,1,2.0,Tr49,[],All Machines,,Tr49,Machines,Teaches the move Calm Mind.,https://img.pokemondb.net/s.png
747,1469,847,1.0,1,2.0,Tr50,[],All Machines,,Tr50,Machines,Teaches the move Leaf Blade.,https://img.pokemondb.net/s.png
748,1470,848,1.0,1,2.0,Tr51,[],All Machines,,Tr51,Machines,Teaches the move Dragon Dance.,https://img.pokemondb.net/s.png
749,1471,849,1.0,1,2.0,Tr52,[],All Machines,,Tr52,Machines,Teaches the move Gyro Ball.,https://img.pokemondb.net/s.png
750,1472,850,1.0,1,2.0,Tr53,[],All Machines,,Tr53,Machines,Teaches the move Close Combat.,https://img.pokemondb.net/s.png
751,1473,851,1.0,1,2.0,Tr54,[],All Machines,,Tr54,Machines,Teaches the move Toxic Spikes.,https://img.pokemondb.net/s.png
752,1474,852,1.0,1,2.0,Tr55,[],All Machines,,Tr55,Machines,Teaches the move Flare Blitz.,https://img.pokemondb.net/s.png
753,1475,853,1.0,1,2.0,Tr56,[],All Machines,,Tr56,Machines,Teaches the move Aura Sphere.,https://img.pokemondb.net/s.png
754,1476,854,1.0,1,2.0,Tr57,[],All Machines,,Tr57,Machines,Teaches the move Poison Jab.,https://img.pokemondb.net/s.png
755,1477,855,1.0,1,2.0,Tr58,[],All Machines,,Tr58,Machines,Teaches the move Dark Pulse.,https://img.pokemondb.net/s.png
756,1478,856,1.0,1,2.0,Tr59,[],All Machines,,Tr59,Machines,Teaches the move Seed Bomb.,https://img.pokemondb.net/s.png
757,1479,857,1.0,1,2.0,Tr60,[],All Machines,,Tr60,Machines,Teaches the move X-Scissor.,https://img.pokemondb.net/s.png
758,1480,858,1.0,1,2.0,Tr61,[],All Machines,,Tr61,Machines,Teaches the move Bug Buzz.,https://img.pokemondb.net/s.png
759,1481,859,1.0,1,2.0,Tr62,[],All Machines,,Tr62,Machines,Teaches the move Dragon Pulse.,https://img.pokemondb.net/s.png
760,1482,860,1.0,1,2.0,Tr63,[],All Machines,,Tr63,Machines,Teaches the move Power Gem.,https://img.pokemondb.net/s.png
761,1483,861,1.0,1,2.0,Tr64,[],All Machines,,Tr64,Machines,Teaches the move Focus Blast.,https://img.pokemondb.net/s.png
762,1484,862,1.0,1,2.0,Tr65,[],All Machines,,Tr65,Machines,Teaches the move Energy Ball.,https://img.pokemondb.net/s.png
763,1485,863,1.0,1,2.0,Tr66,[],All Machines,,Tr66,Machines,Teaches the move Brave Bird.,https://img.pokemondb.net/s.png
764,1486,864,1.0,1,2.0,Tr67,[],All Machines,,Tr67,Machines,Teaches the move Earth Power.,https://img.pokemondb.net/s.png
765,1487,865,1.0,1,2.0,Tr68,[],All Machines,,Tr68,Machines,Teaches the move Nasty Plot.,https://img.pokemondb.net/s.png
766,1488,866,1.0,1,2.0,Tr69,[],All Machines,,Tr69,Machines,Teaches the move Zen Headbutt.,https://img.pokemondb.net/s.png
767,1489,867,1.0,1,2.0,Tr70,[],All Machines,,Tr70,Machines,Teaches the move Flash Cannon.,https://img.pokemondb.net/s.png
768,1490,868,1.0,1,2.0,Tr71,[],All Machines,,Tr71,Machines,Teaches the move Leaf Storm.,https://img.pokemondb.net/s.png
769,1491,869,1.0,1,2.0,Tr72,[],All Machines,,Tr72,Machines,Teaches the move Power Whip.,https://img.pokemondb.net/s.png
770,1492,870,1.0,1,2.0,Tr73,[],All Machines,,Tr73,Machines,Teaches the move Gunk Shot.,https://img.pokemondb.net/s.png
771,1493,871,1.0,1,2.0,Tr74,[],All Machines,,Tr74,Machines,Teaches the move Iron Head.,https://img.pokemondb.net/s.png
772,1494,872,1.0,1,2.0,Tr75,[],All Machines,,Tr75,Machines,Teaches the move Stone Edge.,https://img.pokemondb.net/s.png
773,1495,873,1.0,1,2.0,Tr76,[],All Machines,,Tr76,Machines,Teaches the move Stealth Rock.,https://img.pokemondb.net/s.png
774,1496,874,1.0,1,2.0,Tr77,[],All Machines,,Tr77,Machines,Teaches the move Grass Knot.,https://img.pokemondb.net/s.png
775,1497,875,1.0,1,2.0,Tr78,[],All Machines,,Tr78,Machines,Teaches the move Sludge Wave.,https://img.pokemondb.net/s.png
776,1498,876,1.0,1,2.0,Tr79,[],All Machines,,Tr79,Machines,Teaches the move Heavy Slam.,https://img.pokemondb.net/s.png
777,1499,877,1.0,1,2.0,Tr80,[],All Machines,,Tr80,Machines,Teaches the move Electro Ball.,https://img.pokemondb.net/s.png
778,1500,878,1.0,1,2.0,Tr81,[],All Machines,,Tr81,Machines,Teaches the move Foul Play.,https://img.pokemondb.net/s.png
779,1501,879,1.0,1,2.0,Tr82,[],All Machines,,Tr82,Machines,Teaches the move Stored Power.,https://img.pokemondb.net/s.png
780,1502,880,1.0,1,2.0,Tr83,[],All Machines,,Tr83,Machines,Teaches the move Ally Switch.,https://img.pokemondb.net/s.png
781,1503,881,1.0,1,2.0,Tr84,[],All Machines,,Tr84,Machines,Teaches the move Scald.,https://img.pokemondb.net/s.png
782,1504,882,1.0,1,2.0,Tr85,[],All Machines,,Tr85,Machines,Teaches the move Work Up.,https://img.pokemondb.net/s.png
783,1505,883,1.0,1,2.0,Tr86,[],All Machines,,Tr86,Machines,Teaches the move Wild Charge.,https://img.pokemondb.net/s.png
784,1506,884,1.0,1,2.0,Tr87,[],All Machines,,Tr87,Machines,Teaches the move Drill Run.,https://img.pokemondb.net/s.png
785,1507,885,1.0,1,2.0,Tr88,[],All Machines,,Tr88,Machines,Teaches the move Heat Crash.,https://img.pokemondb.net/s.png
786,1508,886,1.0,1,2.0,Tr89,[],All Machines,,Tr89,Machines,Teaches the move Hurricane.,https://img.pokemondb.net/s.png
787,1509,887,1.0,1,2.0,Tr90,[],All Machines,,Tr90,Machines,Teaches the move Play Rough.,https://img.pokemondb.net/s.png
788,1510,888,1.0,1,2.0,Tr91,[],All Machines,,Tr91,Machines,Teaches the move Venom Drench.,https://img.pokemondb.net/s.png
789,1511,889,1.0,1,2.0,Tr92,[],All Machines,,Tr92,Machines,Teaches the move Dazzling Gleam.,https://img.pokemondb.net/s.png
790,1512,890,1.0,1,2.0,Tr93,[],All Machines,,Tr93,Machines,Teaches the move Darkest Lariat.,https://img.pokemondb.net/s.png
791,1513,891,1.0,1,2.0,Tr94,[],All Machines,,Tr94,Machines,Teaches the move High Horsepower.,https://img.pokemondb.net/s.png
792,1514,892,1.0,1,2.0,Tr95,[],All Machines,,Tr95,Machines,Teaches the move Throat Chop.,https://img.pokemondb.net/s.png
793,1515,893,1.0,1,2.0,Tr96,[],All Machines,,Tr96,Machines,Teaches the move Pollen Puff.,https://img.pokemondb.net/s.png
794,1516,894,1.0,1,2.0,Tr97,[],All Machines,,Tr97,Machines,Teaches the move Psychic Fangs.,https://img.pokemondb.net/s.png
795,1517,895,1.0,1,2.0,Tr98,[],All Machines,,Tr98,Machines,Teaches the move Liquidation.,https://img.pokemondb.net/s.png
796,1518,896,1.0,1,2.0,Tr99,[],All Machines,,Tr99,Machines,Teaches the move Body Press.,https://img.pokemondb.net/s.png
797,1522,897,1.0,1,2.0,Tropical Shell,[],Loot,,Tropical Shell,General items,,https://img.pokemondb.net/s.png
798,1524,900,1.0,1,2.0,Twisted Spoon,"['holdable', 'holdable-active']",Type Enhancement,Held: Psychic-Type moves from holder do 20% more damage.,Twisted Spoon,Hold items,Increases the power of Psychic-type moves.,https://img.pokemondb.net/sprites/items/twisted-spoon.png
799,1525,901,1.0,1,2.0,Tyranitarite,[],Mega Stones,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,Tyranitarite,Hold items,Enables Tyranitar to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/tyranitarite.png
800,1526,902,1.0,1,2.0,Ultra Ball,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Standard Balls,Tries to catch a wild Pokémon.  Success rate is 2×.,Ultra Ball,Pokeballs,An ultra-performance Ball that provides a higher Pokémon catch rate than a Great Ball.,https://img.pokemondb.net/sprites/items/ultra-ball.png
801,1531,905,1.0,1,2.0,Utility Umbrella,[],Held Items,,Utility Umbrella,Hold items,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.,https://img.pokemondb.net/s.png
802,1533,906,1.0,1,2.0,Venusaurite,[],Mega Stones,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,Venusaurite,Hold items,Enables Venusaur to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/venusaurite.png
803,1538,908,1.0,1,2.0,Wacan Berry,['holdable-active'],Type Protection,Held: Consumed when struck by a super-effective Electric-type attack to halve the damage.,Wacan Berry,Berries,Weakens a supereffective Electric-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/wacan-berry.png
804,1540,909,1.0,1,2.0,Water Gem,[],Jewels,"Held: When the holder uses a damaging water-type move, the move has 1.5× power and this item is consumed.",Water Gem,Hold items,Increases the power of a Water-type move only once.,https://img.pokemondb.net/sprites/items/water-gem.png
805,1541,910,1.0,1,2.0,Water Memory,[],Memories,Held: Changes Silvally to its Water form.  Changes Multi-Attack's type to Water.,Water Memory,Hold items,Changes Silvally and its move Multi-Attack to Water type.,https://img.pokemondb.net/sprites/items/water-memory.png
806,1542,911,1.0,1,2.0,Water Stone,['underground'],Evolution,"Evolves an Eevee into Vaporeon, a Lombre into Ludicolo, a Panpour into Simipour, a Poliwhirl into Poliwrath, a Shellder into Cloyster, or a Staryu into Starmie.",Water Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/water-stone.png
807,1545,913,1.0,1,2.0,Watmel Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Watmel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/watmel-berry.png
808,1546,914,1.0,1,2.0,Wave Incense,"['holdable', 'holdable-active']",Type Enhancement,Held: Water-Type moves from holder do 20% more damage. Breeding: Mantine begets a Mantyke Egg.,Wave Incense,Hold items,Increases the power of Water-type moves. Breeding Mantine produces Mantyke when held.,https://img.pokemondb.net/sprites/items/wave-incense.png
809,1548,915,1.0,1,2.0,Weakness Policy,[],Held Items,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.",Weakness Policy,Hold items,Sharply raises Attack and Special Attack if hit by a super-effective move.,https://img.pokemondb.net/sprites/items/weakness-policy.png
810,1550,916,1.0,1,2.0,Wepear Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Wepear Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/wepear-berry.png
811,1551,917,1.0,1,2.0,Whipped Dream,[],Evolution,Traded on a Swirlix: Holder evolves into Slurpuff.,Whipped Dream,General items,Evolves Swirlix when traded holding the item.,https://img.pokemondb.net/sprites/items/whipped-dream.png
812,1552,918,1.0,1,2.0,White Apricorn,[],Apricorn Box,Used to make a Fast Ball.,White Apricorn,General items,A white Apricorn. It doesn't smell like anything.,https://img.pokemondb.net/sprites/items/white-apricorn.png
813,1553,919,1.0,1,2.0,White Flute,"['countable', 'consumable', 'usable-overworld', 'holdable']",Spelunking,Doubles the wild Pokémon encounter rate.,White Flute,General items,A toy flute made from white glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/white-flute.png
814,1554,920,1.0,1,2.0,White Herb,"['holdable', 'holdable-active']",Held Items,Held: Resets all lowered stats to normal at end of turn. Consumed after use.,White Herb,Hold items,An item to be held by a POKéMON. It restores any lowered stat in battle. It can be used only once.,https://img.pokemondb.net/sprites/items/white-herb.png
815,1556,921,1.0,1,2.0,Wide Lens,"['holdable', 'holdable-active']",Held Items,Held: Provides a 1/10 (10%) boost in accuracy to the holder.,Wide Lens,Hold items,Increases the accuracy of moves.,https://img.pokemondb.net/sprites/items/wide-lens.png
816,1557,922,1.0,1,2.0,Wiki Berry,['holdable-active'],Picky Healing,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike dry flavor.,Wiki Berry,Berries,"Restores HP if it's low, but may cause confusion.",https://img.pokemondb.net/sprites/items/wiki-berry.png
817,1558,924,1.0,1,2.0,Wise Glasses,"['holdable', 'holdable-active']",Held Items,Held: Boosts the damage of special moves used by the holder by 1/10 (10%).,Wise Glasses,Hold items,Increases the power of Special-category moves.,https://img.pokemondb.net/sprites/items/wise-glasses.png
818,1560,925,1.0,1,2.0,Wishing Piece,[],Collectibles,,Wishing Piece,General items,Activates a Pokémon Den for a Max Raid Battle.,https://img.pokemondb.net/s.png
819,1565,927,1.0,1,2.0,X Accuracy,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Raises accuracy by one stage in battle.  Raises happiness.,X Accuracy,Battle items,Raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy.png
820,1566,928,1.0,1,2.0,X Accuracy 2,[],Miracle Shooter,Raises accuracy by two stages in battle.  Wonder Launcher only.,X Accuracy 2,Battle items,Sharply raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-2.png
824,1567,929,1.0,1,2.0,X Accuracy 3,[],Miracle Shooter,Raises accuracy by three stages in battle.  Wonder Launcher only.,X Accuracy 3,Battle items,Drastically raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-3.png
828,1568,930,1.0,1,2.0,X Accuracy 6,[],Miracle Shooter,Raises accuracy by six stages in battle.  Wonder Launcher only.,X Accuracy 6,Battle items,Immensely raises Accuracy of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-accuracy-6.png
829,1569,931,1.0,1,2.0,X Attack,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Raises Attack by one stage in battle.  Raises happiness.,X Attack,Battle items,Raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack.png
830,1570,932,1.0,1,2.0,X Attack 2,[],Miracle Shooter,Raises Attack by two stages in battle.  Wonder Launcher only.,X Attack 2,Battle items,Sharply raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-2.png
834,1571,933,1.0,1,2.0,X Attack 3,[],Miracle Shooter,Raises Attack by three stages in battle.  Wonder Launcher only.,X Attack 3,Battle items,Drastically raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-3.png
838,1572,934,1.0,1,2.0,X Attack 6,[],Miracle Shooter,Raises Attack by six stages in battle.  Wonder Launcher only.,X Attack 6,Battle items,Immensely raises Attack of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-attack-6.png
839,1573,935,1.0,1,2.0,X Defense,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Raises Defense by one stage in battle.  Raises happiness.,X Defense,Battle items,Raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense.png
840,1574,936,1.0,1,2.0,X Defense 2,[],Miracle Shooter,Raises Defense by two stages in battle.  Wonder Launcher only.,X Defense 2,Battle items,Sharply raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-2.png
844,1575,937,1.0,1,2.0,X Defense 3,[],Miracle Shooter,Raises Defense by three stages in battle.  Wonder Launcher only.,X Defense 3,Battle items,Drastically raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-3.png
848,1576,938,1.0,1,2.0,X Defense 6,[],Miracle Shooter,Raises Defense by six stages in battle.  Wonder Launcher only.,X Defense 6,Battle items,Immensely raises Defense of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-defense-6.png
855,1585,947,1.0,1,2.0,X Speed,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Stat Boosts,Raises Speed by one stage in battle.  Raises happiness.,X Speed,Battle items,Raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed.png
856,1586,948,1.0,1,2.0,X Speed 2,[],Miracle Shooter,Raises Speed by two stages in battle.  Wonder Launcher only.,X Speed 2,Battle items,Sharply raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-2.png
857,1587,949,1.0,1,2.0,X Speed 3,[],Miracle Shooter,Raises Speed by three stages in battle.  Wonder Launcher only.,X Speed 3,Battle items,Drastically raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-3.png
858,1588,950,1.0,1,2.0,X Speed 6,[],Miracle Shooter,Raises Speed by six stages in battle.  Wonder Launcher only.,X Speed 6,Battle items,Immensely raises Speed of a Pokémon in battle.,https://img.pokemondb.net/sprites/items/x-speed-6.png
859,1592,951,1.0,1,2.0,Yache Berry,['holdable-active'],Type Protection,Held: Consumed when struck by a super-effective Ice-type attack to halve the damage.,Yache Berry,Berries,Weakens a supereffective Ice-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/yache-berry.png
860,1593,952,1.0,1,2.0,Yellow Apricorn,[],Apricorn Box,Used to make a Moon Ball.,Yellow Apricorn,General items,A yellow Apricorn. It has an invigorating scent.,https://img.pokemondb.net/sprites/items/yellow-apricorn.png
861,1594,953,1.0,1,2.0,Yellow Flute,"['countable', 'consumable', 'usable-in-battle', 'holdable']",Flutes,Cures confusion.,Yellow Flute,General items,A toy flute made from yellow glass. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/yellow-flute.png
862,1595,954,1.0,1,2.0,Yellow Nectar,[],Species Specific,Changes Oricorio to Pom-Pom Style.,Yellow Nectar,Hold items,A flower nectar obtained at Melemele Meadow. It changes the form of certain species of Pokémon.,https://img.pokemondb.net/sprites/items/yellow-nectar.png
863,1597,955,1.0,1,2.0,Yellow Scarf,['holdable-active'],Scarves,Raises the holder's Toughness while in a contest.,Yellow Scarf,General items,Raises holder's Tough aspect in a Contest.,https://img.pokemondb.net/sprites/items/yellow-scarf.png
864,1598,956,1.0,1,2.0,Yellow Shard,['underground'],Collectibles,No effect. Can be traded for items or moves.,Yellow Shard,General items,A small yellow shard. It appears to be from some sort of implement made long ago.,https://img.pokemondb.net/sprites/items/yellow-shard.png
