index;NationalPokedexNumber;Name;Species;Variant;Generation;Rarity;Type1;Type2;Total;HP;Attack;Defense;SpAtk;SpDef;Speed;image_url;Vgc2022Rules;MonthlyUsageMarch2022;UsagePercentMarch2022;MonthlyRankMarch2022;id;Label
955;788;Tapu Fini;Tapu;Fini;7;Legendary;Water;Fairy;570.0;70.0;75.0;115.0;95.0;130.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png;;74;2;40;Tapu Fini;Pokemon
956;789;Cosmog;Cosmog;;7;Legendary;Psychic;;200.0;43.0;29.0;31.0;29.0;31.0;37.0;https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png;Restricted (players can include two Restricted Pokémon in their team);;;;Cosmog;Pokemon
957;790;Cosmoem;Cosmoem;;7;Legendary;Psychic;;400.0;43.0;29.0;131.0;29.0;131.0;37.0;https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png;Restricted (players can include two Restricted Pokémon in their team);;;;Cosmoem;Pokemon
958;791;Solgaleo;Solgaleo;;7;Legendary;Psychic;Steel;680.0;137.0;137.0;107.0;113.0;89.0;97.0;https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png;Restricted (players can include two Restricted Pokémon in their team);188;4;31;Solgaleo;Pokemon
959;792;Lunala;Lunala;;7;Legendary;Psychic;Ghost;680.0;137.0;113.0;89.0;137.0;107.0;97.0;https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png;Restricted (players can include two Restricted Pokémon in their team);43;2;38;Lunala;Pokemon
960;793;Nihilego;Nihilego;;7;Common;Rock;Poison;570.0;109.0;53.0;47.0;127.0;131.0;103.0;https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png;Permitted;7;0;130;Nihilego;Pokemon
961;794;Buzzwole;Buzzwole;;7;Common;Bug;Fighting;570.0;107.0;139.0;139.0;53.0;53.0;79.0;https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png;Permitted;;;;Buzzwole;Pokemon
962;795;Pheromosa;Pheromosa;;7;Common;Bug;Fighting;570.0;71.0;137.0;37.0;137.0;37.0;151.0;https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png;Permitted;29;1;70;Pheromosa;Pokemon
963;796;Xurkitree;Xurkitree;;7;Common;Electric;;570.0;83.0;89.0;71.0;173.0;71.0;83.0;https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png;Permitted;4;0;208;Xurkitree;Pokemon
964;797;Celesteela;Celesteela;;7;Common;Steel;Flying;570.0;97.0;101.0;103.0;107.0;101.0;61.0;https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png;Permitted;26;1;67;Celesteela;Pokemon
965;798;Kartana;Kartana;;7;Common;Grass;Steel;570.0;59.0;181.0;131.0;59.0;31.0;109.0;https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png;Permitted;118;7;22;Kartana;Pokemon
966;799;Guzzlord;Guzzlord;;7;Common;Dark;Dragon;570.0;223.0;101.0;53.0;97.0;53.0;43.0;https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png;;;;;Guzzlord;Pokemon
967;800;Dusk Mane Necrozma;Necrozma;Dusk Mane;7;Legendary;Psychic;Steel;680.0;97.0;157.0;127.0;113.0;109.0;77.0;https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png;;49;0;79;Dusk Mane Necrozma;Pokemon
968;800;Necrozma;Necrozma;;7;Legendary;Psychic;;600.0;97.0;107.0;101.0;127.0;89.0;79.0;https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png;Restricted (players can include two Restricted Pokémon in their team);;;;Necrozma;Pokemon
969;800;Dawn Wings Necrozma;Necrozma;Dawn Wings;7;Legendary;Psychic;Ghost;680.0;97.0;113.0;109.0;157.0;127.0;77.0;https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png;;10;1;65;Dawn Wings Necrozma;Pokemon
970;800;Ultra Necrozma;Necrozma;Ultra;7;Legendary;Psychic;Dragon;754.0;97.0;167.0;97.0;167.0;97.0;129.0;https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png;;;;;Ultra Necrozma;Pokemon
971;801;Magearna;Magearna;;7;Mythical;Steel;Fairy;600.0;80.0;95.0;115.0;130.0;115.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png;Banned;;;;Magearna;Pokemon
972;802;Marshadow;Marshadow;;7;Mythical;Fighting;Ghost;600.0;90.0;125.0;80.0;90.0;90.0;125.0;https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png;Banned;;;;Marshadow;Pokemon
973;803;Poipole;Poipole;;7;Common;Poison;;420.0;67.0;73.0;67.0;73.0;67.0;73.0;https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png;Permitted;;;;Poipole;Pokemon
974;804;Naganadel;Naganadel;;7;Common;Poison;Dragon;540.0;73.0;73.0;73.0;127.0;73.0;121.0;https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png;Permitted;;;;Naganadel;Pokemon
975;805;Stakataka;Stakataka;;7;Common;Rock;Steel;570.0;61.0;131.0;211.0;53.0;101.0;13.0;https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png;Permitted;23;0;98;Stakataka;Pokemon
976;806;Blacephalon;Blacephalon;;7;Common;Fire;Ghost;570.0;53.0;127.0;53.0;151.0;79.0;107.0;https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png;Permitted;9;0;175;Blacephalon;Pokemon
977;807;Zeraora;Zeraora;;7;Mythical;Electric;;600.0;88.0;112.0;75.0;102.0;80.0;143.0;https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png;Banned;;;;Zeraora;Pokemon
978;808;Meltan;Meltan;;7;Mythical;Steel;;300.0;46.0;65.0;65.0;55.0;35.0;34.0;https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png;Banned;;;;Meltan;Pokemon
979;809;Melmetal Gigantamax;Melmetal;Gigantamax;8;;Steel;;;;;;;;;https://archives.bulbagarden.net/media/upload/8/8d/809GiMS8.png;Banned;;;;Melmetal Gigantamax;Pokemon
980;809;Melmetal;Melmetal;;7;Mythical;Steel;;600.0;135.0;143.0;143.0;80.0;65.0;34.0;https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png;Banned;;;;Melmetal;Pokemon
981;810;Grookey;Grookey;;8;Common;Grass;;310.0;50.0;65.0;50.0;40.0;40.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png;Permitted;;;;Grookey;Pokemon
982;811;Thwackey;Thwackey;;8;Common;Grass;;420.0;70.0;85.0;70.0;55.0;60.0;80.0;https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png;Permitted;;;;Thwackey;Pokemon
983;812;Rillaboom Gigantamax;Rillaboom;Gigantamax;8;;Grass;;;;;;;;;https://archives.bulbagarden.net/media/upload/1/15/812GiMS8.png;Gigantamax Allowed;;;;Rillaboom Gigantamax;Pokemon
984;812;Rillaboom;Rillaboom;;8;Common;Grass;;530.0;100.0;125.0;90.0;60.0;70.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png;Permitted;482;27;6;Rillaboom;Pokemon
985;813;Scorbunny;Scorbunny;;8;Common;Fire;;310.0;50.0;71.0;40.0;40.0;40.0;69.0;https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png;Permitted;;;;Scorbunny;Pokemon
986;814;Raboot;Raboot;;8;Common;Fire;;420.0;65.0;86.0;60.0;55.0;60.0;94.0;https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png;Permitted;;;;Raboot;Pokemon
987;815;Cinderace Gigantamax;Cinderace;Gigantamax;8;;Fire;;;;;;;;;https://archives.bulbagarden.net/media/upload/c/c6/815GiMS8.png;Gigantamax Allowed;;;;Cinderace Gigantamax;Pokemon
988;815;Cinderace;Cinderace;;8;Common;Fire;;530.0;80.0;116.0;75.0;65.0;75.0;119.0;https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png;Permitted;45;1;51;Cinderace;Pokemon
989;816;Sobble;Sobble;;8;Common;Water;;310.0;50.0;40.0;40.0;70.0;40.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png;Permitted;;;;Sobble;Pokemon
990;817;Drizzile;Drizzile;;8;Common;Water;;420.0;65.0;60.0;55.0;95.0;55.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png;Permitted;;;;Drizzile;Pokemon
991;818;Inteleon Gigantamax;Inteleon;Gigantamax;8;;Water;;;;;;;;;https://archives.bulbagarden.net/media/upload/9/9f/818GiMS8.png;Gigantamax Allowed;;;;Inteleon Gigantamax;Pokemon
992;818;Inteleon;Inteleon;;8;Common;Water;;530.0;70.0;85.0;65.0;125.0;65.0;120.0;https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png;Permitted;11;0;105;Inteleon;Pokemon
993;819;Skwovet;Skwovet;;8;Common;Normal;;275.0;70.0;55.0;55.0;35.0;35.0;25.0;https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png;Permitted;;;;Skwovet;Pokemon
994;820;Greedent;Greedent;;8;Common;Normal;;460.0;120.0;95.0;95.0;55.0;75.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png;Permitted;1;0;150;Greedent;Pokemon
995;821;Rookidee;Rookidee;;8;Common;Flying;;245.0;38.0;47.0;35.0;33.0;35.0;57.0;https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png;Permitted;;;;Rookidee;Pokemon
996;822;Corvisquire;Corvisquire;;8;Common;Flying;;365.0;68.0;67.0;55.0;43.0;55.0;77.0;https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png;Permitted;;;;Corvisquire;Pokemon
997;823;Corviknight;Corviknight;;8;Common;Flying;Steel;495.0;98.0;87.0;105.0;53.0;85.0;67.0;https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png;Permitted;10;0;192;Corviknight;Pokemon
998;823;Corviknight Gigantamax;Corviknight;Gigantamax;8;;Flying;Steel;;;;;;;;https://archives.bulbagarden.net/media/upload/9/92/823GiMS8.png;Gigantamax Allowed;;;;Corviknight Gigantamax;Pokemon
999;824;Blipbug;Blipbug;;8;Common;Bug;;180.0;25.0;20.0;20.0;25.0;45.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png;Permitted;;;;Blipbug;Pokemon
1000;825;Dottler;Dottler;;8;Common;Bug;Psychic;335.0;50.0;35.0;80.0;50.0;90.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png;Permitted;;;;Dottler;Pokemon
1001;826;Orbeetle;Orbeetle;;8;Common;Bug;Psychic;505.0;60.0;45.0;110.0;80.0;120.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png;Permitted;;;;Orbeetle;Pokemon
1002;826;Orbeetle Gigantamax;Orbeetle;Gigantamax;8;;Bug;Psychic;;;;;;;;https://archives.bulbagarden.net/media/upload/f/f2/826GiMS8.png;Gigantamax Allowed;;;;Orbeetle Gigantamax;Pokemon
1003;827;Nickit;Nickit;;8;Common;Dark;;245.0;40.0;28.0;28.0;47.0;52.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png;Permitted;;;;Nickit;Pokemon
1004;828;Thievul;Thievul;;8;Common;Dark;;455.0;70.0;58.0;58.0;87.0;92.0;90.0;https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png;Permitted;;;;Thievul;Pokemon
1005;829;Gossifleur;Gossifleur;;8;Common;Grass;;250.0;40.0;40.0;60.0;40.0;60.0;10.0;https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png;Permitted;;;;Gossifleur;Pokemon
1006;830;Eldegoss;Eldegoss;;8;Common;Grass;;460.0;60.0;50.0;90.0;80.0;120.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png;Permitted;;;;Eldegoss;Pokemon
1007;831;Wooloo;Wooloo;;8;Common;Normal;;270.0;42.0;40.0;55.0;40.0;45.0;48.0;https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png;Permitted;;;;Wooloo;Pokemon
1008;832;Dubwool;Dubwool;;8;Common;Normal;;490.0;72.0;80.0;100.0;60.0;90.0;88.0;https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png;Permitted;;;;Dubwool;Pokemon
1009;833;Chewtle;Chewtle;;8;Common;Water;;284.0;50.0;64.0;50.0;38.0;38.0;44.0;https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png;Permitted;;;;Chewtle;Pokemon
1010;834;Drednaw Gigantamax;Drednaw;Gigantamax;8;;Water;Rock;;;;;;;;https://archives.bulbagarden.net/media/upload/7/73/834GiMS8.png;Gigantamax Allowed;;;;Drednaw Gigantamax;Pokemon
1011;834;Drednaw;Drednaw;;8;Common;Water;Rock;485.0;90.0;115.0;90.0;48.0;68.0;74.0;https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png;Permitted;4;0;178;Drednaw;Pokemon
1012;835;Yamper;Yamper;;8;Common;Electric;;270.0;59.0;45.0;50.0;40.0;50.0;26.0;https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png;Permitted;;;;Yamper;Pokemon
1013;836;Boltund;Boltund;;8;Common;Electric;;490.0;69.0;90.0;60.0;90.0;60.0;121.0;https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png;Permitted;2;0;199;Boltund;Pokemon
1014;837;Rolycoly;Rolycoly;;8;Common;Rock;;240.0;30.0;40.0;50.0;40.0;50.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png;Permitted;;;;Rolycoly;Pokemon
1015;838;Carkol;Carkol;;8;Common;Rock;Fire;410.0;80.0;60.0;90.0;60.0;70.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png;Permitted;;;;Carkol;Pokemon
1016;839;Coalossal Gigantamax;Coalossal;Gigantamax;8;;Rock;Fire;;;;;;;;https://archives.bulbagarden.net/media/upload/d/df/839GiMS8.png;Gigantamax Allowed;;;;Coalossal Gigantamax;Pokemon
1017;839;Coalossal;Coalossal;;8;Common;Rock;Fire;510.0;110.0;80.0;120.0;80.0;90.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png;Permitted;40;1;54;Coalossal;Pokemon
1018;840;Applin;Applin;;8;Common;Grass;Dragon;260.0;40.0;40.0;80.0;40.0;40.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/applin.png;Permitted;;;;Applin;Pokemon
1019;841;Flapple;Flapple;;8;Common;Grass;Dragon;485.0;70.0;110.0;80.0;95.0;60.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png;Permitted;;;;Flapple;Pokemon
1020;841;Flapple Gigantamax;Flapple;Gigantamax;8;;Grass;Dragon;;;;;;;;https://archives.bulbagarden.net/media/upload/2/2f/841GiMS8.png;Gigantamax Allowed;;;;Flapple Gigantamax;Pokemon
1021;842;Appletun;Appletun;;8;Common;Grass;Dragon;485.0;110.0;85.0;80.0;100.0;80.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png;Permitted;4;0;181;Appletun;Pokemon
1022;842;Appletun Gigantamax;Appletun;Gigantamax;8;;Grass;Dragon;;;;;;;;https://archives.bulbagarden.net/media/upload/2/2f/841GiMS8.png;Gigantamax Allowed;;;;Appletun Gigantamax;Pokemon
1023;843;Silicobra;Silicobra;;8;Common;Ground;;315.0;52.0;57.0;75.0;35.0;50.0;46.0;https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png;Permitted;;;;Silicobra;Pokemon
1024;844;Sandaconda Gigantamax;Sandaconda;Gigantamax;8;;Ground;;;;;;;;;https://archives.bulbagarden.net/media/upload/e/e0/844GiMS8.png;Gigantamax Allowed;;;;Sandaconda Gigantamax;Pokemon
1025;844;Sandaconda;Sandaconda;;8;Common;Ground;;510.0;72.0;107.0;125.0;65.0;70.0;71.0;https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png;Permitted;;;;Sandaconda;Pokemon
1026;845;Cramorant;Cramorant;;8;Common;Flying;Water;475.0;70.0;85.0;55.0;85.0;95.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png;Permitted;;;;Cramorant;Pokemon
1027;846;Arrokuda;Arrokuda;;8;Common;Water;;280.0;41.0;63.0;40.0;40.0;30.0;66.0;https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png;Permitted;;;;Arrokuda;Pokemon
1028;847;Barraskewda;Barraskewda;;8;Common;Water;;490.0;61.0;123.0;60.0;60.0;50.0;136.0;https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png;Permitted;37;1;66;Barraskewda;Pokemon
1029;848;Toxel;Toxel;;8;Baby;Electric;Poison;242.0;40.0;38.0;35.0;54.0;35.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png;Permitted;;;;Toxel;Pokemon
1030;849;Toxtricity Amped Form;Toxtricity;Amped Form;8;Common;Electric;Poison;502.0;75.0;98.0;70.0;114.0;70.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png;;;;;Toxtricity Amped Form;Pokemon
1031;849;Toxtricity Low Key Form;Toxtricity;Low Key Form;8;Common;Electric;Poison;502.0;75.0;98.0;70.0;114.0;70.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png;;;;;Toxtricity Low Key Form;Pokemon
1032;850;Sizzlipede;Sizzlipede;;8;Common;Fire;Bug;305.0;50.0;65.0;45.0;50.0;50.0;45.0;https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png;Permitted;;;;Sizzlipede;Pokemon
1033;851;Centiskorch Gigantamax;Centiskorch;Gigantamax;8;;Fire;Bug;;;;;;;;https://archives.bulbagarden.net/media/upload/1/10/851GiMS8.png;Gigantamax Allowed;;;;Centiskorch Gigantamax;Pokemon
1034;851;Centiskorch;Centiskorch;;8;Common;Fire;Bug;525.0;100.0;115.0;65.0;90.0;90.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png;Permitted;12;0;149;Centiskorch;Pokemon
1035;852;Clobbopus;Clobbopus;;8;Common;Fighting;;310.0;50.0;68.0;60.0;50.0;50.0;32.0;https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png;Permitted;;;;Clobbopus;Pokemon
1036;853;Grapploct;Grapploct;;8;Common;Fighting;;480.0;80.0;118.0;90.0;70.0;80.0;42.0;https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png;Permitted;;;;Grapploct;Pokemon
1037;854;Sinistea;Sinistea;;8;Common;Ghost;;308.0;40.0;45.0;45.0;74.0;54.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png;Permitted;;;;Sinistea;Pokemon
1038;855;Polteageist;Polteageist;;8;Common;Ghost;;508.0;60.0;65.0;65.0;134.0;114.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png;Permitted;;;;Polteageist;Pokemon
1039;856;Hatenna;Hatenna;;8;Common;Psychic;;265.0;42.0;30.0;45.0;56.0;53.0;39.0;https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png;Permitted;;;;Hatenna;Pokemon
1040;857;Hattrem;Hattrem;;8;Common;Psychic;;370.0;57.0;40.0;65.0;86.0;73.0;49.0;https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png;Permitted;;;;Hattrem;Pokemon
1041;858;Hatterene;Hatterene;;8;Common;Psychic;Fairy;510.0;57.0;90.0;95.0;136.0;103.0;29.0;https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png;Permitted;22;0;107;Hatterene;Pokemon
1042;858;Hatterene Gigantamax;Hatterene;Gigantamax;8;;Psychic;Fairy;;;;;;;;https://archives.bulbagarden.net/media/upload/3/35/858GiMS8.png;Gigantamax Allowed;;;;Hatterene Gigantamax;Pokemon
1043;859;Impidimp;Impidimp;;8;Common;Dark;Fairy;265.0;45.0;45.0;30.0;55.0;40.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png;Permitted;;;;Impidimp;Pokemon
1044;860;Morgrem;Morgrem;;8;Common;Dark;Fairy;370.0;65.0;60.0;45.0;75.0;55.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png;Permitted;;;;Morgrem;Pokemon
1045;861;Grimmsnarl Gigantamax;Grimmsnarl;Gigantamax;8;;Dark;Fairy;;;;;;;;https://archives.bulbagarden.net/media/upload/c/ce/861GiMS8.png;Gigantamax Allowed;;;;Grimmsnarl Gigantamax;Pokemon
1046;861;Grimmsnarl;Grimmsnarl;;8;Common;Dark;Fairy;510.0;95.0;120.0;65.0;95.0;75.0;60.0;https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png;Permitted;577;30;4;Grimmsnarl;Pokemon
1047;862;Obstagoon;Obstagoon;;8;Common;Dark;Normal;520.0;93.0;90.0;101.0;60.0;81.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png;Permitted;6;0;170;Obstagoon;Pokemon
1048;863;Perrserker;Perrserker;;8;Common;Steel;;440.0;70.0;110.0;100.0;50.0;60.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png;Permitted;;;;Perrserker;Pokemon
1049;864;Cursola;Cursola;;8;Common;Ghost;;510.0;60.0;95.0;50.0;145.0;130.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png;Permitted;;;;Cursola;Pokemon
1050;865;Sirfetch'd;Sirfetch'd;;8;Common;Fighting;;507.0;62.0;135.0;95.0;68.0;82.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png;Permitted;;;;Sirfetch'd;Pokemon
1051;866;Mr. Rime;Mr.;Rime;8;Common;Ice;Psychic;520.0;80.0;85.0;75.0;110.0;100.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png;Permitted;2;0;196;Mr. Rime;Pokemon
1052;867;Runerigus;Runerigus;;8;Common;Ground;Ghost;483.0;58.0;95.0;145.0;50.0;105.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png;Permitted;;;;Runerigus;Pokemon
1053;868;Milcery;Milcery;;8;Common;Fairy;;270.0;45.0;40.0;40.0;50.0;61.0;34.0;https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png;Permitted;;;;Milcery;Pokemon
1054;869;Alcremie;Alcremie;;8;Common;Fairy;;495.0;65.0;60.0;75.0;110.0;121.0;64.0;https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png;Permitted;18;0;80;Alcremie;Pokemon
1055;869;Alcremie Gigantamax;Alcremie;Gigantamax;8;;Fairy;;;;;;;;;https://archives.bulbagarden.net/media/upload/b/bc/869GiMS8.png;Gigantamax Allowed;;;;Alcremie Gigantamax;Pokemon
1056;870;Falinks;Falinks;;8;Common;Fighting;;470.0;65.0;100.0;100.0;70.0;60.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png;Permitted;;;;Falinks;Pokemon
1057;871;Pincurchin;Pincurchin;;8;Common;Electric;;435.0;48.0;101.0;95.0;91.0;85.0;15.0;https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png;Permitted;9;0;147;Pincurchin;Pokemon
1058;872;Snom;Snom;;8;Common;Ice;Bug;185.0;30.0;25.0;35.0;45.0;30.0;20.0;https://img.pokemondb.net/sprites/sword-shield/icon/snom.png;Permitted;;;;Snom;Pokemon
1059;873;Frosmoth;Frosmoth;;8;Common;Ice;Bug;475.0;70.0;65.0;60.0;125.0;90.0;65.0;https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png;Permitted;;;;Frosmoth;Pokemon
1060;874;Stonjourner;Stonjourner;;8;Common;Rock;;470.0;100.0;125.0;135.0;20.0;20.0;70.0;https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png;Permitted;3;0;185;Stonjourner;Pokemon
1061;875;Eiscue Noice Face;Eiscue;Noice Face;8;Common;Ice;;470.0;75.0;80.0;70.0;65.0;50.0;130.0;https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png;;;;;Eiscue Noice Face;Pokemon
1062;875;Eiscue Ice Face;Eiscue;Ice Face;8;Common;Ice;;470.0;75.0;80.0;110.0;65.0;90.0;50.0;https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png;;;;;Eiscue Ice Face;Pokemon
1063;876;Indeedee Female;Indeedee;Female;8;Common;Psychic;Normal;475.0;70.0;55.0;65.0;95.0;105.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png;;387;18;14;Indeedee Female;Pokemon
1064;876;Indeedee Male;Indeedee;Male;8;Common;Psychic;Normal;475.0;60.0;65.0;55.0;105.0;95.0;95.0;https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png;;26;1;57;Indeedee Male;Pokemon
1065;877;Morpeko Hangry Mode;Morpeko;Hangry Mode;8;Common;Electric;Dark;436.0;58.0;95.0;58.0;70.0;58.0;97.0;https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png;;;;;Morpeko Hangry Mode;Pokemon
1066;877;Morpeko Full Belly Mode;Morpeko;Full Belly Mode;8;Common;Electric;Dark;436.0;58.0;95.0;58.0;70.0;58.0;97.0;https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png;;;;;Morpeko Full Belly Mode;Pokemon
1067;878;Cufant;Cufant;;8;Common;Steel;;330.0;72.0;80.0;49.0;40.0;49.0;40.0;https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png;Permitted;;;;Cufant;Pokemon
1068;879;Copperajah Gigantamax;Copperajah;Gigantamax;8;;Steel;;;;;;;;;https://archives.bulbagarden.net/media/upload/3/3a/879GiMS8.png;Gigantamax Allowed;;;;Copperajah Gigantamax;Pokemon
1069;879;Copperajah;Copperajah;;8;Common;Steel;;500.0;122.0;130.0;69.0;80.0;69.0;30.0;https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png;Permitted;;;;Copperajah;Pokemon
1070;880;Dracozolt;Dracozolt;;8;Common;Electric;Dragon;505.0;90.0;100.0;90.0;80.0;70.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png;Permitted;8;0;145;Dracozolt;Pokemon
1071;881;Arctozolt;Arctozolt;;8;Common;Electric;Ice;505.0;90.0;100.0;90.0;90.0;80.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png;Permitted;;;;Arctozolt;Pokemon
1072;882;Dracovish;Dracovish;;8;Common;Water;Dragon;505.0;90.0;90.0;100.0;70.0;80.0;75.0;https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png;Permitted;32;0;87;Dracovish;Pokemon
1073;883;Arctovish;Arctovish;;8;Common;Water;Ice;505.0;90.0;90.0;100.0;80.0;90.0;55.0;https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png;Permitted;;;;Arctovish;Pokemon
1074;884;Duraludon;Duraludon;;8;Common;Steel;Dragon;535.0;70.0;95.0;115.0;120.0;50.0;85.0;https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png;Permitted;8;0;176;Duraludon;Pokemon
1075;884;Duraludon Gigantamax;Duraludon;Gigantamax;8;;Steel;Dragon;;;;;;;;https://archives.bulbagarden.net/media/upload/b/ba/884GiMS8.png;Gigantamax Allowed;;;;Duraludon Gigantamax;Pokemon
