Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%),Pokemon
Timid,0/0/0/252/4/252,11.107%,Jolteon
Modest,40/0/0/252/4/212,10.001%,Jolteon
Modest,20/0/4/252/4/228,6.950%,Jolteon
Modest,252/0/0/252/0/4,0.914%,Jolteon
Modest,0/0/0/252/0/252,0.218%,Jolteon
Timid,0/0/0/252/0/252,0.212%,Jolteon
Timid,28/0/0/252/0/228,0.187%,Jolteon
Serious,4/0/0/252/0/252,0.151%,Jolteon
Timid,252/0/0/4/0/252,0.145%,Jolteon
Timid,0/0/4/252/0/252,0.104%,Jolteon
Modest,0/0/4/252/0/252,0.079%,Jolteon
Modest,16/0/0/252/0/240,0.072%,Jolteon
Hasty,4/0/0/252/0/252,0.066%,Jolteon
Timid,52/0/0/252/0/204,0.045%,Jolteon
Timid,4/0/0/252/252/0,0.040%,Jolteon
Timid,32/0/0/252/4/220,0.036%,Jolteon
Modest,0/0/92/252/0/164,0.027%,Jolteon
Timid,4/0/0/252/0/252,40.240%,Vileplume
Timid,0/0/36/252/0/220,15.739%,Vileplume
Impish,4/0/252/0/252/0,14.193%,Vileplume
Relaxed,252/0/196/0/60/0,5.023%,Vileplume
Timid,0/0/0/126/126/252,4.804%,Vileplume
Modest,4/0/0/252/0/252,4.666%,Vileplume
Bold,252/0/100/56/0/100,4.288%,Vileplume
Timid,164/0/0/92/0/252,3.948%,Vileplume
Sassy,252/0/164/0/92/0,1.776%,Vileplume
Timid,0/0/0/252/4/252,1.545%,Vileplume
Modest,252/0/0/252/0/0,1.244%,Vileplume
Timid,0/0/0/252/0/252,0.877%,Vileplume
Modest,0/0/0/252/4/252,0.613%,Vileplume
Calm,252/0/0/4/252/0,0.277%,Vileplume
Modest,0/0/0/252/0/252,0.185%,Vileplume
Timid,252/0/0/4/0/252,0.173%,Vileplume
Timid,4/0/0/126/126/252,0.088%,Vileplume
Modest,252/0/0/252/0/4,0.073%,Vileplume
Timid,252/0/0/0/4/252,0.037%,Vileplume
Modest,252/0/0/252/4/0,0.030%,Vileplume
Quiet,252/0/0/252/4/0,42.505%,Cursola
Quiet,252/0/4/252/0/0,16.400%,Cursola
Quiet,252/0/140/116/0/0,11.115%,Cursola
Modest,0/0/4/252/0/252,7.485%,Cursola
Timid,0/0/0/252/4/252,5.299%,Cursola
Modest,156/0/100/252/0/0,5.006%,Cursola
Modest,252/0/0/252/4/0,3.538%,Cursola
Calm,252/0/0/4/252/0,2.353%,Cursola
Quiet,4/0/0/252/252/0,1.946%,Cursola
Modest,0/0/4/252/252/0,0.932%,Cursola
Relaxed,252/0/252/4/0/0,0.605%,Cursola
Modest,156/0/60/252/0/40,0.579%,Cursola
Modest,224/0/0/252/4/28,0.467%,Cursola
Modest,4/0/0/252/252/0,0.446%,Cursola
Calm,252/0/4/0/252/0,0.328%,Cursola
Modest,4/0/0/252/0/252,0.208%,Cursola
Quiet,4/0/252/252/0/0,0.167%,Cursola
Modest,140/0/0/252/116/0,0.134%,Cursola
Modest,252/0/4/252/0/0,0.081%,Cursola
Modest,0/0/0/252/4/252,0.058%,Cursola
Adamant,0/252/0/0/4/252,33.048%,Falinks
Adamant,0/252/4/0/0/252,14.655%,Falinks
Jolly,4/252/0/0/0/252,10.735%,Falinks
Adamant,0/252/0/0/236/20,10.495%,Falinks
Adamant,252/252/0/0/4/0,3.900%,Falinks
Jolly,252/4/0/0/0/252,3.702%,Falinks
Jolly,4/0/0/0/252/252,3.081%,Falinks
Adamant,4/252/0/0/0/252,3.033%,Falinks
Adamant,252/252/0/0/0/0,2.886%,Falinks
Jolly,60/252/12/0/68/116,2.559%,Falinks
Adamant,252/248/0/0/0/4,2.219%,Falinks
Jolly,0/252/4/0/0/252,1.808%,Falinks
Adamant,0/252/252/0/4/0,1.783%,Falinks
Adamant,0/252/4/0/0/228,1.457%,Falinks
Impish,252/4/252/0/0/0,0.858%,Falinks
Careful,156/0/0/0/220/132,0.545%,Falinks
Adamant,252/252/0/0/0/4,0.478%,Falinks
Hardy,252/252/0/0/0/0,0.439%,Falinks
Jolly,252/0/0/0/4/252,0.419%,Falinks
Jolly,0/252/0/0/4/252,0.408%,Falinks
Jolly,20/4/252/0/4/228,35.685%,Dedenne
Timid,244/0/28/4/92/140,14.534%,Dedenne
Calm,252/0/188/12/44/12,12.894%,Dedenne
Timid,244/0/0/12/0/252,7.009%,Dedenne
Jolly,212/0/44/0/0/252,5.687%,Dedenne
Hasty,0/4/0/252/0/252,4.203%,Dedenne
Impish,252/0/252/0/4/0,3.805%,Dedenne
Timid,252/0/0/0/0/252,2.827%,Dedenne
Timid,4/0/0/0/252/252,2.556%,Dedenne
Timid,4/0/0/252/0/252,2.254%,Dedenne
Timid,20/0/252/4/4/228,1.905%,Dedenne
Jolly,252/0/4/0/0/252,1.641%,Dedenne
Bold,252/0/252/0/4/0,1.284%,Dedenne
Timid,0/0/0/252/4/252,0.975%,Dedenne
Jolly,252/4/0/0/0/252,0.945%,Dedenne
Hasty,252/4/0/0/0/252,0.368%,Dedenne
Timid,252/0/4/0/0/252,0.325%,Dedenne
Modest,0/0/0/252/4/252,0.281%,Dedenne
Timid,6/0/0/252/0/252,0.179%,Dedenne
Timid,140/0/20/76/20/252,0.158%,Dedenne
Modest,252/0/0/252/0/4,61.586%,Flygon
Jolly,0/252/0/0/4/252,12.543%,Flygon
Timid,0/0/0/252/4/252,12.313%,Flygon
Modest,4/0/0/252/0/252,3.630%,Flygon
Adamant,0/252/0/0/4/252,2.763%,Flygon
Impish,0/4/252/0/252/0,1.752%,Flygon
Adamant,72/252/0/0/0/184,1.736%,Flygon
Jolly,4/252/0/0/0/252,1.500%,Flygon
Jolly,0/252/4/0/0/252,0.474%,Flygon
Hasty,0/252/0/4/0/252,0.421%,Flygon
Adamant,4/252/0/0/0/252,0.225%,Flygon
Jolly,0/252/0/0/0/252,0.223%,Flygon
Jolly,6/252/0/0/0/252,0.140%,Flygon
Modest,252/0/0/252/0/0,0.116%,Flygon
Hardy,108/148/0/0/0/252,0.116%,Flygon
Jolly,128/128/0/0/0/252,0.077%,Flygon
Adamant,148/252/0/0/0/108,0.064%,Flygon
Adamant,0/252/0/0/20/236,0.064%,Flygon
Timid,140/0/156/128/4/80,0.057%,Flygon
Timid,4/0/0/252/0/252,0.042%,Flygon
Adamant,20/252/0/0/0/236,67.581%,Crustle
Jolly,0/252/4/0/0/252,16.902%,Crustle
Adamant,0/252/0/0/4/252,9.357%,Crustle
Adamant,36/236/0/0/0/236,3.039%,Crustle
Jolly,4/252/0/0/0/252,1.400%,Crustle
Adamant,4/252/0/0/0/252,0.394%,Crustle
Adamant,252/252/0/0/4/0,0.268%,Crustle
Jolly,0/252/0/0/4/252,0.230%,Crustle
Jolly,0/4/252/0/0/252,0.206%,Crustle
Adamant,252/252/0/0/0/4,0.123%,Crustle
Adamant,212/252/0/0/0/44,0.107%,Crustle
Adamant,156/252/0/0/0/100,0.096%,Crustle
Adamant,252/252/4/0/0/0,0.088%,Crustle
Adamant,248/252/0/0/8/0,0.065%,Crustle
Adamant,4/252/252/0/0/0,0.036%,Crustle
Adamant,115/252/100/0/41/0,0.029%,Crustle
Relaxed,0/200/140/0/164/0,0.022%,Crustle
Careful,252/0/0/0/252/4,0.022%,Crustle
Adamant,100/252/52/0/0/100,0.011%,Crustle
Adamant,44/252/0/0/0/212,0.007%,Crustle
Quiet,252/0/4/252/0/0,25.728%,Reuniclus
Quiet,252/0/76/120/60/0,9.336%,Reuniclus
Quiet,228/0/4/180/96/0,8.983%,Reuniclus
Quiet,204/0/108/196/0/0,8.431%,Reuniclus
Quiet,252/0/0/252/4/0,6.630%,Reuniclus
Quiet,252/0/76/100/68/0,5.864%,Reuniclus
Quiet,236/0/4/156/108/0,4.410%,Reuniclus
Quiet,204/0/0/252/52/0,2.905%,Reuniclus
Quiet,156/0/4/252/92/0,2.738%,Reuniclus
Quiet,196/0/108/204/0/0,2.494%,Reuniclus
Sassy,252/0/0/4/252/0,2.025%,Reuniclus
Relaxed,0/0/252/252/4/0,1.877%,Reuniclus
Quiet,252/0/60/196/0/0,1.836%,Reuniclus
Modest,156/0/4/252/68/28,1.571%,Reuniclus
Quiet,188/0/124/196/0/0,1.543%,Reuniclus
Quiet,252/0/76/112/68/0,1.425%,Reuniclus
Quiet,188/0/68/228/20/0,1.393%,Reuniclus
Relaxed,44/0/244/0/148/0,0.764%,Reuniclus
Modest,252/0/0/252/4/0,0.661%,Reuniclus
Quiet,164/0/92/252/0/0,0.607%,Reuniclus
Brave,244/252/0/0/12/0,31.295%,Dusknoir
Brave,252/252/0/0/4/0,28.672%,Dusknoir
Brave,252/252/4/0/0/0,18.656%,Dusknoir
Calm,252/0/4/0/252/0,2.850%,Dusknoir
Sassy,236/72/116/0/84/0,2.377%,Dusknoir
Brave,252/156/100/0/0/0,2.295%,Dusknoir
Adamant,244/140/124/0/0/0,1.883%,Dusknoir
Relaxed,0/4/252/0/252/0,1.798%,Dusknoir
Calm,252/0/140/0/116/0,1.633%,Dusknoir
Impish,228/100/180/0/0/0,0.875%,Dusknoir
Brave,252/128/0/0/128/0,0.826%,Dusknoir
Impish,252/0/252/0/4/0,0.785%,Dusknoir
Brave,244/140/124/0/0/0,0.700%,Dusknoir
Sassy,252/0/4/0/252/0,0.542%,Dusknoir
Brave,244/132/52/0/76/0,0.517%,Dusknoir
Adamant,244/252/0/0/12/0,0.516%,Dusknoir
Sassy,252/0/124/0/128/0,0.502%,Dusknoir
Relaxed,252/0/252/0/4/0,0.395%,Dusknoir
Naughty,204/252/52/0/0/0,0.389%,Dusknoir
Relaxed,252/0/124/0/132/0,0.281%,Dusknoir
Careful,252/0/60/0/196/0,27.470%,Drapion
Jolly,252/0/0/0/4/252,26.378%,Drapion
Adamant,236/236/4/0/4/28,9.718%,Drapion
Jolly,204/44/4/0/36/220,5.766%,Drapion
Jolly,108/116/4/0/60/220,5.414%,Drapion
Adamant,252/252/0/0/0/4,5.103%,Drapion
Jolly,0/252/0/0/4/252,4.609%,Drapion
Adamant,252/252/0/0/4/0,4.118%,Drapion
Adamant,4/252/0/0/0/252,2.066%,Drapion
Jolly,4/252/0/0/0/252,1.716%,Drapion
Careful,156/156/4/0/188/4,1.299%,Drapion
Adamant,236/236/0/0/0/36,1.135%,Drapion
Careful,252/0/68/0/68/0,0.683%,Drapion
Adamant,236/236/0/0/36/0,0.642%,Drapion
Careful,239/232/0/0/39/0,0.628%,Drapion
Serious,78/252/180/0/0/0,0.504%,Drapion
Brave,4/252/252/0/0/0,0.396%,Drapion
Adamant,28/196/4/0/36/244,0.362%,Drapion
Adamant,180/252/0/0/0/76,0.270%,Drapion
Careful,252/188/0/0/68/0,0.269%,Drapion
Modest,252/0/0/252/4/0,36.785%,Exploud
Modest,0/0/0/252/4/252,34.979%,Exploud
Modest,116/0/132/204/52/4,5.324%,Exploud
Quiet,252/0/0/252/4/0,4.411%,Exploud
Modest,252/0/0/252/0/0,3.992%,Exploud
Quiet,252/0/52/204/0/0,2.908%,Exploud
Modest,52/0/76/228/4/148,2.888%,Exploud
Modest,28/0/44/228/4/204,2.828%,Exploud
Quiet,172/0/92/244/0/0,1.971%,Exploud
Quiet,252/0/4/252/0/0,1.897%,Exploud
Modest,4/0/0/252/0/252,0.587%,Exploud
Timid,4/0/0/252/0/252,0.364%,Exploud
Quiet,168/28/0/252/60/0,0.303%,Exploud
Modest,0/0/4/252/0/252,0.237%,Exploud
Quiet,220/0/0/252/0/0,0.071%,Exploud
Calm,252/0/0/252/0/0,0.058%,Exploud
Mild,4/0/0/252/0/4,0.051%,Exploud
Quiet,252/4/0/252/0/0,0.050%,Exploud
Quiet,124/0/76/252/56/0,0.040%,Exploud
Timid,0/0/0/252/4/252,0.036%,Exploud
Modest,4/0/92/252/4/156,42.303%,Wigglytuff
Quiet,0/0/140/252/116/0,14.630%,Wigglytuff
Quiet,252/0/4/252/0/0,9.134%,Wigglytuff
Modest,108/0/0/252/0/148,6.724%,Wigglytuff
Modest,252/0/0/252/4/0,4.075%,Wigglytuff
Modest,4/0/252/0/252/0,2.721%,Wigglytuff
Quiet,36/0/108/252/108/0,1.659%,Wigglytuff
Modest,0/0/148/252/108/0,1.645%,Wigglytuff
Modest,36/0/196/252/20/4,1.510%,Wigglytuff
Modest,72/0/188/236/12/0,1.444%,Wigglytuff
Modest,0/0/108/252/148/0,1.440%,Wigglytuff
Modest,0/0/140/252/116/0,1.174%,Wigglytuff
Quiet,252/0/0/252/4/0,1.143%,Wigglytuff
Modest,252/0/4/252/0/0,1.133%,Wigglytuff
Quiet,0/0/196/200/108/0,1.071%,Wigglytuff
Quiet,0/0/44/252/212/0,0.980%,Wigglytuff
Modest,188/0/4/252/4/60,0.836%,Wigglytuff
Relaxed,0/0/172/104/228/0,0.764%,Wigglytuff
Modest,0/0/188/252/68/0,0.717%,Wigglytuff
Sassy,252/0/180/76/0/0,0.623%,Wigglytuff
Modest,124/0/20/236/68/60,17.008%,Gardevoir
Modest,132/0/4/252/68/52,16.830%,Gardevoir
Modest,252/0/0/252/4/0,10.959%,Gardevoir
Modest,252/0/0/44/4/108,6.521%,Gardevoir
Modest,4/0/0/252/0/252,5.578%,Gardevoir
Modest,252/0/100/44/4/108,4.329%,Gardevoir
Modest,252/0/4/44/100/108,4.247%,Gardevoir
Timid,4/0/0/252/0/252,3.299%,Gardevoir
Modest,44/0/4/252/4/204,3.132%,Gardevoir
Modest,132/0/12/252/36/76,2.952%,Gardevoir
Timid,0/0/0/252/4/252,2.162%,Gardevoir
Modest,252/0/124/132/0/0,1.933%,Gardevoir
Modest,252/0/20/12/4/220,1.829%,Gardevoir
Modest,84/0/4/252/100/68,1.651%,Gardevoir
Modest,252/0/0/44/0/212,1.153%,Gardevoir
Modest,156/0/0/252/0/100,1.052%,Gardevoir
Modest,6/0/0/252/0/252,1.014%,Gardevoir
Timid,124/0/60/68/4/252,0.988%,Gardevoir
Timid,0/0/4/252/0/252,0.984%,Gardevoir
Bold,252/0/252/4/0/0,0.937%,Gardevoir
Calm,252/0/0/4/252/0,34.228%,Galarian Corsola
Calm,252/0/124/0/131/0,13.367%,Galarian Corsola
Bold,252/0/4/0/252/0,11.031%,Galarian Corsola
Calm,252/0/4/0/252/0,9.203%,Galarian Corsola
Calm,252/0/132/0/124/0,5.910%,Galarian Corsola
Bold,252/0/252/0/4/0,5.179%,Galarian Corsola
Sassy,252/0/4/0/252/0,4.236%,Galarian Corsola
Calm,252/0/252/0/4/0,3.991%,Galarian Corsola
Calm,4/0/252/252/0/0,3.584%,Galarian Corsola
Calm,84/0/220/0/204/0,1.571%,Galarian Corsola
Relaxed,252/0/252/0/0/0,1.173%,Galarian Corsola
Relaxed,252/0/252/4/0/0,1.014%,Galarian Corsola
Bold,0/0/252/4/252/0,0.883%,Galarian Corsola
Bold,208/0/204/0/88/0,0.777%,Galarian Corsola
Bold,204/0/252/0/52/0,0.607%,Galarian Corsola
Calm,252/0/0/252/0/0,0.556%,Galarian Corsola
Bold,252/0/100/8/148/0,0.539%,Galarian Corsola
Calm,200/0/0/56/252/0,0.429%,Galarian Corsola
Bold,252/0/76/0/180/0,0.389%,Galarian Corsola
Bold,252/0/124/0/126/0,0.359%,Galarian Corsola
Timid,4/0/0/252/0/252,60.582%,Vanilluxe
Modest,0/0/0/252/4/252,18.000%,Vanilluxe
Timid,0/0/0/252/4/252,10.398%,Vanilluxe
Modest,4/0/0/252/0/252,4.206%,Vanilluxe
Timid,36/0/36/180/4/252,2.345%,Vanilluxe
Modest,20/0/4/252/4/228,1.623%,Vanilluxe
Timid,0/0/4/252/0/252,0.874%,Vanilluxe
Modest,252/0/0/252/4/0,0.286%,Vanilluxe
Timid,0/0/0/252/0/252,0.145%,Vanilluxe
Modest,252/0/252/4/0/0,0.142%,Vanilluxe
Hardy,0/0/4/252/0/252,0.139%,Vanilluxe
Modest,100/0/0/252/4/148,0.120%,Vanilluxe
Sassy,252/0/4/0/252/0,0.100%,Vanilluxe
Calm,252/0/0/4/252/0,0.097%,Vanilluxe
Modest,12/0/4/236/4/252,0.086%,Vanilluxe
Timid,12/0/0/252/0/244,0.079%,Vanilluxe
Modest,132/0/0/252/0/124,0.077%,Vanilluxe
Naive,0/4/0/252/0/252,0.056%,Vanilluxe
Timid,252/0/0/68/0/188,0.052%,Vanilluxe
Hasty,0/4/0/252/0/252,0.045%,Vanilluxe
Calm,172/0/180/0/156/0,77.394%,Seaking
Impish,252/0/228/0/28/0,6.006%,Seaking
Modest,252/0/0/252/4/0,3.733%,Seaking
Jolly,0/252/0/0/4/252,3.330%,Seaking
Hardy,172/0/180/0/156/0,2.915%,Seaking
Adamant,252/252/0/0/0/0,1.432%,Seaking
Jolly,116/252/0/0/0/140,0.834%,Seaking
Calm,252/0/228/4/4/20,0.783%,Seaking
Lonely,252/252/0/4/0/0,0.611%,Seaking
Jolly,0/252/0/0/0/252,0.445%,Seaking
Jolly,4/252/0/0/0/252,0.417%,Seaking
Careful,172/0/180/0/156/0,0.409%,Seaking
Calm,172/0/180/0/0/156,0.347%,Seaking
Modest,252/0/4/252/0/0,0.183%,Seaking
Calm,252/0/228/0/28/0,0.170%,Seaking
Hardy,252/0/188/0/68/0,0.141%,Seaking
Adamant,0/252/0/0/4/252,0.140%,Seaking
Calm,172/180/0/0/156/0,0.124%,Seaking
Careful,248/24/172/0/60/0,0.119%,Seaking
Modest,0/0/0/252/4/252,0.098%,Seaking
Timid,4/0/0/252/0/252,81.242%,Sigilyph
Timid,0/0/0/252/0/252,4.766%,Sigilyph
Timid,0/0/0/252/4/252,4.115%,Sigilyph
Quiet,252/0/0/180/76/0,2.357%,Sigilyph
Calm,68/0/0/0/188/252,1.686%,Sigilyph
Modest,252/0/20/68/0/168,1.073%,Sigilyph
Modest,133/0/124/125/125/0,1.041%,Sigilyph
Sassy,252/0/0/4/252/0,0.568%,Sigilyph
Modest,4/0/252/0/252/0,0.496%,Sigilyph
Modest,4/0/0/252/0/252,0.470%,Sigilyph
Timid,252/0/0/4/0/252,0.353%,Sigilyph
Modest,252/0/0/252/0/0,0.343%,Sigilyph
Calm,252/0/4/0/252/0,0.236%,Sigilyph
Timid,252/0/0/0/4/252,0.228%,Sigilyph
Modest,200/0/100/8/100/100,0.155%,Sigilyph
Calm,252/0/0/4/252/0,0.114%,Sigilyph
Timid,0/0/252/0/4/252,0.113%,Sigilyph
Bold,252/0/124/0/132/0,0.106%,Sigilyph
Timid,244/0/4/4/4/252,0.092%,Sigilyph
Jolly,252/0/0/0/0/252,0.076%,Sigilyph
Timid,0/0/0/252/4/252,19.346%,Decidueye
Adamant,0/252/0/0/76/180,18.299%,Decidueye
Adamant,248/252/0/0/8/0,12.065%,Decidueye
Brave,4/252/252/0/0/0,9.219%,Decidueye
Adamant,172/76/4/0/4/252,8.515%,Decidueye
Adamant,252/252/0/0/4/0,6.431%,Decidueye
Timid,4/0/0/252/0/252,3.766%,Decidueye
Quiet,252/4/0/252/0/0,3.168%,Decidueye
Adamant,176/252/76/0/0/0,3.130%,Decidueye
Adamant,68/252/76/0/76/36,3.122%,Decidueye
Jolly,4/252/0/0/0/252,2.526%,Decidueye
Brave,252/252/0/0/4/0,2.418%,Decidueye
Sassy,0/252/4/0/252/0,1.910%,Decidueye
Modest,252/0/0/252/4/0,1.095%,Decidueye
Jolly,0/252/0/0/4/252,1.073%,Decidueye
Jolly,150/0/52/0/54/252,0.729%,Decidueye
Adamant,252/252/4/0/0/0,0.710%,Decidueye
Modest,0/0/4/252/0/252,0.450%,Decidueye
Impish,132/100/156/0/116/0,0.396%,Decidueye
Adamant,204/252/52/0/0/0,0.287%,Decidueye
Timid,0/0/0/252/4/252,78.856%,Galvantula
Timid,0/0/4/132/176/196,11.132%,Galvantula
Modest,4/0/0/252/0/252,6.463%,Galvantula
Timid,4/0/0/252/0/252,2.722%,Galvantula
Modest,0/0/0/252/0/252,0.548%,Galvantula
Modest,0/0/0/252/4/252,0.234%,Galvantula
Modest,70/77/60/97/60/144,0.032%,Galvantula
Hasty,252/4/0/0/0/252,0.012%,Galvantula
Mild,0/4/0/252/0/252,0.001%,Galvantula
Jolly,4/248/0/0/0/252,0.000%,Galvantula
Timid,144/0/0/112/0/252,0.000%,Galvantula
Jolly,252/0/0/0/0/252,0.000%,Galvantula
Hardy,4/252/0/0/0/252,0.000%,Galvantula
Timid,116/0/20/100/20/252,0.000%,Galvantula
Hardy,0/4/0/252/0/252,0.000%,Galvantula
Hardy,0/248/252/0/0/4,0.000%,Galvantula
Hardy,4/0/252/0/252/0,0.000%,Galvantula
Timid,252/0/0/4/0/252,0.000%,Galvantula
Modest,28/0/0/252/0/228,0.000%,Galvantula
Jolly,0/252/0/0/4/252,0.000%,Galvantula
Brave,252/252/0/4/0/0,95.416%,Arctovish
Brave,252/252/0/0/0/0,2.004%,Arctovish
Adamant,252/252/0/0/4/0,1.735%,Arctovish
Brave,252/252/0/0/4/0,0.733%,Arctovish
Adamant,0/252/0/0/8/248,0.033%,Arctovish
Jolly,0/252/0/0/4/252,0.027%,Arctovish
Jolly,20/236/0/0/76/172,0.020%,Arctovish
Jolly,4/252/0/0/0/252,0.011%,Arctovish
Adamant,0/252/4/0/0/252,0.008%,Arctovish
Bold,252/0/252/4/0/0,0.007%,Arctovish
Brave,252/252/4/0/0/0,0.001%,Arctovish
Sassy,252/4/0/0/252/0,0.001%,Arctovish
Impish,252/4/252/0/0/0,0.001%,Arctovish
Sassy,252/60/36/0/156/0,0.001%,Arctovish
Serious,204/0/0/252/0/0,0.000%,Arctovish
Brave,248/252/0/0/8/0,0.000%,Arctovish
Sassy,252/252/0/0/4/0,0.000%,Arctovish
Jolly,116/252/0/0/0/140,0.000%,Arctovish
Hardy,124/132/124/124/4/0,0.000%,Arctovish
Jolly,0/252/0/0/0/252,0.000%,Arctovish
Modest,36/0/0/252/0/220,25.798%,Maractus
Calm,244/0/12/0/252/0,19.107%,Maractus
Modest,180/0/0/252/0/76,12.520%,Maractus
Bold,252/0/68/4/180/4,9.827%,Maractus
Modest,252/0/0/252/4/0,9.584%,Maractus
Modest,0/0/0/252/4/252,5.600%,Maractus
Calm,252/0/4/0/252/0,3.612%,Maractus
Quiet,252/0/4/252/0/0,3.537%,Maractus
Timid,0/0/4/252/0/252,2.166%,Maractus
Modest,252/0/100/52/100/4,1.568%,Maractus
Sassy,252/4/0/0/252/0,1.526%,Maractus
Quiet,252/0/100/56/100/0,1.451%,Maractus
Modest,4/0/0/252/0/252,0.861%,Maractus
Careful,252/4/0/0/252/0,0.641%,Maractus
Modest,252/0/0/108/0/148,0.534%,Maractus
Timid,4/0/0/252/0/252,0.456%,Maractus
Adamant,252/252/0/0/4/0,0.263%,Maractus
Relaxed,252/0/252/4/0/0,0.202%,Maractus
Jolly,0/120/132/0/124/128,0.116%,Maractus
Modest,252/0/116/24/116/0,0.074%,Maractus
Timid,4/0/0/252/0/252,24.121%,Orbeetle
Bold,252/0/148/0/108/0,10.538%,Orbeetle
Timid,252/0/60/0/0/196,8.302%,Orbeetle
Modest,252/0/0/252/0/4,7.955%,Orbeetle
Bold,252/0/252/0/4/0,7.529%,Orbeetle
Modest,252/0/0/252/4/0,5.507%,Orbeetle
Timid,252/0/0/28/0/0,4.828%,Orbeetle
Serious,252/0/60/0/0/196,4.128%,Orbeetle
Modest,0/0/0/252/4/252,3.107%,Orbeetle
Timid,244/0/4/4/4/252,2.161%,Orbeetle
Modest,252/0/4/252/0/0,1.697%,Orbeetle
Bold,252/0/4/0/0/252,1.643%,Orbeetle
Timid,0/0/4/252/0/252,1.610%,Orbeetle
Timid,0/0/0/252/4/252,1.610%,Orbeetle
Modest,252/0/0/252/0/0,1.596%,Orbeetle
Bold,252/0/0/4/252/0,1.162%,Orbeetle
Timid,252/0/0/4/0/252,1.100%,Orbeetle
Quiet,252/0/0/252/4/0,0.840%,Orbeetle
Timid,188/0/0/68/0/252,0.724%,Orbeetle
Modest,244/0/4/252/4/4,0.579%,Orbeetle
Jolly,0/252/0/0/4/252,42.988%,Passimian
Jolly,4/252/0/0/0/252,12.066%,Passimian
Adamant,172/252/4/0/4/76,6.643%,Passimian
Adamant,252/252/0/0/4/0,4.005%,Passimian
Careful,52/124/4/0/252/76,2.932%,Passimian
Adamant,68/252/0/0/0/188,2.491%,Passimian
Adamant,124/156/4/0/44/180,2.359%,Passimian
Adamant,4/252/0/0/0/252,2.040%,Passimian
Adamant,172/252/4/0/12/52,1.893%,Passimian
Adamant,172/252/4/0/12/68,1.783%,Passimian
Adamant,0/252/0/0/4/252,1.649%,Passimian
Adamant,84/252/4/0/76/92,1.316%,Passimian
Jolly,12/0/0/0/244/252,1.228%,Passimian
Jolly,32/172/0/0/52/252,1.015%,Passimian
Adamant,172/236/0/0/0/100,0.982%,Passimian
Adamant,252/252/0/0/0/4,0.938%,Passimian
Jolly,252/76/4/0/100/76,0.917%,Passimian
Adamant,4/252/0/0/252/0,0.897%,Passimian
Adamant,172/252/4/0/12/64,0.872%,Passimian
Jolly,0/100/0/0/156/252,0.824%,Passimian
Jolly,132/252/4/0/4/116,61.092%,Ninjask
Lonely,4/252/0/0/0/252,32.901%,Ninjask
Adamant,4/252/0/0/0/252,1.432%,Ninjask
Adamant,252/252/0/0/0/0,1.105%,Ninjask
Jolly,228/252/0/0/0/28,1.092%,Ninjask
Jolly,0/252/4/0/0/252,0.906%,Ninjask
Jolly,4/252/0/0/0/252,0.389%,Ninjask
Jolly,140/252/0/0/0/116,0.350%,Ninjask
Timid,252/0/0/0/4/252,0.321%,Ninjask
Timid,244/0/0/0/12/252,0.113%,Ninjask
Adamant,252/4/0/0/0/252,0.107%,Ninjask
Adamant,0/252/0/0/4/252,0.052%,Ninjask
Jolly,252/4/0/0/0/252,0.028%,Ninjask
Lonely,0/252/0/4/0/252,0.027%,Ninjask
Hardy,252/252/4/0/0/0,0.020%,Ninjask
Adamant,0/248/4/0/4/252,0.015%,Ninjask
Jolly,252/0/4/0/0/252,0.009%,Ninjask
Timid,0/0/0/252/4/252,0.009%,Ninjask
Adamant,0/252/4/0/0/252,0.006%,Ninjask
Jolly,0/0/132/0/124/252,0.005%,Ninjask
Impish,228/12/252/0/12/0,91.792%,Druddigon
Brave,252/252/4/0/0/0,3.095%,Druddigon
Adamant,252/252/0/0/4/0,1.085%,Druddigon
Careful,252/0/252/0/4/0,0.788%,Druddigon
Brave,252/252/0/0/4/0,0.754%,Druddigon
Brave,148/252/0/0/108/0,0.651%,Druddigon
Adamant,4/252/0/0/252/0,0.507%,Druddigon
Adamant,244/252/0/0/12/0,0.244%,Druddigon
Careful,252/0/4/0/252/0,0.187%,Druddigon
Adamant,252/220/0/0/36/0,0.161%,Druddigon
Adamant,128/252/0/0/128/0,0.120%,Druddigon
Adamant,164/252/0/0/0/92,0.104%,Druddigon
Adamant,112/252/0/0/144/0,0.094%,Druddigon
Adamant,248/252/4/0/4/0,0.086%,Druddigon
Brave,252/244/4/0/4/0,0.064%,Druddigon
Adamant,252/140/36/0/76/4,0.062%,Druddigon
Careful,4/252/124/0/126/0,0.052%,Druddigon
Brave,4/252/252/0/0/0,0.038%,Druddigon
Brave,244/252/0/12/0/0,0.030%,Druddigon
Brave,252/72/92/0/92/0,0.016%,Druddigon
Adamant,4/252/0/0/0/252,53.444%,Lycanroc Midday Form
Adamant,0/252/0/0/4/252,18.727%,Lycanroc Midday Form
Jolly,4/252/0/0/0/252,17.553%,Lycanroc Midday Form
Jolly,4/248/0/0/0/252,5.567%,Lycanroc Midday Form
Jolly,0/252/0/0/4/252,3.389%,Lycanroc Midday Form
Adamant,112/252/0/0/4/140,0.530%,Lycanroc Midday Form
Timid,252/0/0/4/0/252,0.275%,Lycanroc Midday Form
