ID,Name,Attributes,Category,Effect
917,dark-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Dark form.  Changes Multi-Attack's type to Dark."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Dark form.  Changes Multi-Attack's type to Dark.""}]"
918,fairy-memory,[],"{'name': 'memories', 'url': 'https://pokeapi.co/api/v2/item-category/45/'}","[{'effect': ""Held: Changes Silvally to its Fairy form.  Changes Multi-Attack's type to Fairy."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Held: Changes Silvally to its Fairy form.  Changes Multi-Attack's type to Fairy.""}]"
919,bike--green,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for bike--green', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for bike--green'}]"
920,storage-key--galactic-warehouse,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for storage-key--galactic-warehouse', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for storage-key--galactic-warehouse'}]"
921,basement-key--goldenrod,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for basement-key--goldenrod', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for basement-key--goldenrod'}]"
922,xtransceiver--red,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for xtranceiver--red', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for xtranceiver--red'}]"
923,xtransceiver--yellow,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for xtranceiver--yellow', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for xtranceiver--yellow'}]"
924,dna-splicers--merge,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for dna-splicers--merge', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for dna-splicers--merge'}]"
925,dna-splicers--split,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for dna-splicers--split', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for dna-splicers--split'}]"
926,dropped-item--red,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for dropped-item--red', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for dropped-item--red'}]"
927,dropped-item--yellow,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for dropped-item--yellow', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for dropped-item--yellow'}]"
928,holo-caster--green,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for holo-caster--green', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for holo-caster--green'}]"
929,bike--yellow,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for bike--yellow', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for bike--yellow'}]"
930,holo-caster--red,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for holo-caster--red', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for holo-caster--red'}]"
931,basement-key--new-mauville,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for basement-key--new-mauville', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for basement-key--new-mauville'}]"
932,storage-key--sea-mauville,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for storage-key--sea-mauville', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for storage-key--sea-mauville'}]"
933,ss-ticket--hoenn,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for ss-ticket--hoenn', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for ss-ticket--hoenn'}]"
934,contest-costume--dress,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for contest-costume--dress', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for contest-costume--dress'}]"
935,meteorite--2,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for meteorite--2', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for meteorite--2'}]"
936,meteorite--3,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for meteorite--3', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for meteorite--3'}]"
937,meteorite--4,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for meteorite--4', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for meteorite--4'}]"
938,normalium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for normalium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for normalium-z--bag'}]"
939,firium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for firium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for firium-z--bag'}]"
940,waterium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for waterium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for waterium-z--bag'}]"
941,electrium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for electrium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for electrium-z--bag'}]"
942,grassium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for grassium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for grassium-z--bag'}]"
943,icium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for icium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for icium-z--bag'}]"
944,fightinium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for fightinium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for fightinium-z--bag'}]"
945,poisonium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for poisonium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for poisonium-z--bag'}]"
946,groundium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for groundium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for groundium-z--bag'}]"
947,flyinium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for flyinium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for flyinium-z--bag'}]"
948,psychium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for psychium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for psychium-z--bag'}]"
949,buginium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for buginium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for buginium-z--bag'}]"
950,rockium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for rockium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for rockium-z--bag'}]"
951,ghostium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for ghostium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for ghostium-z--bag'}]"
952,dragonium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for dragonium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for dragonium-z--bag'}]"
953,darkinium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for darkinium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for darkinium-z--bag'}]"
954,steelium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for steelium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for steelium-z--bag'}]"
955,fairium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for fairium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for fairium-z--bag'}]"
956,pikanium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for pikanium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for pikanium-z--bag'}]"
957,decidium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for decidium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for decidium-z--bag'}]"
958,incinium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for incinium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for incinium-z--bag'}]"
959,primarium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for primarium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for primarium-z--bag'}]"
960,tapunium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for tapunium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for tapunium-z--bag'}]"
961,marshadium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for marshadium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for marshadium-z--bag'}]"
962,aloraichium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for aloraichium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for aloraichium-z--bag'}]"
963,snorlium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for snorlium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for snorlium-z--bag'}]"
964,eevium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for eevium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for eevium-z--bag'}]"
965,mewnium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for mewnium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for mewnium-z--bag'}]"
966,pikashunium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for pikashunium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for pikashunium-z--bag'}]"
967,solganium-z--held,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for solganium-z--held', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for solganium-z--held'}]"
968,lunalium-z--held,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for lunalium-z--held', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for lunalium-z--held'}]"
969,ultranecrozium-z--held,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for ultranecrozium-z--held', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for ultranecrozium-z--held'}]"
970,mimikium-z--held,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for mimikium-z--held', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for mimikium-z--held'}]"
971,lycanium-z--held,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for lycanium-z--held', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for lycanium-z--held'}]"
972,kommonium-z--held,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for kommonium-z--held', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for kommonium-z--held'}]"
973,solganium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for solganium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for solganium-z--bag'}]"
974,lunalium-z--bag,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'XXX new effect for lunalium-z--bag', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'XXX new effect for lunalium-z--bag'}]"
