,Pokemon,Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%)
5877,Jolteon,Timid,252/0/0/4/0/252,0.145%
5878,Jolteon,Timid,0/0/4/252/0/252,0.104%
5879,Jolteon,Modest,0/0/4/252/0/252,0.079%
5880,Jolteon,Modest,16/0/0/252/0/240,0.072%
5881,Jolteon,Hasty,4/0/0/252/0/252,0.066%
5882,Jolteon,Timid,52/0/0/252/0/204,0.045%
5883,Jolteon,Timid,4/0/0/252/252/0,0.040%
5884,Jolteon,Timid,32/0/0/252/4/220,0.036%
5885,Jolteon,Modest,0/0/92/252/0/164,0.027%
5886,Vileplume,Timid,4/0/0/252/0/252,40.240%
5887,Vileplume,Timid,0/0/36/252/0/220,15.739%
5888,Vileplume,Impish,4/0/252/0/252/0,14.193%
5889,Vileplume,Relaxed,252/0/196/0/60/0,5.023%
5890,Vileplume,Timid,0/0/0/126/126/252,4.804%
5891,Vileplume,Modest,4/0/0/252/0/252,4.666%
5892,Vileplume,Bold,252/0/100/56/0/100,4.288%
5893,Vileplume,Timid,164/0/0/92/0/252,3.948%
5894,Vileplume,Sassy,252/0/164/0/92/0,1.776%
5895,Vileplume,Timid,0/0/0/252/4/252,1.545%
5896,Vileplume,Modest,252/0/0/252/0/0,1.244%
5897,Vileplume,Timid,0/0/0/252/0/252,0.877%
5898,Vileplume,Modest,0/0/0/252/4/252,0.613%
5899,Vileplume,Calm,252/0/0/4/252/0,0.277%
5900,Vileplume,Modest,0/0/0/252/0/252,0.185%
5901,Vileplume,Timid,252/0/0/4/0/252,0.173%
5902,Vileplume,Timid,4/0/0/126/126/252,0.088%
5903,Vileplume,Modest,252/0/0/252/0/4,0.073%
5904,Vileplume,Timid,252/0/0/0/4/252,0.037%
5905,Vileplume,Modest,252/0/0/252/4/0,0.030%
5906,Cursola,Quiet,252/0/0/252/4/0,42.505%
5907,Cursola,Quiet,252/0/4/252/0/0,16.400%
5908,Cursola,Quiet,252/0/140/116/0/0,11.115%
5909,Cursola,Modest,0/0/4/252/0/252,7.485%
5910,Cursola,Timid,0/0/0/252/4/252,5.299%
5911,Cursola,Modest,156/0/100/252/0/0,5.006%
5912,Cursola,Modest,252/0/0/252/4/0,3.538%
5913,Cursola,Calm,252/0/0/4/252/0,2.353%
5914,Cursola,Quiet,4/0/0/252/252/0,1.946%
5915,Cursola,Modest,0/0/4/252/252/0,0.932%
5916,Cursola,Relaxed,252/0/252/4/0/0,0.605%
5917,Cursola,Modest,156/0/60/252/0/40,0.579%
5918,Cursola,Modest,224/0/0/252/4/28,0.467%
5919,Cursola,Modest,4/0/0/252/252/0,0.446%
5920,Cursola,Calm,252/0/4/0/252/0,0.328%
5921,Cursola,Modest,4/0/0/252/0/252,0.208%
5922,Cursola,Quiet,4/0/252/252/0/0,0.167%
5923,Cursola,Modest,140/0/0/252/116/0,0.134%
5924,Cursola,Modest,252/0/4/252/0/0,0.081%
5925,Cursola,Modest,0/0/0/252/4/252,0.058%
5926,Falinks,Adamant,0/252/0/0/4/252,33.048%
5927,Falinks,Adamant,0/252/4/0/0/252,14.655%
5928,Falinks,Jolly,4/252/0/0/0/252,10.735%
5929,Falinks,Adamant,0/252/0/0/236/20,10.495%
5930,Falinks,Adamant,252/252/0/0/4/0,3.900%
5931,Falinks,Jolly,252/4/0/0/0/252,3.702%
5932,Falinks,Jolly,4/0/0/0/252/252,3.081%
5933,Falinks,Adamant,4/252/0/0/0/252,3.033%
5934,Falinks,Adamant,252/252/0/0/0/0,2.886%
5935,Falinks,Jolly,60/252/12/0/68/116,2.559%
5936,Falinks,Adamant,252/248/0/0/0/4,2.219%
5937,Falinks,Jolly,0/252/4/0/0/252,1.808%
5938,Falinks,Adamant,0/252/252/0/4/0,1.783%
5939,Falinks,Adamant,0/252/4/0/0/228,1.457%
5940,Falinks,Impish,252/4/252/0/0/0,0.858%
5941,Falinks,Careful,156/0/0/0/220/132,0.545%
5942,Falinks,Adamant,252/252/0/0/0/4,0.478%
5943,Falinks,Hardy,252/252/0/0/0/0,0.439%
5944,Falinks,Jolly,252/0/0/0/4/252,0.419%
5945,Falinks,Jolly,0/252/0/0/4/252,0.408%
5946,Dedenne,Jolly,20/4/252/0/4/228,35.685%
5947,Dedenne,Timid,244/0/28/4/92/140,14.534%
5948,Dedenne,Calm,252/0/188/12/44/12,12.894%
5949,Dedenne,Timid,244/0/0/12/0/252,7.009%
5950,Dedenne,Jolly,212/0/44/0/0/252,5.687%
5951,Dedenne,Hasty,0/4/0/252/0/252,4.203%
5952,Dedenne,Impish,252/0/252/0/4/0,3.805%
5953,Dedenne,Timid,252/0/0/0/0/252,2.827%
5954,Dedenne,Timid,4/0/0/0/252/252,2.556%
5955,Dedenne,Timid,4/0/0/252/0/252,2.254%
5956,Dedenne,Timid,20/0/252/4/4/228,1.905%
5957,Dedenne,Jolly,252/0/4/0/0/252,1.641%
5958,Dedenne,Bold,252/0/252/0/4/0,1.284%
5959,Dedenne,Timid,0/0/0/252/4/252,0.975%
5960,Dedenne,Jolly,252/4/0/0/0/252,0.945%
5961,Dedenne,Hasty,252/4/0/0/0/252,0.368%
5962,Dedenne,Timid,252/0/4/0/0/252,0.325%
5963,Dedenne,Modest,0/0/0/252/4/252,0.281%
5964,Dedenne,Timid,6/0/0/252/0/252,0.179%
5965,Dedenne,Timid,140/0/20/76/20/252,0.158%
5966,Flygon,Modest,252/0/0/252/0/4,61.586%
5967,Flygon,Jolly,0/252/0/0/4/252,12.543%
5968,Flygon,Timid,0/0/0/252/4/252,12.313%
5969,Flygon,Modest,4/0/0/252/0/252,3.630%
5970,Flygon,Adamant,0/252/0/0/4/252,2.763%
5971,Flygon,Impish,0/4/252/0/252/0,1.752%
5972,Flygon,Adamant,72/252/0/0/0/184,1.736%
5973,Flygon,Jolly,4/252/0/0/0/252,1.500%
5974,Flygon,Jolly,0/252/4/0/0/252,0.474%
5975,Flygon,Hasty,0/252/0/4/0/252,0.421%
5976,Flygon,Adamant,4/252/0/0/0/252,0.225%
5977,Flygon,Jolly,0/252/0/0/0/252,0.223%
5978,Flygon,Jolly,6/252/0/0/0/252,0.140%
5979,Flygon,Modest,252/0/0/252/0/0,0.116%
5980,Flygon,Hardy,108/148/0/0/0/252,0.116%
5981,Flygon,Jolly,128/128/0/0/0/252,0.077%
5982,Flygon,Adamant,148/252/0/0/0/108,0.064%
5983,Flygon,Adamant,0/252/0/0/20/236,0.064%
5984,Flygon,Timid,140/0/156/128/4/80,0.057%
5985,Flygon,Timid,4/0/0/252/0/252,0.042%
5986,Crustle,Adamant,20/252/0/0/0/236,67.581%
5987,Crustle,Jolly,0/252/4/0/0/252,16.902%
5988,Crustle,Adamant,0/252/0/0/4/252,9.357%
5989,Crustle,Adamant,36/236/0/0/0/236,3.039%
5990,Crustle,Jolly,4/252/0/0/0/252,1.400%
5991,Crustle,Adamant,4/252/0/0/0/252,0.394%
5992,Crustle,Adamant,252/252/0/0/4/0,0.268%
5993,Crustle,Jolly,0/252/0/0/4/252,0.230%
5994,Crustle,Jolly,0/4/252/0/0/252,0.206%
5995,Crustle,Adamant,252/252/0/0/0/4,0.123%
5996,Crustle,Adamant,212/252/0/0/0/44,0.107%
5997,Crustle,Adamant,156/252/0/0/0/100,0.096%
5998,Crustle,Adamant,252/252/4/0/0/0,0.088%
5999,Crustle,Adamant,248/252/0/0/8/0,0.065%
6000,Crustle,Adamant,4/252/252/0/0/0,0.036%
6001,Crustle,Adamant,115/252/100/0/41/0,0.029%
6002,Crustle,Relaxed,0/200/140/0/164/0,0.022%
6003,Crustle,Careful,252/0/0/0/252/4,0.022%
6004,Crustle,Adamant,100/252/52/0/0/100,0.011%
6005,Crustle,Adamant,44/252/0/0/0/212,0.007%
6006,Reuniclus,Quiet,252/0/4/252/0/0,25.728%
6007,Reuniclus,Quiet,252/0/76/120/60/0,9.336%
6008,Reuniclus,Quiet,228/0/4/180/96/0,8.983%
6009,Reuniclus,Quiet,204/0/108/196/0/0,8.431%
6010,Reuniclus,Quiet,252/0/0/252/4/0,6.630%
6011,Reuniclus,Quiet,252/0/76/100/68/0,5.864%
6012,Reuniclus,Quiet,236/0/4/156/108/0,4.410%
6013,Reuniclus,Quiet,204/0/0/252/52/0,2.905%
6014,Reuniclus,Quiet,156/0/4/252/92/0,2.738%
6015,Reuniclus,Quiet,196/0/108/204/0/0,2.494%
6016,Reuniclus,Sassy,252/0/0/4/252/0,2.025%
6017,Reuniclus,Relaxed,0/0/252/252/4/0,1.877%
6018,Reuniclus,Quiet,252/0/60/196/0/0,1.836%
6019,Reuniclus,Modest,156/0/4/252/68/28,1.571%
6020,Reuniclus,Quiet,188/0/124/196/0/0,1.543%
6021,Reuniclus,Quiet,252/0/76/112/68/0,1.425%
6022,Reuniclus,Quiet,188/0/68/228/20/0,1.393%
6023,Reuniclus,Relaxed,44/0/244/0/148/0,0.764%
6024,Reuniclus,Modest,252/0/0/252/4/0,0.661%
6025,Reuniclus,Quiet,164/0/92/252/0/0,0.607%
6026,Dusknoir,Brave,244/252/0/0/12/0,31.295%
6027,Dusknoir,Brave,252/252/0/0/4/0,28.672%
6028,Dusknoir,Brave,252/252/4/0/0/0,18.656%
6029,Dusknoir,Calm,252/0/4/0/252/0,2.850%
6030,Dusknoir,Sassy,236/72/116/0/84/0,2.377%
6031,Dusknoir,Brave,252/156/100/0/0/0,2.295%
6032,Dusknoir,Adamant,244/140/124/0/0/0,1.883%
6033,Dusknoir,Relaxed,0/4/252/0/252/0,1.798%
6034,Dusknoir,Calm,252/0/140/0/116/0,1.633%
6035,Dusknoir,Impish,228/100/180/0/0/0,0.875%
6036,Dusknoir,Brave,252/128/0/0/128/0,0.826%
6037,Dusknoir,Impish,252/0/252/0/4/0,0.785%
6038,Dusknoir,Brave,244/140/124/0/0/0,0.700%
6039,Dusknoir,Sassy,252/0/4/0/252/0,0.542%
6040,Dusknoir,Brave,244/132/52/0/76/0,0.517%
6041,Dusknoir,Adamant,244/252/0/0/12/0,0.516%
6042,Dusknoir,Sassy,252/0/124/0/128/0,0.502%
6043,Dusknoir,Relaxed,252/0/252/0/4/0,0.395%
6044,Dusknoir,Naughty,204/252/52/0/0/0,0.389%
6045,Dusknoir,Relaxed,252/0/124/0/132/0,0.281%
6046,Drapion,Careful,252/0/60/0/196/0,27.470%
6047,Drapion,Jolly,252/0/0/0/4/252,26.378%
6048,Drapion,Adamant,236/236/4/0/4/28,9.718%
6049,Drapion,Jolly,204/44/4/0/36/220,5.766%
6050,Drapion,Jolly,108/116/4/0/60/220,5.414%
6051,Drapion,Adamant,252/252/0/0/0/4,5.103%
6052,Drapion,Jolly,0/252/0/0/4/252,4.609%
6053,Drapion,Adamant,252/252/0/0/4/0,4.118%
6054,Drapion,Adamant,4/252/0/0/0/252,2.066%
6055,Drapion,Jolly,4/252/0/0/0/252,1.716%
6056,Drapion,Careful,156/156/4/0/188/4,1.299%
6057,Drapion,Adamant,236/236/0/0/0/36,1.135%
6058,Drapion,Careful,252/0/68/0/68/0,0.683%
6059,Drapion,Adamant,236/236/0/0/36/0,0.642%
6060,Drapion,Careful,239/232/0/0/39/0,0.628%
6061,Drapion,Serious,78/252/180/0/0/0,0.504%
6062,Drapion,Brave,4/252/252/0/0/0,0.396%
6063,Drapion,Adamant,28/196/4/0/36/244,0.362%
6064,Drapion,Adamant,180/252/0/0/0/76,0.270%
6065,Drapion,Careful,252/188/0/0/68/0,0.269%
6066,Exploud,Modest,252/0/0/252/4/0,36.785%
6067,Exploud,Modest,0/0/0/252/4/252,34.979%
6068,Exploud,Modest,116/0/132/204/52/4,5.324%
6069,Exploud,Quiet,252/0/0/252/4/0,4.411%
6070,Exploud,Modest,252/0/0/252/0/0,3.992%
6071,Exploud,Quiet,252/0/52/204/0/0,2.908%
6072,Exploud,Modest,52/0/76/228/4/148,2.888%
6073,Exploud,Modest,28/0/44/228/4/204,2.828%
6074,Exploud,Quiet,172/0/92/244/0/0,1.971%
6075,Exploud,Quiet,252/0/4/252/0/0,1.897%
6076,Exploud,Modest,4/0/0/252/0/252,0.587%
6077,Exploud,Timid,4/0/0/252/0/252,0.364%
6078,Exploud,Quiet,168/28/0/252/60/0,0.303%
6079,Exploud,Modest,0/0/4/252/0/252,0.237%
6080,Exploud,Quiet,220/0/0/252/0/0,0.071%
6081,Exploud,Calm,252/0/0/252/0/0,0.058%
6082,Exploud,Mild,4/0/0/252/0/4,0.051%
6083,Exploud,Quiet,252/4/0/252/0/0,0.050%
6084,Exploud,Quiet,124/0/76/252/56/0,0.040%
6085,Exploud,Timid,0/0/0/252/4/252,0.036%
6086,Wigglytuff,Modest,4/0/92/252/4/156,42.303%
6087,Wigglytuff,Quiet,0/0/140/252/116/0,14.630%
6088,Wigglytuff,Quiet,252/0/4/252/0/0,9.134%
6089,Wigglytuff,Modest,108/0/0/252/0/148,6.724%
6090,Wigglytuff,Modest,252/0/0/252/4/0,4.075%
6091,Wigglytuff,Modest,4/0/252/0/252/0,2.721%
6092,Wigglytuff,Quiet,36/0/108/252/108/0,1.659%
6093,Wigglytuff,Modest,0/0/148/252/108/0,1.645%
6094,Wigglytuff,Modest,36/0/196/252/20/4,1.510%
6095,Wigglytuff,Modest,72/0/188/236/12/0,1.444%
6096,Wigglytuff,Modest,0/0/108/252/148/0,1.440%
6097,Wigglytuff,Modest,0/0/140/252/116/0,1.174%
6098,Wigglytuff,Quiet,252/0/0/252/4/0,1.143%
6099,Wigglytuff,Modest,252/0/4/252/0/0,1.133%
6100,Wigglytuff,Quiet,0/0/196/200/108/0,1.071%
6101,Wigglytuff,Quiet,0/0/44/252/212/0,0.980%
6102,Wigglytuff,Modest,188/0/4/252/4/60,0.836%
6103,Wigglytuff,Relaxed,0/0/172/104/228/0,0.764%
6104,Wigglytuff,Modest,0/0/188/252/68/0,0.717%
6105,Wigglytuff,Sassy,252/0/180/76/0/0,0.623%
6106,Gardevoir,Modest,124/0/20/236/68/60,17.008%
6107,Gardevoir,Modest,132/0/4/252/68/52,16.830%
6108,Gardevoir,Modest,252/0/0/252/4/0,10.959%
6109,Gardevoir,Modest,252/0/0/44/4/108,6.521%
6110,Gardevoir,Modest,4/0/0/252/0/252,5.578%
6111,Gardevoir,Modest,252/0/100/44/4/108,4.329%
6112,Gardevoir,Modest,252/0/4/44/100/108,4.247%
6113,Gardevoir,Timid,4/0/0/252/0/252,3.299%
6114,Gardevoir,Modest,44/0/4/252/4/204,3.132%
6115,Gardevoir,Modest,132/0/12/252/36/76,2.952%
6116,Gardevoir,Timid,0/0/0/252/4/252,2.162%
6117,Gardevoir,Modest,252/0/124/132/0/0,1.933%
6118,Gardevoir,Modest,252/0/20/12/4/220,1.829%
6119,Gardevoir,Modest,84/0/4/252/100/68,1.651%
6120,Gardevoir,Modest,252/0/0/44/0/212,1.153%
6121,Gardevoir,Modest,156/0/0/252/0/100,1.052%
6122,Gardevoir,Modest,6/0/0/252/0/252,1.014%
6123,Gardevoir,Timid,124/0/60/68/4/252,0.988%
6124,Gardevoir,Timid,0/0/4/252/0/252,0.984%
6125,Gardevoir,Bold,252/0/252/4/0/0,0.937%
6126,Corsola-Galar,Calm,252/0/0/4/252/0,34.228%
6127,Corsola-Galar,Calm,252/0/124/0/131/0,13.367%
6128,Corsola-Galar,Bold,252/0/4/0/252/0,11.031%
6129,Corsola-Galar,Calm,252/0/4/0/252/0,9.203%
6130,Corsola-Galar,Calm,252/0/132/0/124/0,5.910%
6131,Corsola-Galar,Bold,252/0/252/0/4/0,5.179%
6132,Corsola-Galar,Sassy,252/0/4/0/252/0,4.236%
6133,Corsola-Galar,Calm,252/0/252/0/4/0,3.991%
6134,Corsola-Galar,Calm,4/0/252/252/0/0,3.584%
6135,Corsola-Galar,Calm,84/0/220/0/204/0,1.571%
6136,Corsola-Galar,Relaxed,252/0/252/0/0/0,1.173%
6137,Corsola-Galar,Relaxed,252/0/252/4/0/0,1.014%
6138,Corsola-Galar,Bold,0/0/252/4/252/0,0.883%
6139,Corsola-Galar,Bold,208/0/204/0/88/0,0.777%
6140,Corsola-Galar,Bold,204/0/252/0/52/0,0.607%
6141,Corsola-Galar,Calm,252/0/0/252/0/0,0.556%
6142,Corsola-Galar,Bold,252/0/100/8/148/0,0.539%
6143,Corsola-Galar,Calm,200/0/0/56/252/0,0.429%
6144,Corsola-Galar,Bold,252/0/76/0/180/0,0.389%
6145,Corsola-Galar,Bold,252/0/124/0/126/0,0.359%
6146,Vanilluxe,Timid,4/0/0/252/0/252,60.582%
6147,Vanilluxe,Modest,0/0/0/252/4/252,18.000%
6148,Vanilluxe,Timid,0/0/0/252/4/252,10.398%
6149,Vanilluxe,Modest,4/0/0/252/0/252,4.206%
6150,Vanilluxe,Timid,36/0/36/180/4/252,2.345%
6151,Vanilluxe,Modest,20/0/4/252/4/228,1.623%
6152,Vanilluxe,Timid,0/0/4/252/0/252,0.874%
6153,Vanilluxe,Modest,252/0/0/252/4/0,0.286%
6154,Vanilluxe,Timid,0/0/0/252/0/252,0.145%
6155,Vanilluxe,Modest,252/0/252/4/0/0,0.142%
6156,Vanilluxe,Hardy,0/0/4/252/0/252,0.139%
6157,Vanilluxe,Modest,100/0/0/252/4/148,0.120%
6158,Vanilluxe,Sassy,252/0/4/0/252/0,0.100%
6159,Vanilluxe,Calm,252/0/0/4/252/0,0.097%
6160,Vanilluxe,Modest,12/0/4/236/4/252,0.086%
6161,Vanilluxe,Timid,12/0/0/252/0/244,0.079%
6162,Vanilluxe,Modest,132/0/0/252/0/124,0.077%
6163,Vanilluxe,Naive,0/4/0/252/0/252,0.056%
6164,Vanilluxe,Timid,252/0/0/68/0/188,0.052%
6165,Vanilluxe,Hasty,0/4/0/252/0/252,0.045%
6166,Seaking,Calm,172/0/180/0/156/0,77.394%
6167,Seaking,Impish,252/0/228/0/28/0,6.006%
6168,Seaking,Modest,252/0/0/252/4/0,3.733%
6169,Seaking,Jolly,0/252/0/0/4/252,3.330%
6170,Seaking,Hardy,172/0/180/0/156/0,2.915%
6171,Seaking,Adamant,252/252/0/0/0/0,1.432%
6172,Seaking,Jolly,116/252/0/0/0/140,0.834%
6173,Seaking,Calm,252/0/228/4/4/20,0.783%
6174,Seaking,Lonely,252/252/0/4/0/0,0.611%
6175,Seaking,Jolly,0/252/0/0/0/252,0.445%
6176,Seaking,Jolly,4/252/0/0/0/252,0.417%
6177,Seaking,Careful,172/0/180/0/156/0,0.409%
6178,Seaking,Calm,172/0/180/0/0/156,0.347%
6179,Seaking,Modest,252/0/4/252/0/0,0.183%
6180,Seaking,Calm,252/0/228/0/28/0,0.170%
6181,Seaking,Hardy,252/0/188/0/68/0,0.141%
6182,Seaking,Adamant,0/252/0/0/4/252,0.140%
6183,Seaking,Calm,172/180/0/0/156/0,0.124%
6184,Seaking,Careful,248/24/172/0/60/0,0.119%
6185,Seaking,Modest,0/0/0/252/4/252,0.098%
6186,Sigilyph,Timid,4/0/0/252/0/252,81.242%
6187,Sigilyph,Timid,0/0/0/252/0/252,4.766%
6188,Sigilyph,Timid,0/0/0/252/4/252,4.115%
6189,Sigilyph,Quiet,252/0/0/180/76/0,2.357%
6190,Sigilyph,Calm,68/0/0/0/188/252,1.686%
6191,Sigilyph,Modest,252/0/20/68/0/168,1.073%
6192,Sigilyph,Modest,133/0/124/125/125/0,1.041%
6193,Sigilyph,Sassy,252/0/0/4/252/0,0.568%
6194,Sigilyph,Modest,4/0/252/0/252/0,0.496%
6195,Sigilyph,Modest,4/0/0/252/0/252,0.470%
6196,Sigilyph,Timid,252/0/0/4/0/252,0.353%
6197,Sigilyph,Modest,252/0/0/252/0/0,0.343%
6198,Sigilyph,Calm,252/0/4/0/252/0,0.236%
6199,Sigilyph,Timid,252/0/0/0/4/252,0.228%
6200,Sigilyph,Modest,200/0/100/8/100/100,0.155%
6201,Sigilyph,Calm,252/0/0/4/252/0,0.114%
6202,Sigilyph,Timid,0/0/252/0/4/252,0.113%
6203,Sigilyph,Bold,252/0/124/0/132/0,0.106%
6204,Sigilyph,Timid,244/0/4/4/4/252,0.092%
6205,Sigilyph,Jolly,252/0/0/0/0/252,0.076%
6206,Decidueye,Timid,0/0/0/252/4/252,19.346%
6207,Decidueye,Adamant,0/252/0/0/76/180,18.299%
6208,Decidueye,Adamant,248/252/0/0/8/0,12.065%
6209,Decidueye,Brave,4/252/252/0/0/0,9.219%
6210,Decidueye,Adamant,172/76/4/0/4/252,8.515%
6211,Decidueye,Adamant,252/252/0/0/4/0,6.431%
6212,Decidueye,Timid,4/0/0/252/0/252,3.766%
6213,Decidueye,Quiet,252/4/0/252/0/0,3.168%
6214,Decidueye,Adamant,176/252/76/0/0/0,3.130%
6215,Decidueye,Adamant,68/252/76/0/76/36,3.122%
6216,Decidueye,Jolly,4/252/0/0/0/252,2.526%
6217,Decidueye,Brave,252/252/0/0/4/0,2.418%
6218,Decidueye,Sassy,0/252/4/0/252/0,1.910%
6219,Decidueye,Modest,252/0/0/252/4/0,1.095%
6220,Decidueye,Jolly,0/252/0/0/4/252,1.073%
6221,Decidueye,Jolly,150/0/52/0/54/252,0.729%
6222,Decidueye,Adamant,252/252/4/0/0/0,0.710%
6223,Decidueye,Modest,0/0/4/252/0/252,0.450%
6224,Decidueye,Impish,132/100/156/0/116/0,0.396%
6225,Decidueye,Adamant,204/252/52/0/0/0,0.287%
6226,Galvantula,Timid,0/0/0/252/4/252,78.856%
6227,Galvantula,Timid,0/0/4/132/176/196,11.132%
6228,Galvantula,Modest,4/0/0/252/0/252,6.463%
6229,Galvantula,Timid,4/0/0/252/0/252,2.722%
6230,Galvantula,Modest,0/0/0/252/0/252,0.548%
6231,Galvantula,Modest,0/0/0/252/4/252,0.234%
6232,Galvantula,Modest,70/77/60/97/60/144,0.032%
6233,Galvantula,Hasty,252/4/0/0/0/252,0.012%
6234,Galvantula,Mild,0/4/0/252/0/252,0.001%
6235,Galvantula,Jolly,4/248/0/0/0/252,0.000%
6236,Galvantula,Timid,144/0/0/112/0/252,0.000%
6237,Galvantula,Jolly,252/0/0/0/0/252,0.000%
6238,Galvantula,Hardy,4/252/0/0/0/252,0.000%
6239,Galvantula,Timid,116/0/20/100/20/252,0.000%
6240,Galvantula,Hardy,0/4/0/252/0/252,0.000%
6241,Galvantula,Hardy,0/248/252/0/0/4,0.000%
6242,Galvantula,Hardy,4/0/252/0/252/0,0.000%
6243,Galvantula,Timid,252/0/0/4/0/252,0.000%
6244,Galvantula,Modest,28/0/0/252/0/228,0.000%
6245,Galvantula,Jolly,0/252/0/0/4/252,0.000%
6246,Arctovish,Brave,252/252/0/4/0/0,95.416%
6247,Arctovish,Brave,252/252/0/0/0/0,2.004%
6248,Arctovish,Adamant,252/252/0/0/4/0,1.735%
6249,Arctovish,Brave,252/252/0/0/4/0,0.733%
6250,Arctovish,Adamant,0/252/0/0/8/248,0.033%
6251,Arctovish,Jolly,0/252/0/0/4/252,0.027%
6252,Arctovish,Jolly,20/236/0/0/76/172,0.020%
6253,Arctovish,Jolly,4/252/0/0/0/252,0.011%
6254,Arctovish,Adamant,0/252/4/0/0/252,0.008%
6255,Arctovish,Bold,252/0/252/4/0/0,0.007%
6256,Arctovish,Brave,252/252/4/0/0/0,0.001%
6257,Arctovish,Sassy,252/4/0/0/252/0,0.001%
6258,Arctovish,Impish,252/4/252/0/0/0,0.001%
6259,Arctovish,Sassy,252/60/36/0/156/0,0.001%
6260,Arctovish,Serious,204/0/0/252/0/0,0.000%
6261,Arctovish,Brave,248/252/0/0/8/0,0.000%
6262,Arctovish,Sassy,252/252/0/0/4/0,0.000%
6263,Arctovish,Jolly,116/252/0/0/0/140,0.000%
6264,Arctovish,Hardy,124/132/124/124/4/0,0.000%
6265,Arctovish,Jolly,0/252/0/0/0/252,0.000%
6266,Maractus,Modest,36/0/0/252/0/220,25.798%
6267,Maractus,Calm,244/0/12/0/252/0,19.107%
6268,Maractus,Modest,180/0/0/252/0/76,12.520%
6269,Maractus,Bold,252/0/68/4/180/4,9.827%
6270,Maractus,Modest,252/0/0/252/4/0,9.584%
6271,Maractus,Modest,0/0/0/252/4/252,5.600%
6272,Maractus,Calm,252/0/4/0/252/0,3.612%
6273,Maractus,Quiet,252/0/4/252/0/0,3.537%
6274,Maractus,Timid,0/0/4/252/0/252,2.166%
6275,Maractus,Modest,252/0/100/52/100/4,1.568%
6276,Maractus,Sassy,252/4/0/0/252/0,1.526%
6277,Maractus,Quiet,252/0/100/56/100/0,1.451%
6278,Maractus,Modest,4/0/0/252/0/252,0.861%
6279,Maractus,Careful,252/4/0/0/252/0,0.641%
6280,Maractus,Modest,252/0/0/108/0/148,0.534%
6281,Maractus,Timid,4/0/0/252/0/252,0.456%
6282,Maractus,Adamant,252/252/0/0/4/0,0.263%
6283,Maractus,Relaxed,252/0/252/4/0/0,0.202%
6284,Maractus,Jolly,0/120/132/0/124/128,0.116%
6285,Maractus,Modest,252/0/116/24/116/0,0.074%
6286,Orbeetle,Timid,4/0/0/252/0/252,24.121%
6287,Orbeetle,Bold,252/0/148/0/108/0,10.538%
6288,Orbeetle,Timid,252/0/60/0/0/196,8.302%
6289,Orbeetle,Modest,252/0/0/252/0/4,7.955%
6290,Orbeetle,Bold,252/0/252/0/4/0,7.529%
6291,Orbeetle,Modest,252/0/0/252/4/0,5.507%
6292,Orbeetle,Timid,252/0/0/28/0/0,4.828%
6293,Orbeetle,Serious,252/0/60/0/0/196,4.128%
6294,Orbeetle,Modest,0/0/0/252/4/252,3.107%
6295,Orbeetle,Timid,244/0/4/4/4/252,2.161%
6296,Orbeetle,Modest,252/0/4/252/0/0,1.697%
6297,Orbeetle,Bold,252/0/4/0/0/252,1.643%
6298,Orbeetle,Timid,0/0/4/252/0/252,1.610%
6299,Orbeetle,Timid,0/0/0/252/4/252,1.610%
6300,Orbeetle,Modest,252/0/0/252/0/0,1.596%
6301,Orbeetle,Bold,252/0/0/4/252/0,1.162%
6302,Orbeetle,Timid,252/0/0/4/0/252,1.100%
6303,Orbeetle,Quiet,252/0/0/252/4/0,0.840%
6304,Orbeetle,Timid,188/0/0/68/0/252,0.724%
6305,Orbeetle,Modest,244/0/4/252/4/4,0.579%
6306,Passimian,Jolly,0/252/0/0/4/252,42.988%
6307,Passimian,Jolly,4/252/0/0/0/252,12.066%
6308,Passimian,Adamant,172/252/4/0/4/76,6.643%
6309,Passimian,Adamant,252/252/0/0/4/0,4.005%
6310,Passimian,Careful,52/124/4/0/252/76,2.932%
6311,Passimian,Adamant,68/252/0/0/0/188,2.491%
6312,Passimian,Adamant,124/156/4/0/44/180,2.359%
6313,Passimian,Adamant,4/252/0/0/0/252,2.040%
6314,Passimian,Adamant,172/252/4/0/12/52,1.893%
6315,Passimian,Adamant,172/252/4/0/12/68,1.783%
6316,Passimian,Adamant,0/252/0/0/4/252,1.649%
6317,Passimian,Adamant,84/252/4/0/76/92,1.316%
6318,Passimian,Jolly,12/0/0/0/244/252,1.228%
6319,Passimian,Jolly,32/172/0/0/52/252,1.015%
6320,Passimian,Adamant,172/236/0/0/0/100,0.982%
6321,Passimian,Adamant,252/252/0/0/0/4,0.938%
6322,Passimian,Jolly,252/76/4/0/100/76,0.917%
6323,Passimian,Adamant,4/252/0/0/252/0,0.897%
6324,Passimian,Adamant,172/252/4/0/12/64,0.872%
6325,Passimian,Jolly,0/100/0/0/156/252,0.824%
6326,Ninjask,Jolly,132/252/4/0/4/116,61.092%
6327,Ninjask,Lonely,4/252/0/0/0/252,32.901%
6328,Ninjask,Adamant,4/252/0/0/0/252,1.432%
6329,Ninjask,Adamant,252/252/0/0/0/0,1.105%
6330,Ninjask,Jolly,228/252/0/0/0/28,1.092%
6331,Ninjask,Jolly,0/252/4/0/0/252,0.906%
