Move,Pokemon
Seismic Toss,Spinda
Shadow Ball,Spinda
Shock Wave,Spinda
Skill Swap,Spinda
Sleep Talk,Spinda
Smelling Salts,Spinda
Snatch,Spinda
Snore,Spinda
Spotlight,Spinda
Stomping Tantrum,Spinda
Strength,Spinda
Substitute,Spinda
Sucker Punch,Spinda
Sunny Day,Spinda
Swagger,Spinda
Swift,Spinda
Tackle,Spinda
Teeter Dance,Spinda
Thief,Spinda
Thrash,Spinda
Thunder Punch,Spinda
Toxic,Spinda
Trick,Spinda
Trick Room,Spinda
Uproar,Spinda
Water Pulse,Spinda
Wild Charge,Spinda
Wish,Spinda
Work Up,Spinda
Zen Headbutt,Spinda
Assurance,Rattata
Attract,Rattata
Bide,Rattata
Bite,Rattata
Blizzard,Rattata
Body Slam,Rattata
Bubble Beam,Rattata
Captivate,Rattata
Charge Beam,Rattata
Confide,Rattata
Counter,Rattata
Covet,Rattata
Crunch,Rattata
Curse,Rattata
Cut,Rattata
Defense Curl,Rattata
Dig,Rattata
Double Edge,Rattata
Double Team,Rattata
Endeavor,Rattata
Endure,Rattata
Facade,Rattata
Final Gambit,Rattata
Flame Wheel,Rattata
Focus Energy,Rattata
Frustration,Rattata
Fury Swipes,Rattata
Grass Knot,Rattata
Headbutt,Rattata
Hidden Power,Rattata
Hyper Fang,Rattata
Ice Beam,Rattata
Icy Wind,Rattata
Iron Tail,Rattata
Last Resort,Rattata
Me First,Rattata
Mimic,Rattata
Mud Slap,Rattata
Natural Gift,Rattata
Pluck,Rattata
Protect,Rattata
Pursuit,Rattata
Quick Attack,Rattata
Rage,Rattata
Rain Dance,Rattata
Rest,Rattata
Retaliate,Rattata
Return,Rattata
Revenge,Rattata
Reversal,Rattata
Rock Smash,Rattata
Round,Rattata
Screech,Rattata
Secret Power,Rattata
Shadow Ball,Rattata
Shock Wave,Rattata
Skull Bash,Rattata
Sleep Talk,Rattata
Snore,Rattata
Substitute,Rattata
Sucker Punch,Rattata
Sunny Day,Rattata
Super Fang,Rattata
Swagger,Rattata
Swift,Rattata
Tackle,Rattata
Tail Whip,Rattata
Take Down,Rattata
Taunt,Rattata
Thief,Rattata
Thunder,Rattata
Thunder Wave,Rattata
Thunderbolt,Rattata
Toxic,Rattata
U Turn,Rattata
Uproar,Rattata
Water Gun,Rattata
Wild Charge,Rattata
Work Up,Rattata
Zen Headbutt,Rattata
Assurance,Raticate
Attract,Raticate
Bide,Raticate
Bite,Raticate
Blizzard,Raticate
Body Slam,Raticate
Bubble Beam,Raticate
Captivate,Raticate
Charge Beam,Raticate
Confide,Raticate
Counter,Raticate
Covet,Raticate
Crunch,Raticate
Curse,Raticate
Cut,Raticate
Defense Curl,Raticate
Dig,Raticate
Double Edge,Raticate
Double Team,Raticate
Endeavor,Raticate
Endure,Raticate
Facade,Raticate
Focus Energy,Raticate
Frustration,Raticate
Fury Swipes,Raticate
Giga Impact,Raticate
Grass Knot,Raticate
Headbutt,Raticate
Hidden Power,Raticate
Hyper Beam,Raticate
Hyper Fang,Raticate
Ice Beam,Raticate
Icy Wind,Raticate
Iron Tail,Raticate
Last Resort,Raticate
Mimic,Raticate
Mud Slap,Raticate
Natural Gift,Raticate
Pluck,Raticate
Protect,Raticate
Pursuit,Raticate
Quick Attack,Raticate
Rage,Raticate
Rain Dance,Raticate
Rest,Raticate
Retaliate,Raticate
Return,Raticate
Roar,Raticate
Rock Smash,Raticate
Round,Raticate
Scary Face,Raticate
Secret Power,Raticate
Shadow Ball,Raticate
Shock Wave,Raticate
Skull Bash,Raticate
Sleep Talk,Raticate
Snore,Raticate
Stomping Tantrum,Raticate
Strength,Raticate
Substitute,Raticate
Sucker Punch,Raticate
Sunny Day,Raticate
Super Fang,Raticate
Swagger,Raticate
Swift,Raticate
Swords Dance,Raticate
Tackle,Raticate
Tail Whip,Raticate
Take Down,Raticate
Taunt,Raticate
Thief,Raticate
Throat Chop,Raticate
Thunder,Raticate
Thunder Wave,Raticate
Thunderbolt,Raticate
Toxic,Raticate
U Turn,Raticate
Uproar,Raticate
Water Gun,Raticate
Wild Charge,Raticate
Work Up,Raticate
Zen Headbutt,Raticate
Assurance,Machamp
Attract,Machamp
Bide,Machamp
Body Slam,Machamp
Brick Break,Machamp
Bulk Up,Machamp
Bulldoze,Machamp
Captivate,Machamp
Close Combat,Machamp
Coaching,Machamp
Confide,Machamp
Counter,Machamp
Cross Chop,Machamp
Cross Poison,Machamp
Curse,Machamp
Darkest Lariat,Machamp
Detect,Machamp
Dig,Machamp
Double Edge,Machamp
Double Team,Machamp
Dual Chop,Machamp
Dynamic Punch,Machamp
Earthquake,Machamp
Encore,Machamp
Endure,Machamp
Facade,Machamp
Fire Blast,Machamp
Fire Punch,Machamp
Fissure,Machamp
Flamethrower,Machamp
Fling,Machamp
Focus Blast,Machamp
Focus Energy,Machamp
Focus Punch,Machamp
Foresight,Machamp
Frustration,Machamp
Giga Impact,Machamp
Headbutt,Machamp
Heavy Slam,Machamp
Helping Hand,Machamp
Hidden Power,Machamp
High Horsepower,Machamp
Hyper Beam,Machamp
Ice Punch,Machamp
Incinerate,Machamp
Karate Chop,Machamp
Knock Off,Machamp
Leer,Machamp
Light Screen,Machamp
Low Kick,Machamp
Low Sweep,Machamp
Mega Kick,Machamp
Mega Punch,Machamp
Metronome,Machamp
Mimic,Machamp
Mud Slap,Machamp
Natural Gift,Machamp
Payback,Machamp
Poison Jab,Machamp
Power Up Punch,Machamp
Protect,Machamp
Rage,Machamp
Rain Dance,Machamp
Rest,Machamp
Retaliate,Machamp
Return,Machamp
Revenge,Machamp
Reversal,Machamp
Rock Blast,Machamp
Rock Climb,Machamp
Rock Slide,Machamp
Rock Smash,Machamp
Rock Tomb,Machamp
Role Play,Machamp
Round,Machamp
Scary Face,Machamp
Secret Power,Machamp
Seismic Toss,Machamp
Skull Bash,Machamp
Sleep Talk,Machamp
Smack Down,Machamp
Snore,Machamp
Stomping Tantrum,Machamp
Stone Edge,Machamp
Strength,Machamp
Submission,Machamp
Substitute,Machamp
Sunny Day,Machamp
Superpower,Machamp
Swagger,Machamp
Take Down,Machamp
Thief,Machamp
Throat Chop,Machamp
Thunder Punch,Machamp
Toxic,Machamp
Vacuum Wave,Machamp
Vital Throw,Machamp
Wake Up Slap,Machamp
Wide Guard,Machamp
Work Up,Machamp
Assurance,Koffing
Attract,Koffing
Belch,Koffing
Bide,Koffing
Captivate,Koffing
Clear Smog,Koffing
Confide,Koffing
Corrosive Gas,Koffing
Curse,Koffing
Dark Pulse,Koffing
Destiny Bond,Koffing
Double Team,Koffing
Endure,Koffing
Explosion,Koffing
Facade,Koffing
Fire Blast,Koffing
Flamethrower,Koffing
Flash,Koffing
Frustration,Koffing
Grudge,Koffing
Gyro Ball,Koffing
Haze,Koffing
Headbutt,Koffing
Hidden Power,Koffing
Incinerate,Koffing
Infestation,Koffing
Memento,Koffing
Mimic,Koffing
Natural Gift,Koffing
Pain Split,Koffing
Payback,Koffing
Poison Gas,Koffing
Protect,Koffing
Psybeam,Koffing
Psywave,Koffing
Rage,Koffing
Rain Dance,Koffing
Rest,Koffing
Return,Koffing
Rollout,Koffing
Round,Koffing
Screech,Koffing
Secret Power,Koffing
Self Destruct,Koffing
Shadow Ball,Koffing
Shock Wave,Koffing
Sleep Talk,Koffing
Sludge,Koffing
Sludge Bomb,Koffing
Sludge Wave,Koffing
Smog,Koffing
Smokescreen,Koffing
Snore,Koffing
Spit Up,Koffing
Spite,Koffing
Stockpile,Koffing
Substitute,Koffing
Sunny Day,Koffing
Swagger,Koffing
Swallow,Koffing
Tackle,Koffing
Taunt,Koffing
Thief,Koffing
Thunder,Koffing
Thunderbolt,Koffing
Torment,Koffing
Toxic,Koffing
Toxic Spikes,Koffing
Uproar,Koffing
Venom Drench,Koffing
Venoshock,Koffing
Will O Wisp,Koffing
Zap Cannon,Koffing
Assurance,Weezing
Attract,Weezing
Belch,Weezing
Bide,Weezing
Captivate,Weezing
Clear Smog,Weezing
Confide,Weezing
Corrosive Gas,Weezing
Curse,Weezing
Dark Pulse,Weezing
Destiny Bond,Weezing
Double Hit,Weezing
Double Team,Weezing
Endure,Weezing
Explosion,Weezing
Facade,Weezing
Fire Blast,Weezing
Flamethrower,Weezing
Flash,Weezing
Frustration,Weezing
Giga Impact,Weezing
Gyro Ball,Weezing
Haze,Weezing
Headbutt,Weezing
Heat Wave,Weezing
Hidden Power,Weezing
Hyper Beam,Weezing
Incinerate,Weezing
Infestation,Weezing
Memento,Weezing
Mimic,Weezing
Natural Gift,Weezing
Pain Split,Weezing
Payback,Weezing
Poison Gas,Weezing
Protect,Weezing
Psybeam,Weezing
Rage,Weezing
Rain Dance,Weezing
Rest,Weezing
Return,Weezing
Rollout,Weezing
Round,Weezing
Screech,Weezing
Secret Power,Weezing
Self Destruct,Weezing
Shadow Ball,Weezing
Shock Wave,Weezing
Sleep Talk,Weezing
Sludge,Weezing
Sludge Bomb,Weezing
Sludge Wave,Weezing
Smog,Weezing
Smokescreen,Weezing
Snore,Weezing
Spite,Weezing
Substitute,Weezing
Sunny Day,Weezing
Swagger,Weezing
Tackle,Weezing
Taunt,Weezing
Thief,Weezing
Thunder,Weezing
Thunderbolt,Weezing
Torment,Weezing
Toxic,Weezing
Toxic Spikes,Weezing
Uproar,Weezing
Venom Drench,Weezing
Venoshock,Weezing
Will O Wisp,Weezing
Zap Cannon,Weezing
Assurance,Tauros
Attract,Tauros
Bide,Tauros
Blizzard,Tauros
Body Slam,Tauros
Bulldoze,Tauros
Captivate,Tauros
Close Combat,Tauros
Confide,Tauros
Curse,Tauros
Double Edge,Tauros
Double Team,Tauros
Earthquake,Tauros
Endeavor,Tauros
Endure,Tauros
Facade,Tauros
Fire Blast,Tauros
Fissure,Tauros
Flamethrower,Tauros
Focus Energy,Tauros
Frustration,Tauros
Giga Impact,Tauros
Headbutt,Tauros
Helping Hand,Tauros
Hidden Power,Tauros
High Horsepower,Tauros
Horn Attack,Tauros
Horn Drill,Tauros
Hyper Beam,Tauros
Ice Beam,Tauros
Icy Wind,Tauros
Incinerate,Tauros
Iron Head,Tauros
Iron Tail,Tauros
Lash Out,Tauros
Leer,Tauros
Megahorn,Tauros
Mimic,Tauros
Natural Gift,Tauros
Outrage,Tauros
Payback,Tauros
Protect,Tauros
Pursuit,Tauros
Rage,Tauros
Rain Dance,Tauros
Rest,Tauros
Retaliate,Tauros
Return,Tauros
Revenge,Tauros
Reversal,Tauros
Rock Climb,Tauros
Rock Slide,Tauros
Rock Smash,Tauros
Rock Tomb,Tauros
Role Play,Tauros
Round,Tauros
Sandstorm,Tauros
Scary Face,Tauros
Secret Power,Tauros
Shock Wave,Tauros
Skull Bash,Tauros
Sleep Talk,Tauros
Smart Strike,Tauros
Snore,Tauros
Solar Beam,Tauros
Spite,Tauros
Stomp,Tauros
Stomping Tantrum,Tauros
Stone Edge,Tauros
Strength,Tauros
Substitute,Tauros
Sunny Day,Tauros
Surf,Tauros
Swagger,Tauros
Tackle,Tauros
Tail Whip,Tauros
Take Down,Tauros
Thrash,Tauros
Throat Chop,Tauros
Thunder,Tauros
Thunderbolt,Tauros
Toxic,Tauros
Uproar,Tauros
Water Pulse,Tauros
Whirlpool,Tauros
Wild Charge,Tauros
Work Up,Tauros
Zap Cannon,Tauros
Zen Headbutt,Tauros
Assurance,Umbreon
Attract,Umbreon
Baby Doll Eyes,Umbreon
Baton Pass,Umbreon
Bite,Umbreon
Body Slam,Umbreon
Captivate,Umbreon
Charm,Umbreon
Confide,Umbreon
Confuse Ray,Umbreon
Copycat,Umbreon
Covet,Umbreon
Crunch,Umbreon
Curse,Umbreon
Cut,Umbreon
Dark Pulse,Umbreon
Detect,Umbreon
Dig,Umbreon
Double Edge,Umbreon
Double Team,Umbreon
Dream Eater,Umbreon
Echoed Voice,Umbreon
Endure,Umbreon
Facade,Umbreon
Fake Tears,Umbreon
Feint Attack,Umbreon
Flash,Umbreon
Focus Energy,Umbreon
Foul Play,Umbreon
Frustration,Umbreon
Giga Impact,Umbreon
Growl,Umbreon
Guard Swap,Umbreon
Headbutt,Umbreon
Heal Bell,Umbreon
Helping Hand,Umbreon
Hidden Power,Umbreon
Hyper Beam,Umbreon
Hyper Voice,Umbreon
Iron Tail,Umbreon
Laser Focus,Umbreon
Lash Out,Umbreon
Last Resort,Umbreon
Mean Look,Umbreon
Mimic,Umbreon
Moonlight,Umbreon
Mud Slap,Umbreon
Natural Gift,Umbreon
Nightmare,Umbreon
Pay Day,Umbreon
Payback,Umbreon
Protect,Umbreon
Psych Up,Umbreon
Psychic,Umbreon
Pursuit,Umbreon
Quick Attack,Umbreon
Rain Dance,Umbreon
Rest,Umbreon
Retaliate,Umbreon
Return,Umbreon
Round,Umbreon
Sand Attack,Umbreon
Screech,Umbreon
Secret Power,Umbreon
Shadow Ball,Umbreon
Sleep Talk,Umbreon
Snarl,Umbreon
Snatch,Umbreon
Snore,Umbreon
Spite,Umbreon
Stored Power,Umbreon
Substitute,Umbreon
Sucker Punch,Umbreon
Sunny Day,Umbreon
Swagger,Umbreon
Swift,Umbreon
Tackle,Umbreon
Tail Whip,Umbreon
Take Down,Umbreon
Taunt,Umbreon
Thief,Umbreon
Throat Chop,Umbreon
Torment,Umbreon
Toxic,Umbreon
Weather Ball,Umbreon
Wonder Room,Umbreon
Work Up,Umbreon
Zap Cannon,Umbreon
Assurance,Octillery
Attract,Octillery
Aurora Beam,Octillery
Bind,Octillery
Blizzard,Octillery
Bounce,Octillery
Brine,Octillery
Bubble Beam,Octillery
Bullet Seed,Octillery
Captivate,Octillery
Charge Beam,Octillery
Confide,Octillery
Constrict,Octillery
Curse,Octillery
Defense Curl,Octillery
Dive,Octillery
Double Edge,Octillery
Double Team,Octillery
Endure,Octillery
Energy Ball,Octillery
Facade,Octillery
Fire Blast,Octillery
Flamethrower,Octillery
Flash Cannon,Octillery
Focus Energy,Octillery
Frustration,Octillery
Giga Impact,Octillery
Gunk Shot,Octillery
Helping Hand,Octillery
Hidden Power,Octillery
Hydro Pump,Octillery
Hyper Beam,Octillery
Ice Beam,Octillery
Icy Wind,Octillery
Incinerate,Octillery
Liquidation,Octillery
Lock On,Octillery
Mimic,Octillery
Mud Shot,Octillery
Mud Slap,Octillery
Natural Gift,Octillery
Octazooka,Octillery
Payback,Octillery
Protect,Octillery
Psybeam,Octillery
Psychic,Octillery
Rain Dance,Octillery
Rest,Octillery
Return,Octillery
Rock Blast,Octillery
Round,Octillery
Scald,Octillery
Screech,Octillery
Secret Power,Octillery
Seed Bomb,Octillery
Seismic Toss,Octillery
Signal Beam,Octillery
Skitter Smack,Octillery
Sleep Talk,Octillery
Sludge Bomb,Octillery
Sludge Wave,Octillery
Smack Down,Octillery
Snore,Octillery
Soak,Octillery
String Shot,Octillery
Substitute,Octillery
Sunny Day,Octillery
Surf,Octillery
Swagger,Octillery
Swift,Octillery
Thief,Octillery
Thunder Wave,Octillery
Toxic,Octillery
Water Gun,Octillery
Water Pulse,Octillery
Waterfall,Octillery
Whirlpool,Octillery
Wrap,Octillery
Wring Out,Octillery
Assurance,Poochyena
Astonish,Poochyena
Attract,Poochyena
Bite,Poochyena
Body Slam,Poochyena
Captivate,Poochyena
Confide,Poochyena
Counter,Poochyena
Covet,Poochyena
Crunch,Poochyena
Dark Pulse,Poochyena
Dig,Poochyena
Double Edge,Poochyena
Double Team,Poochyena
Embargo,Poochyena
Endure,Poochyena
Facade,Poochyena
Fire Fang,Poochyena
Foul Play,Poochyena
Frustration,Poochyena
Headbutt,Poochyena
Hidden Power,Poochyena
Howl,Poochyena
Hyper Voice,Poochyena
Ice Fang,Poochyena
Incinerate,Poochyena
Iron Tail,Poochyena
Leer,Poochyena
Me First,Poochyena
Mimic,Poochyena
Mud Slap,Poochyena
Natural Gift,Poochyena
Odor Sleuth,Poochyena
Payback,Poochyena
Play Rough,Poochyena
Poison Fang,Poochyena
Protect,Poochyena
Psych Up,Poochyena
Rain Dance,Poochyena
Rest,Poochyena
Retaliate,Poochyena
Return,Poochyena
Roar,Poochyena
Rock Smash,Poochyena
Round,Poochyena
Sand Attack,Poochyena
Scary Face,Poochyena
Secret Power,Poochyena
Shadow Ball,Poochyena
Sleep Talk,Poochyena
Snarl,Poochyena
Snatch,Poochyena
Snore,Poochyena
Spite,Poochyena
Substitute,Poochyena
Sucker Punch,Poochyena
Sunny Day,Poochyena
Super Fang,Poochyena
Swagger,Poochyena
Tackle,Poochyena
Take Down,Poochyena
Taunt,Poochyena
Thief,Poochyena
Thunder Fang,Poochyena
Torment,Poochyena
Toxic,Poochyena
Uproar,Poochyena
Yawn,Poochyena
Assurance,Mightyena
Attract,Mightyena
Bite,Mightyena
Body Slam,Mightyena
Captivate,Mightyena
Confide,Mightyena
Counter,Mightyena
Covet,Mightyena
Crunch,Mightyena
Dark Pulse,Mightyena
Dig,Mightyena
Double Edge,Mightyena
Double Team,Mightyena
Embargo,Mightyena
Endure,Mightyena
Facade,Mightyena
Fire Fang,Mightyena
Foul Play,Mightyena
Frustration,Mightyena
Giga Impact,Mightyena
Headbutt,Mightyena
Hidden Power,Mightyena
Howl,Mightyena
Hyper Beam,Mightyena
Hyper Voice,Mightyena
Ice Fang,Mightyena
Incinerate,Mightyena
Iron Tail,Mightyena
Laser Focus,Mightyena
Mimic,Mightyena
Mud Slap,Mightyena
Natural Gift,Mightyena
Odor Sleuth,Mightyena
Payback,Mightyena
Play Rough,Mightyena
Protect,Mightyena
Psych Up,Mightyena
Rain Dance,Mightyena
Rest,Mightyena
Retaliate,Mightyena
Return,Mightyena
Roar,Mightyena
Rock Smash,Mightyena
Round,Mightyena
Sand Attack,Mightyena
Scary Face,Mightyena
Secret Power,Mightyena
Shadow Ball,Mightyena
Sleep Talk,Mightyena
Snarl,Mightyena
Snatch,Mightyena
Snore,Mightyena
Spite,Mightyena
Strength,Mightyena
Substitute,Mightyena
Sucker Punch,Mightyena
Sunny Day,Mightyena
Super Fang,Mightyena
Swagger,Mightyena
Tackle,Mightyena
Take Down,Mightyena
Taunt,Mightyena
Thief,Mightyena
Throat Chop,Mightyena
Thunder Fang,Mightyena
Torment,Mightyena
Toxic,Mightyena
Uproar,Mightyena
Yawn,Mightyena
Assurance,Toxicroak
Astonish,Toxicroak
Attract,Toxicroak
Baton Pass,Toxicroak
Belch,Toxicroak
Bounce,Toxicroak
Brick Break,Toxicroak
Bulk Up,Toxicroak
Bulldoze,Toxicroak
Captivate,Toxicroak
Coaching,Toxicroak
Confide,Toxicroak
Corrosive Gas,Toxicroak
Cross Poison,Toxicroak
Cut,Toxicroak
Dark Pulse,Toxicroak
Dig,Toxicroak
Double Team,Toxicroak
Drain Punch,Toxicroak
Dual Chop,Toxicroak
Earthquake,Toxicroak
Embargo,Toxicroak
Encore,Toxicroak
Endure,Toxicroak
Facade,Toxicroak
Feint Attack,Toxicroak
Flatter,Toxicroak
Fling,Toxicroak
Focus Blast,Toxicroak
Focus Punch,Toxicroak
Foul Play,Toxicroak
Frustration,Toxicroak
Fury Cutter,Toxicroak
Giga Impact,Toxicroak
Gunk Shot,Toxicroak
Headbutt,Toxicroak
Helping Hand,Toxicroak
Hidden Power,Toxicroak
Hyper Beam,Toxicroak
Ice Punch,Toxicroak
Icy Wind,Toxicroak
Knock Off,Toxicroak
Lash Out,Toxicroak
Low Kick,Toxicroak
Low Sweep,Toxicroak
Mega Kick,Toxicroak
Mega Punch,Toxicroak
Mud Bomb,Toxicroak
Mud Slap,Toxicroak
Nasty Plot,Toxicroak
Natural Gift,Toxicroak
Payback,Toxicroak
Poison Jab,Toxicroak
Poison Sting,Toxicroak
Power Up Punch,Toxicroak
Protect,Toxicroak
Pursuit,Toxicroak
Rain Dance,Toxicroak
Rest,Toxicroak
Retaliate,Toxicroak
Return,Toxicroak
Revenge,Toxicroak
Rock Climb,Toxicroak
Rock Slide,Toxicroak
Rock Smash,Toxicroak
Rock Tomb,Toxicroak
Role Play,Toxicroak
Round,Toxicroak
Screech,Toxicroak
Secret Power,Toxicroak
Shadow Ball,Toxicroak
Sleep Talk,Toxicroak
Sludge Bomb,Toxicroak
Sludge Wave,Toxicroak
Snatch,Toxicroak
Snore,Toxicroak
Spite,Toxicroak
Stone Edge,Toxicroak
Strength,Toxicroak
Substitute,Toxicroak
Sucker Punch,Toxicroak
Sunny Day,Toxicroak
Super Fang,Toxicroak
Swagger,Toxicroak
Swords Dance,Toxicroak
Taunt,Toxicroak
Thief,Toxicroak
Throat Chop,Toxicroak
Thunder Punch,Toxicroak
Torment,Toxicroak
Toxic,Toxicroak
Vacuum Wave,Toxicroak
Venom Drench,Toxicroak
Venoshock,Toxicroak
Work Up,Toxicroak
X Scissor,Toxicroak
Assurance,Tepig
Attract,Tepig
Body Slam,Tepig
Burn Up,Tepig
Confide,Tepig
Covet,Tepig
Curse,Tepig
Defense Curl,Tepig
Double Team,Tepig
Echoed Voice,Tepig
Ember,Tepig
Endeavor,Tepig
Facade,Tepig
Fire Blast,Tepig
Fire Pledge,Tepig
Flame Charge,Tepig
Flamethrower,Tepig
Flare Blitz,Tepig
Frustration,Tepig
Grass Knot,Tepig
Gyro Ball,Tepig
Head Smash,Tepig
Heat Crash,Tepig
Heat Wave,Tepig
Heavy Slam,Tepig
Helping Hand,Tepig
Hidden Power,Tepig
Incinerate,Tepig
Iron Tail,Tepig
Magnitude,Tepig
Odor Sleuth,Tepig
Overheat,Tepig
Protect,Tepig
Rest,Tepig
Return,Tepig
Roar,Tepig
Rock Smash,Tepig
Rock Tomb,Tepig
Rollout,Tepig
Round,Tepig
Secret Power,Tepig
Sleep Talk,Tepig
Smog,Tepig
Snore,Tepig
Solar Beam,Tepig
Stomping Tantrum,Tepig
Strength,Tepig
Substitute,Tepig
Sucker Punch,Tepig
Sunny Day,Tepig
Superpower,Tepig
Swagger,Tepig
Tackle,Tepig
Tail Whip,Tepig
Take Down,Tepig
Taunt,Tepig
Thrash,Tepig
Toxic,Tepig
Wild Charge,Tepig
Will O Wisp,Tepig
Work Up,Tepig
Yawn,Tepig
Zen Headbutt,Tepig
Assurance,Klink
Autotomize,Klink
Bind,Klink
Charge,Klink
Charge Beam,Klink
Confide,Klink
Discharge,Klink
Double Team,Klink
Endure,Klink
Facade,Klink
Flash Cannon,Klink
Frustration,Klink
Gear Grind,Klink
Gravity,Klink
Hidden Power,Klink
Hyper Beam,Klink
Iron Defense,Klink
Lock On,Klink
Magic Coat,Klink
Magnet Rise,Klink
Metal Sound,Klink
Mirror Shot,Klink
Power Gem,Klink
Protect,Klink
Recycle,Klink
Rest,Klink
Return,Klink
Rising Voltage,Klink
Rock Polish,Klink
Rock Smash,Klink
Round,Klink
Sandstorm,Klink
Screech,Klink
Secret Power,Klink
Shift Gear,Klink
Shock Wave,Klink
Signal Beam,Klink
Sleep Talk,Klink
Snore,Klink
Steel Beam,Klink
Steel Roller,Klink
Substitute,Klink
Swagger,Klink
Telekinesis,Klink
Thunder Shock,Klink
Thunder Wave,Klink
Thunderbolt,Klink
Toxic,Klink
Uproar,Klink
Vise Grip,Klink
Volt Switch,Klink
Wild Charge,Klink
Zap Cannon,Klink
Assurance,Chewtle
Attract,Chewtle
Bite,Chewtle
Body Slam,Chewtle
Counter,Chewtle
Dive,Chewtle
Dragon Tail,Chewtle
Endure,Chewtle
Facade,Chewtle
Gastro Acid,Chewtle
Headbutt,Chewtle
Hydro Pump,Chewtle
Ice Fang,Chewtle
Jaw Lock,Chewtle
Liquidation,Chewtle
Mud Shot,Chewtle
Payback,Chewtle
Protect,Chewtle
Rain Dance,Chewtle
Rest,Chewtle
Revenge,Chewtle
Round,Chewtle
Scale Shot,Chewtle
Skitter Smack,Chewtle
Skull Bash,Chewtle
Sleep Talk,Chewtle
Snore,Chewtle
Substitute,Chewtle
Surf,Chewtle
Tackle,Chewtle
Water Gun,Chewtle
Whirlpool,Chewtle
Assurance,Drednaw
Attract,Drednaw
Bite,Drednaw
Blizzard,Drednaw
Body Press,Drednaw
Body Slam,Drednaw
Bulldoze,Drednaw
Counter,Drednaw
Crunch,Drednaw
Dig,Drednaw
Dive,Drednaw
Earth Power,Drednaw
Earthquake,Drednaw
Endure,Drednaw
Facade,Drednaw
False Swipe,Drednaw
Giga Impact,Drednaw
Head Smash,Drednaw
Headbutt,Drednaw
High Horsepower,Drednaw
Hydro Pump,Drednaw
Hyper Beam,Drednaw
Ice Beam,Drednaw
Ice Fang,Drednaw
Iron Defense,Drednaw
Iron Tail,Drednaw
Jaw Lock,Drednaw
Liquidation,Drednaw
Megahorn,Drednaw
Meteor Beam,Drednaw
Mud Shot,Drednaw
Muddy Water,Drednaw
Payback,Drednaw
Poison Jab,Drednaw
Protect,Drednaw
Rain Dance,Drednaw
Razor Shell,Drednaw
Rest,Drednaw
Revenge,Drednaw
Rock Blast,Drednaw
Rock Polish,Drednaw
Rock Slide,Drednaw
Rock Tomb,Drednaw
Round,Drednaw
Sand Tomb,Drednaw
Sandstorm,Drednaw
Scald,Drednaw
Scale Shot,Drednaw
Scary Face,Drednaw
Skitter Smack,Drednaw
Sleep Talk,Drednaw
Smart Strike,Drednaw
Snore,Drednaw
Stealth Rock,Drednaw
Stomping Tantrum,Drednaw
Stone Edge,Drednaw
Substitute,Drednaw
Superpower,Drednaw
Surf,Drednaw
Swords Dance,Drednaw
Tackle,Drednaw
Throat Chop,Drednaw
Water Gun,Drednaw
Waterfall,Drednaw
Whirlpool,Drednaw
Assurance,Impidimp
Attract,Impidimp
Bite,Impidimp
Burning Jealousy,Impidimp
Confide,Impidimp
Dark Pulse,Impidimp
Dazzling Gleam,Impidimp
Drain Punch,Impidimp
Draining Kiss,Impidimp
Endure,Impidimp
Facade,Impidimp
Fake Out,Impidimp
Fake Tears,Impidimp
Flatter,Impidimp
Foul Play,Impidimp
Lash Out,Impidimp
Leech Life,Impidimp
Low Kick,Impidimp
Mega Kick,Impidimp
Mega Punch,Impidimp
Metronome,Impidimp
Nasty Plot,Impidimp
Play Rough,Impidimp
Protect,Impidimp
Rest,Impidimp
Retaliate,Impidimp
Revenge,Impidimp
Round,Impidimp
Sleep Talk,Impidimp
Snore,Impidimp
Substitute,Impidimp
Sucker Punch,Impidimp
Swagger,Impidimp
Taunt,Impidimp
Thief,Impidimp
Thunder Wave,Impidimp
Torment,Impidimp
Trick,Impidimp
Uproar,Impidimp
Assurance,Morgrem
Attract,Morgrem
Bite,Morgrem
Burning Jealousy,Morgrem
Confide,Morgrem
Dark Pulse,Morgrem
Dazzling Gleam,Morgrem
Drain Punch,Morgrem
Draining Kiss,Morgrem
Endure,Morgrem
Facade,Morgrem
Fake Out,Morgrem
Fake Tears,Morgrem
False Surrender,Morgrem
Flatter,Morgrem
Foul Play,Morgrem
Lash Out,Morgrem
Leech Life,Morgrem
Light Screen,Morgrem
Low Kick,Morgrem
Mega Kick,Morgrem
Mega Punch,Morgrem
Metronome,Morgrem
Nasty Plot,Morgrem
Play Rough,Morgrem
Protect,Morgrem
Reflect,Morgrem
Rest,Morgrem
Retaliate,Morgrem
Revenge,Morgrem
Round,Morgrem
Shadow Claw,Morgrem
Sleep Talk,Morgrem
Snore,Morgrem
Substitute,Morgrem
Sucker Punch,Morgrem
Swagger,Morgrem
Taunt,Morgrem
Thief,Morgrem
Throat Chop,Morgrem
Thunder Wave,Morgrem
Torment,Morgrem
Trick,Morgrem
Uproar,Morgrem
Assurance,Grimmsnarl
Attract,Grimmsnarl
Bite,Grimmsnarl
Body Press,Grimmsnarl
Body Slam,Grimmsnarl
Brick Break,Grimmsnarl
Bulk Up,Grimmsnarl
Burning Jealousy,Grimmsnarl
Confide,Grimmsnarl
Crunch,Grimmsnarl
Dark Pulse,Grimmsnarl
Darkest Lariat,Grimmsnarl
Dazzling Gleam,Grimmsnarl
